Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	bl[150]	bl[151]	bl[152]	bl[153]	bl[154]	bl[155]	bl[156]	bl[157]	bl[158]	bl[159]	bl[160]	bl[161]	bl[162]	bl[163]	bl[164]	bl[165]	bl[166]	bl[167]	bl[168]	bl[169]	bl[170]	bl[171]	bl[172]	bl[173]	bl[174]	bl[175]	bl[176]	bl[177]	bl[178]	bl[179]	bl[180]	bl[181]	bl[182]	bl[183]	bl[184]	bl[185]	bl[186]	bl[187]	bl[188]	bl[189]	bl[190]	bl[191]	bl[192]	bl[193]	bl[194]	bl[195]	bl[196]	bl[197]	bl[198]	bl[199]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
5950	-543739.2	-543702.1	-37.13566	0.0817204	0.0337071	0.036024	0.0754317	0.0454419	0.0511729	0.034219	0.0634859	0.0836103	0.0529518	0.0913881	0.0661715	0.0472781	0.0608155	0.0479301	0.106528	0.0205212	0.022105	0.0704437	0.052642	0.0859997	0.0924416	0.102717	0.0100606	0.018525	0.014811	0.0412655	0.0102789	0.00779899	0.00141374	0.00783081	0.0159899	0.0517728	0.000679456	0.0603792	0.0486941	0.0454235	0.059445	0.109025	0.0557876	0.0393222	0.0441355	0.034208	0.0563162	0.0438185	0.0629785	0.0370932	0.0479771	0.0375621	0.0545942	0.0559465	0.0213397	0.0641913	0.0196123	0.0492921	0.0572328	0.0504208	0.0723436	0.0577852	0.0503609	0.0533523	0.0559994	0.0474232	0.00116124	0.0895547	0.0397927	0.035219	0.0321798	0.0612213	0.0902904	0.102166	0.0310418	0.0468157	0.0855261	0.070388	0.05419	0.056152	0.0629912	0.0537207	0.13868	0.114701	0.0482467	0.075802	0.0638107	0.0574917	0.112927	0.0857313	0.0774301	0.0270366	0.0456412	0.0387748	0.0026072	0.0351798	0.0372618	0.0365734	0.00186054	0.0716385	0.068401	0.0751329	0.0940785	0.123852	0.0108052	0.0135905	0.0123573	0.00751574	0.00863178	0.0222025	0.0130515	0.0200609	0.00391089	0.0159935	0.0104625	0.0374431	0.0227364	0.0109824	0.0325941	0.00743356	0.0692669	0.0076554	0.0352593	0.00275549	0.0207428	0.00682855	0.0223318	0.010003	0.0147279	0.0115092	0.0149893	0.618431	0.0176378	0.0118753	0.0102177	0.0119661	0.0161807	0.010797	0.0153813	0.0111781	0.0171172	0.0499728	0.0136905	0.0156477	0.013521	0.0176392	0.00649821	0.00909585	0.0077413	0.00883334	0.0340984	0.00791309	0.0214974	0.00226049	0.0131003	0.0105961	0.0162914	0.0158291	0.010792	0.0313652	0.0108661	0.0106979	0.0149695	0.0168348	0.018761	0.00896114	0.00713406	0.0124278	0.0109	0.0418681	0.0233413	0.00621921	0.0180977	0.00678625	0.0143786	0.0231723	0.00674514	0.0101308	0.00929446	0.0246796	0.00950302	0.0286477	0.00720672	0.00621744	0.0427026	0.0636276	0.0124109	0.00999661	0.0227826	0.0131388	0.00935227	0.00849693	0.0150532	0.0158677	0.0318603	0.0106592	0.00714182	0.00287676	0.0164125	0.0207019	0.626288	7.53227e-05	0.0490661	0.264891	0.271534	0.0379308	0.334107	0.0424709	0.354361	0.164145	0.136596	0.344898	8.232795
5960	-543741.6	-543705.1	-36.46183	0.0817204	0.0336216	0.0332109	0.0822715	0.0425032	0.0511729	0.034219	0.0634859	0.0719111	0.0508957	0.0913881	0.0661715	0.0472781	0.0607288	0.0491197	0.103676	0.0213088	0.0220341	0.0683724	0.0529301	0.0859997	0.0865204	0.0996734	0.00928373	0.0201635	0.0145897	0.041387	0.0106845	0.00722202	0.00135983	0.00815949	0.0178761	0.0520414	0.000996967	0.0603792	0.0486941	0.0471862	0.0533412	0.111999	0.0561551	0.0367323	0.0452372	0.0331849	0.0527895	0.0441727	0.0629785	0.0371406	0.0516291	0.0378239	0.0528326	0.0545949	0.0227108	0.0654755	0.024042	0.0492921	0.0572328	0.0483172	0.0699526	0.054871	0.0455094	0.0545282	0.0522689	0.0437778	0.00086376	0.0911546	0.0391077	0.035219	0.0325975	0.0612213	0.0902904	0.102166	0.0298689	0.0468157	0.088281	0.070388	0.0538127	0.056055	0.0618805	0.0556258	0.13868	0.115113	0.0473979	0.0726562	0.0638107	0.0581546	0.112927	0.0812659	0.0774301	0.0315372	0.0456412	0.0387748	0.00256615	0.0362615	0.0372618	0.0380579	0.0020195	0.0707515	0.0732954	0.0674501	0.0918697	0.124035	0.0114422	0.014072	0.00940045	0.0101626	0.0100666	0.0187652	0.0131545	0.0206609	0.00391317	0.0159935	0.00991196	0.0353273	0.0232446	0.0101575	0.0325941	0.00578375	0.0692669	0.0109898	0.0280079	0.00252473	0.0207428	0.00648523	0.0225426	0.00787271	0.0128512	0.0115092	0.0149893	0.614837	0.0157634	0.0103736	0.0102177	0.0104259	0.0148759	0.00959084	0.0174347	0.0124214	0.013403	0.048257	0.0167937	0.0162441	0.013521	0.0177872	0.00635812	0.00971162	0.00749093	0.0112205	0.0340984	0.00620424	0.0189375	0.00246812	0.0197121	0.0119277	0.0139686	0.0127838	0.00945773	0.0306988	0.00987476	0.00980503	0.0167091	0.0131258	0.0191972	0.00668993	0.00750742	0.0124992	0.0132923	0.042199	0.0233413	0.00488707	0.0162568	0.00880971	0.0152193	0.0209018	0.00637597	0.0134283	0.00784736	0.0242382	0.0108169	0.0263781	0.00796309	0.00655508	0.0433298	0.0621806	0.0109892	0.00909342	0.0243672	0.0146501	0.0110559	0.00919668	0.0146655	0.0174897	0.0299324	0.0112077	0.00694925	0.0026041	0.0143727	0.0225321	0.626288	4.15673e-05	0.0490661	0.264891	0.271534	0.0379308	0.334107	0.0424709	0.354361	0.164145	0.136596	0.344898	8.165413
5970	-543724.9	-543687.9	-36.98533	0.0817204	0.0336216	0.0398918	0.0822715	0.0443031	0.0509817	0.034219	0.0634859	0.0719111	0.0508957	0.0903604	0.0661715	0.0472781	0.0607288	0.0482843	0.103676	0.021661	0.0207663	0.0723831	0.0529301	0.0859997	0.0969902	0.101165	0.00930505	0.0195574	0.0139724	0.0387942	0.00919781	0.00732824	0.00159174	0.00822367	0.0178761	0.0509728	0.001215	0.0588739	0.0490863	0.0468076	0.0532655	0.104342	0.055132	0.0410842	0.0466977	0.0335361	0.0527895	0.0441727	0.0629785	0.0391756	0.0516291	0.0370767	0.0528326	0.0536513	0.0232986	0.0654755	0.0205462	0.0492921	0.0572328	0.0488932	0.0699526	0.0589601	0.0504845	0.0561652	0.0508855	0.0437778	0.00112397	0.0911546	0.0391077	0.0368336	0.0316142	0.0609612	0.0896492	0.102166	0.0270174	0.0465133	0.0888388	0.0733589	0.0536739	0.0513547	0.0644539	0.0534809	0.13868	0.115113	0.0473018	0.0726562	0.0638107	0.0517172	0.112927	0.0812659	0.0832039	0.0276208	0.0453693	0.0402742	0.00256706	0.0362615	0.0364847	0.0367649	0.00224964	0.0743133	0.0732954	0.0765327	0.0918697	0.124035	0.0114422	0.014072	0.0119412	0.00943133	0.00999998	0.0206848	0.0131545	0.0200196	0.00616225	0.0124748	0.010217	0.0348438	0.0236844	0.00995406	0.0325941	0.00734327	0.0732762	0.0103345	0.0313154	0.00242397	0.0207428	0.00734944	0.0249861	0.0109738	0.0150766	0.0120255	0.0150587	0.614837	0.0167497	0.0103736	0.0100857	0.0116693	0.0178156	0.012537	0.0186693	0.01281	0.0132197	0.0479289	0.018005	0.0143409	0.0116238	0.0151913	0.00561616	0.00946798	0.00772908	0.00817458	0.0353888	0.00907566	0.0224376	0.00158887	0.0149642	0.0116423	0.0139686	0.0129978	0.00771479	0.0325057	0.00899574	0.00980503	0.0167091	0.0158419	0.0193065	0.00866605	0.00751107	0.0134889	0.00966701	0.0478571	0.0225484	0.00633804	0.0191557	0.0101447	0.0179659	0.0221925	0.00521753	0.00987176	0.00869071	0.0242382	0.0106635	0.0293461	0.00737026	0.00570974	0.0437997	0.0622024	0.0130923	0.0107126	0.0212378	0.0137765	0.00806666	0.00764604	0.0163632	0.0176922	0.0340117	0.0130993	0.00699872	0.00340725	0.0142506	0.0135593	0.626288	0.000103067	0.0490804	0.264887	0.27153	0.0379302	0.334102	0.0424702	0.354361	0.164145	0.136596	0.344898	8.217762
5980	-543742.7	-543706	-36.6845	0.0817204	0.0310615	0.0367322	0.0811599	0.041487	0.0489714	0.034219	0.0634859	0.0719111	0.0515479	0.0903604	0.069742	0.0488739	0.0607288	0.0482843	0.103676	0.0192336	0.0224563	0.0723831	0.0531837	0.0859997	0.0927106	0.101112	0.0090867	0.0170354	0.0163968	0.0387942	0.00943616	0.00666792	0.00131402	0.00764179	0.016671	0.0504526	0.00117806	0.0593327	0.0449545	0.0461662	0.0546098	0.104308	0.0548907	0.0360452	0.0441932	0.032819	0.0546068	0.0439824	0.0633221	0.0369329	0.0472886	0.0382483	0.0566077	0.0555273	0.0247526	0.0654186	0.0193521	0.0492921	0.0572328	0.0488932	0.0699526	0.0605187	0.0472352	0.0570828	0.0557164	0.0437778	0.00138343	0.091483	0.0395324	0.0395783	0.0330482	0.0609612	0.0886426	0.0992702	0.0268859	0.0465133	0.0888388	0.0700332	0.0505391	0.0522822	0.0658897	0.0545857	0.141748	0.115113	0.0473018	0.07383	0.0614468	0.0517172	0.119815	0.0812659	0.0818059	0.0280634	0.0451575	0.0357113	0.00316581	0.0361724	0.0364847	0.0367649	0.00213976	0.0746038	0.0714666	0.0755766	0.0918697	0.124035	0.0138194	0.013683	0.0108925	0.00793601	0.00963986	0.0235296	0.0133602	0.020051	0.00508602	0.0130649	0.0115187	0.0366916	0.0195048	0.0123956	0.0302303	0.00530794	0.0804741	0.00916815	0.0313154	0.00294135	0.0244222	0.00525098	0.0203707	0.0104388	0.013459	0.0109152	0.0166874	0.614837	0.0152274	0.00881021	0.0108144	0.0132381	0.0177705	0.0111982	0.0184625	0.0129184	0.0147924	0.0470043	0.0149909	0.0139979	0.0146882	0.0164417	0.00511404	0.00875351	0.00791206	0.00915148	0.0336074	0.00721764	0.0255875	0.00142327	0.0164619	0.0115649	0.0136268	0.0162368	0.00901106	0.0325057	0.00854724	0.0108755	0.0158587	0.0150284	0.0180801	0.00828229	0.00886443	0.0117741	0.0101889	0.044197	0.0237031	0.0049482	0.0153855	0.00823119	0.0135777	0.0231386	0.00578874	0.0117708	0.00886472	0.024801	0.0108395	0.0279196	0.00718664	0.00653871	0.0436035	0.0642357	0.01186	0.0108367	0.0203554	0.0172069	0.00850278	0.00669193	0.0141604	0.0163438	0.0325039	0.01286	0.00703853	0.00262235	0.0180269	0.0111021	0.626288	3.17335e-05	0.0490804	0.264887	0.27153	0.0379302	0.334102	0.0424702	0.354361	0.164145	0.136596	0.344898	8.18768
5990	-543748.6	-543712.1	-36.5074	0.0817204	0.0312958	0.0367322	0.0811599	0.0469749	0.0489714	0.0388049	0.0634859	0.0754866	0.0515052	0.0873754	0.0663851	0.0494747	0.0613782	0.0482843	0.109835	0.0192336	0.0192181	0.0723831	0.0532914	0.0871137	0.0912008	0.105062	0.00870405	0.0213013	0.014405	0.0403633	0.00912663	0.00651323	0.00231244	0.00842306	0.0192299	0.0467572	0.000901395	0.0584532	0.0452672	0.0459753	0.0546098	0.104308	0.0542774	0.0360452	0.043728	0.0310993	0.0534385	0.0439824	0.0636266	0.0365427	0.0472886	0.0382483	0.0511279	0.0555913	0.0208335	0.06909	0.0208859	0.0492921	0.0593386	0.0505327	0.0699526	0.0567558	0.0458523	0.0570604	0.0523171	0.0474145	0.001411	0.091483	0.0337177	0.0346588	0.035371	0.0609612	0.0886426	0.0992702	0.025926	0.0465133	0.0888388	0.0700332	0.0505391	0.0522822	0.0604399	0.0562968	0.141748	0.115113	0.0473018	0.0785971	0.0614468	0.0517172	0.112215	0.0812659	0.0841773	0.0316449	0.0451575	0.0355898	0.00314075	0.0384934	0.0364847	0.0367649	0.00186467	0.0698525	0.0671628	0.0729064	0.0940961	0.117212	0.010706	0.014246	0.0099191	0.00923432	0.00949925	0.0235296	0.0167506	0.0203855	0.0081319	0.012965	0.0128133	0.0351745	0.0236312	0.0111498	0.0340666	0.00621082	0.0743649	0.00837141	0.0303508	0.00201149	0.0215759	0.00582674	0.0212812	0.0106256	0.0133942	0.00994331	0.0170274	0.614837	0.0152274	0.00996921	0.013351	0.00801919	0.0168917	0.011539	0.0159797	0.0146686	0.0142224	0.0458203	0.015123	0.0121459	0.0128731	0.0191457	0.00633048	0.00712812	0.00631905	0.00908558	0.0327188	0.00549844	0.0233351	0.0019025	0.0168462	0.0115705	0.0153288	0.0139785	0.00942862	0.0325057	0.0088851	0.0102449	0.0150759	0.01771	0.0211551	0.0089371	0.00647362	0.0117743	0.00917656	0.044197	0.0241394	0.00687993	0.0192118	0.00722262	0.0161426	0.0222024	0.00511407	0.00977818	0.0100986	0.0235262	0.00902179	0.0269749	0.00854207	0.00568869	0.0432855	0.0607	0.0123724	0.0108367	0.0259716	0.0161864	0.00886412	0.00859507	0.014876	0.0165135	0.0345113	0.0107162	0.00742901	0.00236249	0.0154184	0.0141889	0.626288	2.39947e-05	0.0490447	0.264897	0.27154	0.0379316	0.334114	0.0424718	0.354361	0.164145	0.136596	0.344898	8.16997
6000	-543721.1	-543684.3	-36.7664	0.0816326	0.0312958	0.0363427	0.0817993	0.0408508	0.0489714	0.0371826	0.0637526	0.0754866	0.0515052	0.0873754	0.0663851	0.0461601	0.0605493	0.0482843	0.107089	0.0193913	0.0189339	0.0723831	0.0532914	0.0782578	0.0912008	0.105062	0.00863341	0.0212786	0.014405	0.0360315	0.00909279	0.00599395	0.00130826	0.00873873	0.0180621	0.0504286	0.00097653	0.0597944	0.0479305	0.0459753	0.0570704	0.106981	0.0542774	0.039287	0.0454349	0.0360765	0.0534385	0.0429836	0.0622233	0.0375678	0.0479376	0.0364863	0.0580868	0.0560938	0.021464	0.0648065	0.0222631	0.0527635	0.0593386	0.0505327	0.0727717	0.0535575	0.0476312	0.0537139	0.0535115	0.0462139	0.000830688	0.0887368	0.0363296	0.0333692	0.0306727	0.0609612	0.0886426	0.099856	0.0309355	0.0486748	0.0888388	0.0690369	0.0525071	0.0522822	0.0644335	0.055878	0.141748	0.115113	0.0473018	0.072259	0.060117	0.0553934	0.11597	0.0812659	0.0828818	0.0316449	0.0473885	0.0355354	0.00348893	0.0355658	0.0366473	0.0367649	0.00161447	0.073871	0.0759937	0.0729064	0.0940961	0.126893	0.0111616	0.0134908	0.0099191	0.00808818	0.0111668	0.0236861	0.0144895	0.0203855	0.00554483	0.0126331	0.0103766	0.0359331	0.0224387	0.0129244	0.0330911	0.00709841	0.0737749	0.00831258	0.0336799	0.00248293	0.0215759	0.00770724	0.0210284	0.00974659	0.0144196	0.0110651	0.012342	0.614837	0.014934	0.00977356	0.0127176	0.00902988	0.016905	0.011135	0.0171417	0.0143829	0.0142224	0.050464	0.0155536	0.0152906	0.0128731	0.017468	0.00635171	0.00862262	0.00783616	0.00911037	0.0356212	0.00699944	0.0228251	0.00135664	0.0151624	0.0096026	0.0160751	0.0138094	0.00845318	0.0335008	0.00952814	0.0116163	0.0171251	0.018205	0.0210595	0.00838287	0.00844237	0.0120914	0.00856726	0.044197	0.0220151	0.00606617	0.0157031	0.00862644	0.0168771	0.0222456	0.00492968	0.0120425	0.0105967	0.0207634	0.0103717	0.0263301	0.00743756	0.00540299	0.0437112	0.0607	0.00839908	0.0127241	0.0212247	0.0148087	0.00925782	0.00772229	0.0150798	0.0165645	0.0355674	0.013019	0.0064616	0.00318372	0.0161481	0.0149334	0.626288	4.46273e-05	0.0490447	0.264897	0.27154	0.0379316	0.334114	0.0424718	0.354361	0.164145	0.136596	0.344898	8.19587
6010	-543727.4	-543690.1	-37.29023	0.0808177	0.0312958	0.0363427	0.0817993	0.0416973	0.0463443	0.0350998	0.0659594	0.0762774	0.05177	0.0873754	0.0672393	0.0472013	0.0605493	0.0503913	0.104983	0.0207691	0.0233919	0.0694452	0.0511221	0.0811991	0.090455	0.105062	0.00959367	0.0212786	0.014405	0.0346778	0.00904129	0.00756172	0.00139809	0.0080058	0.0180621	0.0558388	0.000738067	0.0614418	0.0450835	0.0475339	0.0570656	0.111436	0.0585665	0.0381533	0.0454349	0.0349341	0.0478652	0.0445553	0.0622233	0.0389998	0.0479376	0.0364863	0.0528313	0.0560938	0.0211656	0.0648065	0.0204308	0.0527635	0.0562882	0.0502719	0.0742461	0.0535575	0.0501004	0.052842	0.0532952	0.0485709	0.00113735	0.0907573	0.0345707	0.036488	0.0306727	0.0609612	0.0886426	0.099856	0.0309355	0.0496026	0.0902708	0.065672	0.0525071	0.049091	0.0644335	0.0554114	0.141748	0.120302	0.0483445	0.0724493	0.0597382	0.0553934	0.113985	0.0821453	0.0828818	0.0291977	0.0442708	0.0375877	0.00316861	0.0356993	0.0366473	0.0383258	0.002329	0.073871	0.065002	0.0729064	0.0930891	0.126546	0.0119748	0.0126127	0.00987381	0.00893411	0.0087202	0.0243754	0.0134978	0.0209256	0.0056865	0.0135428	0.00943184	0.0344758	0.0245442	0.0117222	0.0333951	0.00312735	0.0774984	0.0082865	0.0293516	0.00226836	0.0229478	0.00606607	0.0233884	0.0105526	0.0131968	0.012619	0.0156085	0.638105	0.0167754	0.0120911	0.0100615	0.00911641	0.0158979	0.0116533	0.0160688	0.0123769	0.010983	0.0477901	0.0143534	0.0163723	0.0125936	0.0197235	0.00566922	0.00647422	0.00727193	0.0108791	0.0335718	0.00717953	0.0209774	0.00122478	0.0152497	0.0113739	0.0156777	0.0153601	0.0116856	0.0335902	0.00991546	0.0134063	0.014613	0.0165289	0.0223762	0.00920428	0.00840544	0.0122917	0.00985206	0.0443613	0.0247705	0.00515948	0.0172851	0.00854458	0.0157882	0.0222456	0.00509512	0.0104488	0.00963227	0.0225512	0.00924451	0.0263301	0.00699972	0.00530224	0.0417598	0.0607	0.0093027	0.0108431	0.0261538	0.0148087	0.00795004	0.00930455	0.0150798	0.0157004	0.0346358	0.0109591	0.00606618	0.0024032	0.0167836	0.0215509	0.656261	6.01882e-05	0.0490447	0.264897	0.27154	0.0379316	0.334114	0.0424718	0.354361	0.164145	0.136596	0.344898	8.248253
6020	-543751	-543713.7	-37.23001	0.0808177	0.0312958	0.0363427	0.0820648	0.0421996	0.0463443	0.0350998	0.0652851	0.0762774	0.0518035	0.0873754	0.0672393	0.049572	0.0615661	0.049286	0.106389	0.018354	0.0215689	0.0713605	0.05243	0.0811991	0.0937209	0.100983	0.0100492	0.0185094	0.0152883	0.0350041	0.00973307	0.00655843	0.00181969	0.00790573	0.0165629	0.0547933	0.00094601	0.0598641	0.0478195	0.0443179	0.0548113	0.105425	0.0571357	0.0379766	0.0454349	0.0360142	0.0554892	0.0398295	0.0622233	0.0335746	0.0447429	0.0383032	0.0537094	0.0550422	0.0241271	0.0648065	0.0200792	0.0481598	0.0562882	0.0539948	0.0667557	0.0620872	0.0515143	0.0542462	0.0542783	0.0506919	0.000688189	0.0919368	0.0377479	0.036488	0.0317231	0.0598915	0.0839597	0.105294	0.0309355	0.0476158	0.0822236	0.065672	0.0537083	0.0553023	0.0687313	0.0556987	0.138143	0.120302	0.0488364	0.0748614	0.0612005	0.0553934	0.113944	0.074657	0.0828818	0.03034	0.0442708	0.0393901	0.00384563	0.0366113	0.0372715	0.0368259	0.00204871	0.0710205	0.0751428	0.0693016	0.0922362	0.121868	0.0121345	0.0130602	0.0123819	0.0116422	0.0119643	0.0222997	0.0120811	0.0218486	0.00602485	0.0184343	0.0113921	0.0343481	0.0245442	0.00896434	0.0333951	0.00402477	0.0746072	0.00718057	0.0296724	0.00215443	0.0213997	0.00604447	0.0208991	0.0099585	0.0139637	0.01087	0.0136833	0.638105	0.0187744	0.0108788	0.0139698	0.0097711	0.0178335	0.0112836	0.0176335	0.0117699	0.0126587	0.0468921	0.0161511	0.0161589	0.0107803	0.0187637	0.00598269	0.00895165	0.00827461	0.00849915	0.0358	0.00713293	0.0208882	0.00132882	0.0141767	0.0113739	0.0156777	0.0164068	0.00954018	0.0306934	0.0105924	0.0127452	0.0162442	0.0151153	0.0188388	0.00835214	0.00875928	0.0103094	0.00892125	0.0457999	0.023564	0.00729615	0.0161626	0.0093493	0.0152955	0.0242169	0.00669893	0.0111404	0.00884912	0.0241851	0.00936316	0.0275018	0.00760201	0.00677827	0.0389824	0.0607	0.0127523	0.0107309	0.0225275	0.014142	0.0101088	0.0064696	0.0136631	0.0171751	0.0346358	0.011818	0.00662807	0.00245979	0.0167836	0.0150738	0.656261	1.45881e-05	0.0489405	0.264334	0.270964	0.0378511	0.333405	0.044506	0.354361	0.164145	0.136596	0.344898	8.242231
6030	-543727	-543690	-37.08907	0.0808177	0.0312958	0.0363427	0.0820648	0.0419359	0.0470985	0.0361879	0.0665438	0.0762774	0.0517157	0.085801	0.0672393	0.0482955	0.0600047	0.0520233	0.102361	0.0216448	0.0213148	0.0730708	0.0522761	0.0811991	0.0878074	0.102838	0.00967335	0.019268	0.0152082	0.0381884	0.00973307	0.00713032	0.00249711	0.00885607	0.0191666	0.0505826	0.00108689	0.0598641	0.0460197	0.043799	0.0554752	0.108944	0.0568237	0.0379766	0.0437377	0.0331809	0.0548783	0.040341	0.0622233	0.0414026	0.0473806	0.0383032	0.0537094	0.0550422	0.0206875	0.0651577	0.0218224	0.0486119	0.0552103	0.0539948	0.0735664	0.0620872	0.0515143	0.0542462	0.0495979	0.0438586	0.00110386	0.0919368	0.0365164	0.036488	0.0317231	0.064897	0.0882958	0.106282	0.0304054	0.0510878	0.0886941	0.065672	0.0542125	0.0553023	0.0635837	0.0542267	0.139542	0.115509	0.0467179	0.0765074	0.0580662	0.0550608	0.113944	0.0811986	0.0770077	0.03034	0.0449454	0.0354338	0.00315463	0.0380994	0.0372715	0.0368259	0.00167822	0.072872	0.0720895	0.069699	0.0929411	0.121868	0.0106469	0.0157709	0.0112988	0.00832988	0.00838719	0.0227039	0.014911	0.0187448	0.00548611	0.0142632	0.00895031	0.0343481	0.0255434	0.0116412	0.0346066	0.0079858	0.0746072	0.0081084	0.0310607	0.00352913	0.0199368	0.00655018	0.0225646	0.00914626	0.0151398	0.0103241	0.0162527	0.610918	0.0167342	0.00951269	0.0115247	0.0101482	0.0175065	0.0120688	0.0158409	0.012411	0.0128631	0.0468921	0.0141911	0.0133757	0.0119025	0.0190065	0.00758695	0.00778541	0.00799535	0.0100853	0.037098	0.00743146	0.0192685	0.00118502	0.0156052	0.0111726	0.0161862	0.0136872	0.00841008	0.0307107	0.0109369	0.0102214	0.0162442	0.0129177	0.0203287	0.00964851	0.00772028	0.0101404	0.00914635	0.0469511	0.0259218	0.00456127	0.0161626	0.00770573	0.0152955	0.0216789	0.00686982	0.0112018	0.00915717	0.0217901	0.0105166	0.0289745	0.00727036	0.00607956	0.0423331	0.0627663	0.0115328	0.0134899	0.0279328	0.0152454	0.0105016	0.0083969	0.0160398	0.017793	0.0346358	0.0135465	0.00528958	0.00299917	0.0144456	0.019304	0.656261	3.76182e-05	0.0489405	0.264334	0.270964	0.0378511	0.333405	0.044506	0.354459	0.16419	0.136358	0.344993	8.228137
6040	-543734.3	-543697.9	-36.3616	0.0771638	0.0329097	0.0381972	0.0820648	0.0429324	0.0534755	0.0335149	0.0640936	0.0742642	0.0517157	0.085801	0.0631059	0.0439585	0.0589487	0.0474105	0.0987591	0.0216668	0.0197179	0.0730708	0.0522761	0.0882252	0.0878074	0.106144	0.00831807	0.0193305	0.0152082	0.0365703	0.0100773	0.00591772	0.00214209	0.0070837	0.0181157	0.0505826	0.000996666	0.0615363	0.046262	0.0462474	0.0529049	0.112895	0.0578748	0.0379766	0.0430078	0.0317689	0.0509009	0.040341	0.0621587	0.0388064	0.0477887	0.0375117	0.0543239	0.0550422	0.0232323	0.0638975	0.0219641	0.0537757	0.0577056	0.0518681	0.0682153	0.0607438	0.0461397	0.0543922	0.0481465	0.0438586	0.000770681	0.0919368	0.0365164	0.0345074	0.0317231	0.0608832	0.0882958	0.106282	0.0291105	0.0490571	0.0886941	0.0709733	0.0542125	0.0535256	0.0635837	0.0531834	0.139542	0.115509	0.0467179	0.0752752	0.0580662	0.0550608	0.113944	0.0811986	0.0804208	0.0286141	0.0449454	0.0373102	0.00343756	0.0378253	0.0357106	0.0368259	0.00253262	0.0740051	0.0719108	0.069699	0.0929411	0.122133	0.0148866	0.0161164	0.0107136	0.00927652	0.0111919	0.0244054	0.0132802	0.020547	0.00472381	0.0140158	0.0105279	0.0345194	0.02662	0.010166	0.0307302	0.00476302	0.0722614	0.00667384	0.0314514	0.00358854	0.0199368	0.00693253	0.0221098	0.00872086	0.0142057	0.00998735	0.0152451	0.610918	0.0159683	0.0113702	0.0123718	0.0104137	0.0170853	0.0115704	0.0165569	0.0107947	0.0124231	0.0458589	0.0143228	0.0133721	0.0133913	0.0162775	0.00601742	0.00636776	0.00633561	0.00972994	0.0334326	0.00952589	0.0192685	0.00164111	0.0155864	0.0107931	0.0139007	0.0111878	0.00913636	0.0334244	0.0115361	0.0112164	0.0146397	0.0151177	0.0208133	0.00911618	0.00739672	0.0138596	0.0102655	0.0469511	0.0244197	0.00532439	0.0163456	0.00827726	0.0149297	0.0226997	0.00586298	0.0112464	0.00994315	0.0218212	0.00945864	0.0264113	0.00925729	0.00436878	0.0449176	0.0627663	0.012505	0.0115693	0.0266687	0.0173465	0.0128915	0.00666609	0.0171515	0.0152336	0.0346358	0.0102266	0.00702473	0.00267004	0.0166217	0.0202848	0.618525	3.45452e-05	0.0492087	0.26426	0.270887	0.0378404	0.333311	0.0444935	0.354687	0.163651	0.136446	0.345215	8.15539
