Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	bl[150]	bl[151]	bl[152]	bl[153]	bl[154]	bl[155]	bl[156]	bl[157]	bl[158]	bl[159]	bl[160]	bl[161]	bl[162]	bl[163]	bl[164]	bl[165]	bl[166]	bl[167]	bl[168]	bl[169]	bl[170]	bl[171]	bl[172]	bl[173]	bl[174]	bl[175]	bl[176]	bl[177]	bl[178]	bl[179]	bl[180]	bl[181]	bl[182]	bl[183]	bl[184]	bl[185]	bl[186]	bl[187]	bl[188]	bl[189]	bl[190]	bl[191]	bl[192]	bl[193]	bl[194]	bl[195]	bl[196]	bl[197]	bl[198]	bl[199]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1580	-543739.5	-543702.4	-37.0999	0.0838472	0.0324091	0.0380671	0.0822942	0.0446235	0.0459019	0.0366641	0.0668313	0.0773871	0.050146	0.089854	0.0662058	0.0509652	0.0619682	0.0464731	0.101004	0.0223057	0.0204457	0.0667957	0.05073	0.084079	0.0884449	0.101202	0.00964247	0.0182165	0.0141933	0.0401738	0.00934291	0.00705147	0.00141425	0.00758605	0.0167958	0.0493689	0.000862896	0.0603256	0.0470553	0.0443919	0.0574735	0.121509	0.0546775	0.0348902	0.0432366	0.0316649	0.0523381	0.0417087	0.0645666	0.0378242	0.0487085	0.0365378	0.0551805	0.0521192	0.0240183	0.0662314	0.0221934	0.0497433	0.0587741	0.0511962	0.0681253	0.0555711	0.0489191	0.053649	0.0510556	0.048989	0.00106966	0.0920162	0.0397996	0.0360054	0.0319464	0.0647434	0.082515	0.101215	0.0309582	0.0470712	0.0861239	0.0656664	0.0541435	0.0531585	0.0645122	0.0552536	0.149541	0.112234	0.0492067	0.080265	0.063598	0.0557134	0.118094	0.0805987	0.0815383	0.0303606	0.0476608	0.0368587	0.00342874	0.0355778	0.0367933	0.038584	0.00141365	0.071441	0.0713174	0.0780822	0.0945195	0.12385	0.0108713	0.0116663	0.01273	0.00528257	0.010266	0.0193821	0.0140448	0.0193905	0.00411897	0.0120213	0.0122493	0.0391909	0.0276374	0.011959	0.0317673	0.00344412	0.0732839	0.011065	0.0308341	0.0027898	0.0236522	0.00640436	0.0223916	0.00826177	0.0146846	0.00869251	0.0173656	0.616973	0.0195427	0.0104913	0.0165277	0.010509	0.0190051	0.0114882	0.0191725	0.0149417	0.0121608	0.0490772	0.0166471	0.0151519	0.0136935	0.0206808	0.0069378	0.00809852	0.00734255	0.00804824	0.0333478	0.00724198	0.0215343	0.00148694	0.0152579	0.0123516	0.0158999	0.0140696	0.0115011	0.0325295	0.00882485	0.0122162	0.0143238	0.0169657	0.0123951	0.0081463	0.0066851	0.011321	0.00963785	0.0428092	0.0249179	0.004314	0.0174243	0.00771409	0.0130429	0.0239889	0.0122183	0.010418	0.00906127	0.0229064	0.00869255	0.0248774	0.00945878	0.00475412	0.0420668	0.0567086	0.0111323	0.0100627	0.021864	0.0161719	0.0095713	0.00810929	0.0146153	0.0182241	0.0341153	0.0105788	0.00799068	0.00321015	0.0176081	0.0122951	0.637718	6.41355e-05	0.048753	0.267499	0.268258	0.0407273	0.330488	0.0442743	0.353102	0.162994	0.134454	0.34945	8.22922
1590	-543734.6	-543697.6	-36.92455	0.0769637	0.0324091	0.0375701	0.0834045	0.0446235	0.0529152	0.0378989	0.0679743	0.0740293	0.0492156	0.089854	0.0662058	0.0460531	0.0619682	0.0464731	0.099604	0.0228915	0.020217	0.0717117	0.054253	0.0873409	0.0899073	0.10684	0.00873085	0.0197074	0.0137755	0.0377701	0.00972803	0.0060419	0.00210873	0.00758605	0.0213726	0.0519175	0.00127745	0.065107	0.047856	0.0449248	0.0574735	0.115158	0.0546775	0.0372692	0.0399828	0.0320255	0.050815	0.045259	0.0635596	0.0378242	0.0474567	0.0365378	0.0551805	0.0521192	0.0235648	0.063683	0.020354	0.0493106	0.0587741	0.0509933	0.0681253	0.0555711	0.0489191	0.053649	0.0511183	0.0464565	0.000761181	0.0920162	0.036487	0.036114	0.0319464	0.0647434	0.0861376	0.101215	0.0271973	0.0470712	0.0854361	0.0726636	0.0523789	0.0484864	0.0645122	0.0520255	0.144362	0.112234	0.0489145	0.0747125	0.063598	0.0540849	0.117238	0.0805987	0.0827672	0.0301031	0.0470518	0.0368587	0.00289231	0.036452	0.0367933	0.0342963	0.00272685	0.0713215	0.0713174	0.0780822	0.0883666	0.12385	0.0100615	0.013543	0.00952225	0.00554234	0.00949056	0.0237956	0.0140448	0.0193905	0.0049855	0.0106371	0.0112855	0.0386321	0.0240686	0.0116623	0.0310654	0.00359647	0.0719831	0.0118437	0.0301339	0.00239124	0.0207591	0.00642726	0.0223916	0.00910133	0.014088	0.010446	0.0142748	0.633657	0.0188679	0.009418	0.0178705	0.0120435	0.0176107	0.0116929	0.01675	0.0120368	0.0123378	0.0504982	0.0155935	0.0127139	0.0136935	0.0206808	0.00736085	0.00785249	0.00734255	0.00740203	0.0356822	0.00806907	0.021618	0.00165763	0.0164605	0.0121992	0.0161427	0.0150972	0.00941363	0.0311749	0.00953881	0.0107151	0.0160944	0.0137688	0.0113266	0.00773903	0.00958104	0.011321	0.010703	0.0484042	0.023529	0.00414674	0.0163523	0.00818574	0.0130429	0.024053	0.00819472	0.0120386	0.0076097	0.0199776	0.0083681	0.0274081	0.00610289	0.00494658	0.0454594	0.0567086	0.0120561	0.0107556	0.0241208	0.0144633	0.00929143	0.00969837	0.0148128	0.0154646	0.0335866	0.0114337	0.00752176	0.00302372	0.0192045	0.0131501	0.637718	6.63947e-05	0.048753	0.267499	0.268258	0.0407273	0.330488	0.0442743	0.353102	0.162994	0.134454	0.34945	8.211685
1600	-543763.6	-543726.2	-37.39579	0.0809471	0.0306753	0.0386179	0.08495	0.0446235	0.0486633	0.0378989	0.0628526	0.0740293	0.0551034	0.0880628	0.0662058	0.0477173	0.0579608	0.0469631	0.103363	0.0228915	0.0194405	0.0717117	0.0521017	0.0873409	0.0899073	0.101849	0.00819664	0.0201288	0.0150856	0.0375739	0.0115517	0.00753943	0.00166404	0.00750105	0.0201036	0.0507305	0.00210344	0.06108	0.047856	0.0496074	0.0574735	0.120715	0.0572818	0.0414007	0.0426984	0.0320255	0.050815	0.043627	0.0663854	0.0347079	0.0499824	0.0365378	0.0523156	0.0521192	0.0222448	0.0635063	0.0212287	0.0493356	0.0587741	0.0521311	0.0718363	0.0555711	0.0522368	0.053649	0.0511183	0.0441261	0.000932638	0.0921169	0.0410496	0.036114	0.0292749	0.0637406	0.0861376	0.101215	0.0289944	0.0481644	0.0960414	0.0726636	0.0523789	0.0547896	0.0623521	0.0553992	0.144362	0.104297	0.0489145	0.0746258	0.063598	0.0542099	0.117238	0.0814471	0.0827672	0.0284275	0.0470518	0.0368587	0.00386519	0.036452	0.0338058	0.0352645	0.00229359	0.0781588	0.0713174	0.0660767	0.0883666	0.12385	0.012802	0.0159509	0.00890644	0.00499098	0.00962099	0.0211087	0.0142983	0.0193905	0.0066118	0.0112526	0.0095367	0.0342173	0.0249797	0.00987267	0.030571	0.00685167	0.0719831	0.00973533	0.0301339	0.00240575	0.0206705	0.00724098	0.0232242	0.00910133	0.0149219	0.0128234	0.0150715	0.633657	0.0209013	0.0124401	0.0174166	0.00924926	0.0155926	0.0108645	0.01675	0.0147945	0.0114096	0.0432583	0.0155935	0.0166129	0.0115379	0.0197454	0.00636192	0.00892469	0.0074007	0.00814876	0.0337461	0.00806907	0.0218166	0.00182762	0.0171536	0.0119558	0.0182132	0.0139709	0.00941363	0.0353975	0.0123716	0.009187	0.0174723	0.0163907	0.0116415	0.0091073	0.00831342	0.0113557	0.00996452	0.0464519	0.0241995	0.00632121	0.0186042	0.0104625	0.013643	0.0236841	0.0097048	0.0122226	0.00962863	0.0220642	0.00885176	0.0253417	0.00699094	0.00486197	0.0416362	0.0623056	0.0119891	0.0103587	0.0228112	0.0158124	0.00959937	0.00972717	0.0132943	0.0186775	0.0335866	0.0126283	0.00691997	0.00261005	0.0163112	0.0202004	0.637718	0.000233175	0.048753	0.267499	0.268258	0.0407273	0.330488	0.0442743	0.353102	0.162994	0.134454	0.34945	8.258809
1610	-543739.1	-543702.1	-37.0526	0.0784641	0.0327612	0.0377062	0.0810088	0.0455055	0.0474558	0.0342879	0.06636	0.0740293	0.0482735	0.0912848	0.0654011	0.0486109	0.0581944	0.0478879	0.101698	0.0203364	0.0238624	0.070111	0.0553027	0.0856906	0.0899073	0.104167	0.0106672	0.0193905	0.0150856	0.0375739	0.00867643	0.00665083	0.00235725	0.00636798	0.0183061	0.05095	0.000854261	0.06108	0.047856	0.0469156	0.0574735	0.120715	0.0574852	0.0358969	0.0436895	0.0357437	0.0506336	0.0410476	0.0650726	0.0371054	0.0499824	0.0366002	0.0523156	0.0522089	0.0217292	0.0635063	0.0237814	0.0492721	0.0589044	0.0521311	0.0726808	0.059072	0.0522368	0.053649	0.0545958	0.0455218	0.00100141	0.0911968	0.0380309	0.0339538	0.0338631	0.0615247	0.0861376	0.103394	0.0313172	0.0468547	0.0830732	0.0726636	0.0535058	0.0524117	0.0674104	0.0546926	0.140851	0.106946	0.0504797	0.0707117	0.0627948	0.0542099	0.111358	0.082372	0.0791224	0.028529	0.0487066	0.0357775	0.00305689	0.0360282	0.0338058	0.0373762	0.00156394	0.0781588	0.0713174	0.0681317	0.0909787	0.119096	0.0126598	0.0149521	0.00869675	0.00585362	0.010025	0.0205533	0.0135197	0.0193905	0.00645798	0.0126397	0.0116273	0.03782	0.0211915	0.0114212	0.0341681	0.00405206	0.0761623	0.00960182	0.0295297	0.00200213	0.0203044	0.00792281	0.0232242	0.00910133	0.0140334	0.0095955	0.0127562	0.633657	0.0179303	0.0102344	0.0168166	0.00937685	0.0182168	0.0106621	0.0147534	0.0155674	0.0148386	0.0432583	0.0174588	0.0143553	0.0129185	0.0208052	0.00582075	0.00969844	0.00753745	0.00659394	0.0355764	0.00848879	0.021693	0.00196739	0.0171536	0.0100544	0.0189001	0.0122708	0.00972597	0.0350794	0.0101137	0.0109057	0.0160754	0.0170455	0.0129353	0.00922726	0.00778522	0.0113557	0.00990119	0.0434723	0.0243888	0.00380404	0.0162964	0.00972902	0.0161099	0.0235204	0.00889758	0.010255	0.00763977	0.0215097	0.00786489	0.029107	0.00866005	0.00522613	0.0416362	0.0623056	0.0115098	0.0105678	0.02235	0.0152588	0.00973102	0.0084754	0.0151634	0.015241	0.0361142	0.0125936	0.0063803	0.00294112	0.0150851	0.0222391	0.637718	0.000188703	0.048753	0.267499	0.268258	0.0407273	0.330488	0.0442743	0.353099	0.162993	0.134453	0.349456	8.22449
1620	-543745	-543707.8	-37.16653	0.083464	0.0349671	0.0369648	0.078389	0.0464835	0.0474558	0.0342879	0.066714	0.0740293	0.0502359	0.0912848	0.0693879	0.0460047	0.0614916	0.0493947	0.101698	0.0206403	0.0238624	0.070111	0.0485091	0.0856614	0.0899656	0.104167	0.00885836	0.0200785	0.0122863	0.0371227	0.0096338	0.00648197	0.00194205	0.0092422	0.0162447	0.0499238	0.000962148	0.0620974	0.0464786	0.0469156	0.0574735	0.119971	0.052117	0.0398001	0.0436895	0.0364495	0.0509427	0.0424819	0.0650726	0.0397021	0.0465076	0.0366002	0.0523156	0.0539671	0.0217292	0.0662375	0.0209006	0.0492721	0.0589044	0.0538309	0.0636397	0.0563771	0.051492	0.0547703	0.0510901	0.0455218	0.00109945	0.0911968	0.0376688	0.03447	0.0353379	0.0638497	0.0927936	0.101815	0.029174	0.0468547	0.0905976	0.0667536	0.0523535	0.0528508	0.066413	0.0546926	0.140851	0.106454	0.0467631	0.0802376	0.0650555	0.0523276	0.111358	0.082372	0.0825559	0.0308979	0.0438629	0.0357775	0.00306349	0.0382535	0.0365999	0.0377371	0.00217548	0.0748713	0.0713174	0.0681317	0.0909787	0.123013	0.0126598	0.012831	0.0101579	0.00751601	0.00967057	0.0214349	0.0137923	0.0189349	0.00467821	0.0144221	0.0110699	0.0338052	0.0271041	0.0127396	0.0326099	0.00555931	0.0740038	0.00864705	0.0295297	0.00238911	0.0212848	0.00625222	0.0232242	0.00893728	0.0140771	0.0107727	0.0165482	0.633657	0.0165834	0.0108927	0.0182539	0.00989985	0.018536	0.0119537	0.0171309	0.0172825	0.0116345	0.0453283	0.0174588	0.0139759	0.0129185	0.0218709	0.00651568	0.0100652	0.00795699	0.00785222	0.0318477	0.0102187	0.0196962	0.00196739	0.0134303	0.0101105	0.0174406	0.0131265	0.0097338	0.0317851	0.0111749	0.0103475	0.0133274	0.0169265	0.0100428	0.00759579	0.0098444	0.0114271	0.0103658	0.0442464	0.0243888	0.00696167	0.0164035	0.00932736	0.0158218	0.0251385	0.0105056	0.0103061	0.00847149	0.0233083	0.00968238	0.0255566	0.00590752	0.00554462	0.0447664	0.0623056	0.0096686	0.0102508	0.025907	0.0148694	0.0101222	0.00984932	0.0147861	0.0145104	0.0337185	0.0126015	0.00738471	0.00340133	0.0158054	0.01467	0.637718	0.000280824	0.048753	0.267499	0.268258	0.0407273	0.330488	0.0442743	0.353099	0.162993	0.134453	0.349456	8.235883
1630	-543746.1	-543708.7	-37.43415	0.0767634	0.0317518	0.0369648	0.078389	0.0438375	0.0504943	0.0342879	0.0645411	0.0740293	0.0502359	0.0861855	0.0693879	0.045983	0.0614916	0.0493947	0.101698	0.0206403	0.0238624	0.070111	0.0575504	0.0856614	0.0929829	0.104167	0.0084065	0.0197396	0.0133073	0.0381457	0.0108601	0.00645979	0.00210043	0.00851854	0.0188533	0.0499238	0.000755463	0.0605623	0.0464786	0.0462887	0.0570121	0.119971	0.052117	0.0374581	0.0412288	0.0364495	0.0509427	0.0424819	0.0650726	0.0397021	0.0486235	0.0371077	0.0576569	0.0522048	0.0222281	0.0662375	0.0214461	0.0549107	0.0589044	0.0538309	0.0780714	0.0588279	0.0471108	0.0541794	0.0529401	0.0455218	0.00122299	0.0918256	0.0365289	0.0373405	0.0320622	0.0618683	0.0959664	0.0995822	0.029174	0.0468547	0.0889049	0.0658391	0.0525479	0.0528508	0.0634567	0.0557528	0.140851	0.107529	0.0467631	0.0761187	0.0649379	0.0571276	0.113219	0.082372	0.0825559	0.0322208	0.0498967	0.0394349	0.0031188	0.0382535	0.0359443	0.0380488	0.00180436	0.0748713	0.0713174	0.0714014	0.0880764	0.123013	0.013864	0.012831	0.0109399	0.00671412	0.0100031	0.0205072	0.012607	0.0184728	0.00508008	0.00967136	0.0120151	0.035818	0.0246785	0.0107422	0.030147	0.00655923	0.0731454	0.00927198	0.0295297	0.0017424	0.020857	0.00543617	0.0211978	0.00984243	0.0141964	0.00855604	0.014904	0.630292	0.0180586	0.00963493	0.0205221	0.0117664	0.0192511	0.013789	0.0171309	0.0156751	0.0154983	0.0476956	0.0147434	0.0138682	0.012765	0.0242815	0.00784801	0.00718698	0.00932961	0.00840728	0.0317472	0.00782611	0.0229385	0.00144034	0.0135827	0.0112941	0.0164293	0.0142634	0.00952903	0.0358564	0.00969449	0.0096312	0.017212	0.0160707	0.0102725	0.00747488	0.00773873	0.00998563	0.0111024	0.0447727	0.0243888	0.00397554	0.0178452	0.00883178	0.0161513	0.0237185	0.00819155	0.0119294	0.0101181	0.0233083	0.00864884	0.0300849	0.007376	0.00596275	0.0450466	0.0623056	0.0115037	0.010457	0.0245097	0.0136859	0.0101977	0.0107088	0.013203	0.0160729	0.0337185	0.0117519	0.00696884	0.00267143	0.0149073	0.0168544	0.637718	0.000194459	0.0487718	0.267601	0.268362	0.040743	0.330616	0.0439066	0.353099	0.162993	0.134453	0.349456	8.262645
1640	-543734.6	-543697.7	-36.86325	0.0767634	0.0317518	0.0382121	0.0851273	0.0446201	0.0459109	0.0342879	0.0645411	0.0740293	0.0504615	0.0861855	0.0682195	0.049064	0.0614484	0.0482474	0.0979535	0.0234606	0.0217565	0.070111	0.0539428	0.0856614	0.0929829	0.104167	0.00925339	0.0198107	0.0166721	0.0381457	0.00920122	0.00699916	0.00253278	0.00851854	0.0194991	0.0499795	0.00118243	0.0605623	0.0464786	0.0485615	0.0570121	0.119971	0.052117	0.0374581	0.0440351	0.0330586	0.0483949	0.0429327	0.0612301	0.0402187	0.04708	0.0371077	0.0509798	0.0551651	0.0245422	0.0683719	0.0202573	0.0488555	0.055938	0.0510746	0.0780714	0.0573895	0.0481174	0.0515542	0.0511591	0.0450999	0.00121263	0.0889834	0.0372066	0.0373405	0.0338794	0.0618683	0.0898835	0.102449	0.0292253	0.0468547	0.0889049	0.0688598	0.0525479	0.0501792	0.0604097	0.0557528	0.135784	0.107529	0.0456491	0.0761187	0.0619311	0.0525202	0.113219	0.082372	0.0825559	0.0288108	0.0442827	0.0370138	0.00303235	0.035336	0.0354929	0.0380488	0.00187196	0.0734982	0.0713174	0.0734763	0.0897264	0.123013	0.0106184	0.012831	0.0121019	0.00701548	0.0114408	0.0195048	0.0121079	0.0196057	0.00703206	0.0141267	0.0101888	0.0334815	0.022426	0.0125214	0.030147	0.00540918	0.0791277	0.00831074	0.0295297	0.00226974	0.0203298	0.00638608	0.0214619	0.0098631	0.0141964	0.0105978	0.0146271	0.630292	0.0165492	0.0108429	0.0189739	0.0125295	0.0195328	0.00906306	0.0170196	0.0129089	0.0114665	0.0476956	0.0144733	0.0155314	0.0132666	0.021553	0.00622157	0.00946855	0.00919052	0.00901516	0.0317472	0.00839828	0.0177563	0.00143399	0.0146503	0.0105591	0.0180509	0.014278	0.00918827	0.0310576	0.0117223	0.0112232	0.0165316	0.0154956	0.0129415	0.00660682	0.00912068	0.0116982	0.0109349	0.0447727	0.0219186	0.00615056	0.0173532	0.00807387	0.0138012	0.0233316	0.0106673	0.0126164	0.00765316	0.0213263	0.0109882	0.025648	0.00725664	0.00496232	0.04534	0.0623056	0.0120623	0.0108746	0.0224211	0.0144907	0.0105181	0.0093103	0.0144977	0.0178209	0.0387899	0.0128332	0.0066774	0.00332833	0.0149073	0.0168945	0.637718	0.000346999	0.0488453	0.268005	0.268766	0.0392979	0.331114	0.0439728	0.353099	0.162993	0.134453	0.349456	8.205555
1650	-543747	-543710.2	-36.87401	0.0769915	0.035261	0.0358881	0.0805199	0.0433065	0.0501874	0.0354646	0.0645411	0.0740293	0.050967	0.0930526	0.0682195	0.0476382	0.0614484	0.0465291	0.0993078	0.022516	0.0231304	0.070111	0.048973	0.0878762	0.092628	0.104167	0.00925339	0.0185483	0.0163763	0.0388379	0.00920364	0.00696863	0.00222413	0.00851854	0.0192711	0.0509097	0.000981984	0.0605623	0.0452919	0.0452082	0.0549355	0.114801	0.0537679	0.0391749	0.0440351	0.0310528	0.0534	0.0429327	0.0637322	0.037059	0.04708	0.0371077	0.0509798	0.058075	0.0233907	0.066637	0.0202573	0.052545	0.055938	0.0513658	0.0761777	0.0578216	0.0483453	0.0548674	0.0511591	0.0452802	0.00129919	0.0898987	0.0372066	0.0356546	0.0338794	0.0634408	0.0898835	0.101957	0.0267365	0.0468547	0.0889049	0.0713361	0.0532334	0.0507181	0.0604097	0.0557528	0.133701	0.10573	0.0480557	0.0761187	0.0636967	0.0494621	0.113219	0.082372	0.086718	0.0303968	0.0442827	0.0370138	0.00224972	0.0395204	0.0390402	0.0349856	0.00272012	0.0754397	0.0740516	0.0734442	0.0931126	0.123224	0.010409	0.0138961	0.0129654	0.00694803	0.0116785	0.0220703	0.0134863	0.0215503	0.00504605	0.0134108	0.0112499	0.0363907	0.025805	0.00946789	0.0315542	0.00893303	0.0770148	0.0105657	0.0276705	0.00248396	0.0197797	0.0059484	0.0214619	0.0102282	0.0126529	0.00814752	0.0149167	0.630292	0.0147259	0.0103134	0.0148585	0.0106134	0.0185059	0.0125608	0.0181131	0.0161883	0.0166556	0.0476956	0.0181961	0.01188	0.0123459	0.0214424	0.00621424	0.00947419	0.00919052	0.00807697	0.0338709	0.0071624	0.0193625	0.0017506	0.0151591	0.0125556	0.0159612	0.0128806	0.00918827	0.0324574	0.00950198	0.0116766	0.0144559	0.0174467	0.0143505	0.00838931	0.00758707	0.0116982	0.0100708	0.0447727	0.0236913	0.00694567	0.0157976	0.00960973	0.0150194	0.0232463	0.00967868	0.0123254	0.00882813	0.0252734	0.0125151	0.025643	0.00797673	0.00660678	0.0443331	0.0607551	0.010523	0.0123693	0.0224211	0.0142569	0.0104136	0.00711131	0.0148604	0.0158387	0.0317644	0.0119292	0.00741864	0.00320175	0.0121104	0.0168945	0.611238	0.000111912	0.0488453	0.268005	0.268766	0.0392979	0.331114	0.0439728	0.353099	0.162993	0.134453	0.349456	8.206631
1660	-543741.9	-543704.3	-37.52916	0.0807231	0.0307989	0.0375134	0.0805199	0.0433065	0.0474295	0.0354646	0.0683186	0.0740293	0.0494357	0.0930526	0.0706633	0.047373	0.0595159	0.0465291	0.110454	0.0222628	0.0194783	0.0690278	0.0562425	0.0840644	0.092628	0.104167	0.00783292	0.0206469	0.0135259	0.0382593	0.00920364	0.00762841	0.00181288	0.00901314	0.0170857	0.0509097	0.000687015	0.0571184	0.0516887	0.0452082	0.0550757	0.118214	0.0537679	0.0391749	0.0440351	0.0329323	0.0534	0.0430504	0.0628195	0.037059	0.0486652	0.0371077	0.0535114	0.058075	0.0248298	0.0642525	0.020914	0.052545	0.05768	0.0540978	0.0680739	0.0572163	0.0456685	0.0548674	0.0520909	0.0474797	0.00103425	0.089898	0.0372066	0.0346849	0.0313887	0.0643373	0.0898835	0.108243	0.0302756	0.0471972	0.0889049	0.0696489	0.0540577	0.0521908	0.0653559	0.0566454	0.133701	0.10573	0.0469339	0.0788937	0.0654463	0.0547954	0.113219	0.0808389	0.0837303	0.0274691	0.0446414	0.0367594	0.00315404	0.0383298	0.0390402	0.0349121	0.00236115	0.0754397	0.0740516	0.0782802	0.0956621	0.117625	0.0123737	0.0130598	0.0111236	0.00748783	0.0116785	0.0224982	0.0118634	0.021914	0.00580674	0.0144694	0.0128755	0.0342117	0.0235154	0.0123864	0.0362314	0.00513594	0.0770148	0.00985058	0.0289004	0.00300981	0.0193324	0.00622784	0.0224683	0.0102282	0.0143654	0.00899392	0.0153164	0.630292	0.017862	0.00897358	0.01742	0.0133815	0.0194018	0.00965318	0.0175285	0.0129162	0.0138342	0.0476956	0.014689	0.0147068	0.0133069	0.0209502	0.00732774	0.0080376	0.00807611	0.00553172	0.0352683	0.00917159	0.0215811	0.00109664	0.0155658	0.00947914	0.0161155	0.0148959	0.00875668	0.0320101	0.0106868	0.0116766	0.015291	0.0158639	0.0119397	0.00745436	0.00767515	0.0122355	0.00842292	0.0462595	0.0236913	0.00581091	0.0162647	0.00862954	0.0148823	0.0238203	0.00862094	0.0107196	0.00894578	0.0231409	0.0112453	0.0293132	0.00915536	0.00582682	0.0425744	0.0607551	0.0108008	0.0122456	0.0253444	0.0134089	0.00949795	0.00835119	0.0155503	0.0188068	0.0321263	0.0119292	0.00815852	0.00257014	0.0169041	0.00989557	0.645538	6.32805e-05	0.0489023	0.268318	0.267911	0.0393438	0.331501	0.0440241	0.353099	0.162993	0.134453	0.349456	8.272146
1670	-543749.7	-543712.8	-36.93981	0.0798003	0.0301223	0.0369372	0.0834119	0.0384292	0.0483218	0.0349707	0.0683186	0.0740293	0.0501509	0.0851842	0.0636571	0.0510145	0.0607661	0.0465291	0.107319	0.0197174	0.0233827	0.069432	0.0489702	0.0840644	0.0928716	0.104167	0.0079528	0.0180668	0.0132712	0.0392747	0.00956651	0.00761174	0.00179382	0.00840642	0.0180304	0.0509097	0.00131558	0.0564886	0.0473599	0.0467123	0.0581733	0.118214	0.0568008	0.037757	0.0436015	0.0352912	0.0546024	0.0411828	0.0628195	0.0398743	0.0483682	0.033715	0.0535718	0.0543984	0.0225888	0.0686757	0.0208309	0.0529948	0.0529852	0.0540978	0.0680739	0.0572163	0.0456685	0.0541279	0.0520909	0.0474797	0.00106604	0.0909749	0.0372066	0.0346849	0.0313887	0.0643373	0.0898835	0.0987195	0.0302756	0.0453666	0.0889049	0.0696489	0.0515856	0.0496637	0.0641032	0.0538465	0.133701	0.107135	0.0465729	0.0788937	0.0641022	0.0573665	0.113219	0.0824371	0.0837303	0.0302649	0.0409462	0.0391926	0.00342065	0.0383298	0.0390402	0.0358578	0.00177802	0.0754397	0.0696829	0.0766514	0.0880462	0.117625	0.0116003	0.014996	0.0108571	0.00538526	0.00976877	0.0207316	0.0144544	0.0188097	0.00402986	0.0137348	0.0102187	0.0371012	0.0235997	0.00915305	0.0362314	0.00528015	0.0762767	0.0100794	0.0312939	0.00222901	0.0210384	0.00789545	0.0230484	0.0102282	0.0126765	0.0100491	0.0151385	0.63154	0.0193406	0.0100115	0.0195084	0.00893643	0.0194833	0.0107893	0.0167011	0.01374	0.0159566	0.0470695	0.0157943	0.0147068	0.0124845	0.0209502	0.00685055	0.00782576	0.00940718	0.00750878	0.0352683	0.00787121	0.020357	0.00149796	0.0151081	0.0117403	0.016471	0.0117808	0.0086643	0.0324001	0.0106589	0.0116766	0.0158013	0.0174488	0.0116123	0.0089529	0.008373	0.0140402	0.0087888	0.0470295	0.0239504	0.00392007	0.0173642	0.0089819	0.0140435	0.0256388	0.0096391	0.00861251	0.00976625	0.0219864	0.00749731	0.0293132	0.00915536	0.00386808	0.0425744	0.0596013	0.011489	0.0107422	0.0287925	0.0165844	0.00866686	0.00862757	0.0148261	0.0172351	0.0346248	0.0116705	0.0084963	0.00318149	0.0152631	0.0139759	0.634373	8.1788e-05	0.0488694	0.268811	0.267731	0.0393173	0.331277	0.0439945	0.353099	0.162993	0.134453	0.349456	8.213211
