Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	bl[150]	bl[151]	bl[152]	bl[153]	bl[154]	bl[155]	bl[156]	bl[157]	bl[158]	bl[159]	bl[160]	bl[161]	bl[162]	bl[163]	bl[164]	bl[165]	bl[166]	bl[167]	bl[168]	bl[169]	bl[170]	bl[171]	bl[172]	bl[173]	bl[174]	bl[175]	bl[176]	bl[177]	bl[178]	bl[179]	bl[180]	bl[181]	bl[182]	bl[183]	bl[184]	bl[185]	bl[186]	bl[187]	bl[188]	bl[189]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1390	-498788	-498764.7	-23.25151	0.0795882	0.0351165	0.037157	0.0851042	0.045066	0.0460675	0.036265	0.0650205	0.078948	0.0541311	0.0950159	0.0631445	0.0455235	0.0588865	0.0430905	0.103828	0.0214287	0.0236922	0.0668173	0.0514697	0.0826853	0.0872649	0.107429	0.0100764	0.0192938	0.0128612	0.0385127	0.00860358	0.00706122	0.00194143	0.00896418	0.0204251	0.0509668	0.00108792	0.0587372	0.046581	0.0486678	0.057822	0.115068	0.0555398	0.0383402	0.0457222	0.0332626	0.0525255	0.0421818	0.0624474	0.0376853	0.0511624	0.0346422	0.0518027	0.0547387	0.0226902	0.0650455	0.0206489	0.0519157	0.056813	0.0489502	0.0713839	0.0534228	0.0457306	0.0588111	0.0468065	0.0445021	0.00131021	0.0922338	0.0384396	0.0355853	0.0329365	0.061317	0.0880518	0.100579	0.0276229	0.0457359	0.0864553	0.0688825	0.0534117	0.0532183	0.0624405	0.0545506	0.137721	0.107546	0.0469546	0.0687944	0.0621922	0.0544507	0.111538	0.0880548	0.0851607	0.0311408	0.0438805	0.0397032	0.00263324	0.0372849	0.0367489	0.0358103	0.00227034	0.0108866	0.00213734	0.0201913	0.00663239	0.0335464	0.0132208	0.0104371	0.0142121	0.00785665	0.00886424	0.0154938	0.0114716	0.007915	0.0134168	0.00821398	0.0162267	0.00823825	0.0452543	0.0362995	0.0349011	0.740758	0.0124875	0.00958153	0.0105739	0.00603558	0.00845221	0.0101489	0.00233875	0.0112916	0.0179672	0.00836457	0.0148743	0.007922	0.0191058	0.0110835	0.00997094	0.00828292	0.00833143	0.0177353	0.00538509	0.0167091	0.0120871	0.010885	0.0772734	0.0207393	0.0118147	0.011495	0.0338778	0.00731906	0.0124736	0.01238	0.0258238	0.0249173	0.0156501	0.0247924	0.0126604	0.0145099	0.0146094	0.00530628	0.0111903	0.0550125	0.0129138	0.0233293	0.0118057	0.00794225	0.0174715	0.0111291	0.023962	0.0104967	0.0112432	0.0182912	0.010639	0.00603234	0.009616	0.00665776	0.00459083	0.0130893	0.0026501	0.0148376	0.0481508	0.0218687	0.0286444	0.019037	0.0201928	0.0230667	0.00507405	0.0147937	0.0313499	0.0089811	0.0194375	0.0216816	0.0172897	0.0131409	0.0483734	0.263608	0.276736	0.0311834	0.339603	0.0404969	0.34851	0.166045	0.142063	0.343381	7.167877
1400	-498804.2	-498780.6	-23.57402	0.0765701	0.0326964	0.0370826	0.0851042	0.045066	0.0476519	0.0361394	0.0681703	0.0831952	0.0496922	0.0950159	0.0664995	0.0450871	0.0588865	0.045515	0.103828	0.0224131	0.0229395	0.0668173	0.051777	0.0867112	0.0942044	0.107429	0.0106984	0.0192938	0.0154312	0.0385127	0.00845579	0.00701748	0.00173466	0.00939677	0.0197537	0.0509321	0.00127369	0.0582931	0.046581	0.0427579	0.0543592	0.112306	0.0555398	0.0382676	0.042321	0.0332626	0.0525255	0.046357	0.06484	0.0401409	0.0473287	0.0372169	0.0539662	0.0547387	0.0238137	0.0650455	0.0250204	0.0452994	0.0550951	0.0542754	0.0713839	0.0593123	0.0482365	0.0588111	0.0486392	0.0445021	0.00136536	0.0895831	0.0384396	0.0368336	0.033735	0.0623566	0.0880518	0.0978704	0.0321073	0.0467869	0.0864553	0.0688825	0.0526709	0.0553441	0.0624897	0.0545506	0.137721	0.109804	0.0469546	0.0670824	0.0621922	0.0556437	0.111538	0.0880548	0.0876194	0.0287373	0.0438805	0.0397032	0.00285999	0.0396236	0.0367489	0.0378113	0.00116651	0.00902497	0.00193304	0.0168981	0.0102749	0.0314383	0.0162288	0.00972777	0.0126973	0.00803896	0.0102912	0.0158409	0.0130192	0.00868515	0.0117013	0.00725339	0.0147152	0.00748202	0.0448168	0.0338779	0.0349011	0.741628	0.0124745	0.0104571	0.012632	0.0055201	0.00826569	0.0129718	0.00276184	0.0112916	0.0118887	0.00876586	0.0159195	0.0115714	0.0168841	0.0122488	0.0100552	0.00734471	0.00818844	0.0119736	0.00662648	0.0164931	0.0150104	0.0120562	0.0722835	0.0207393	0.0106022	0.0126686	0.0325294	0.00538143	0.0137843	0.00981207	0.0208948	0.0242162	0.0164039	0.0266713	0.0135017	0.019336	0.0170333	0.00559213	0.00941062	0.0550125	0.00997905	0.024195	0.00910356	0.0077344	0.0169995	0.0116711	0.0228283	0.0104967	0.0122	0.0204638	0.0110168	0.00365281	0.00922673	0.00732833	0.00464001	0.0138745	0.00293993	0.0148376	0.0481508	0.0218687	0.0286444	0.019037	0.0224446	0.0227519	0.00712434	0.0177158	0.0332794	0.00759902	0.0234362	0.018664	0.0186907	0.0138926	0.0483734	0.263608	0.276736	0.0311834	0.339603	0.0404969	0.34851	0.166045	0.142063	0.343381	7.200129
1410	-498780.9	-498757.5	-23.39645	0.0765701	0.0326964	0.0370826	0.0792465	0.0441269	0.0523254	0.0361394	0.0652206	0.0831952	0.0496922	0.0913618	0.0659648	0.0450871	0.0588865	0.0475964	0.102907	0.0217481	0.0212691	0.0730031	0.0534242	0.0828744	0.0942044	0.107429	0.00939352	0.0181184	0.0138292	0.0378788	0.00845579	0.0068154	0.0015705	0.00795873	0.0187321	0.0509321	0.000898498	0.0605812	0.0492855	0.0427579	0.0559035	0.111509	0.0555398	0.0373632	0.043758	0.0332626	0.0508735	0.0401529	0.0659768	0.0405408	0.0473287	0.0363107	0.0509445	0.0547387	0.0245163	0.0650455	0.0229303	0.0534472	0.0561336	0.0542754	0.0723946	0.0593123	0.0487719	0.0588111	0.0486392	0.0445021	0.00194561	0.0909736	0.0384396	0.03193	0.0300091	0.0623566	0.0883883	0.101096	0.0277716	0.0469239	0.0921509	0.0725884	0.0526709	0.0546075	0.0642819	0.0545506	0.141743	0.108916	0.0508009	0.0670607	0.0632741	0.0556437	0.117174	0.0799601	0.0803377	0.0285814	0.045533	0.0397032	0.00237301	0.0396236	0.0365027	0.0361622	0.00149302	0.0126087	0.00197967	0.01618	0.00844005	0.0341134	0.0156229	0.0107273	0.0123858	0.00655298	0.00829128	0.0135658	0.0152798	0.00903356	0.0134637	0.00611404	0.0169738	0.00654144	0.0448168	0.0338779	0.0348287	0.734301	0.0110434	0.013357	0.0119614	0.0074125	0.00876963	0.0114117	0.00260501	0.0107302	0.0101763	0.00864888	0.0154929	0.0127249	0.0179733	0.00953993	0.0111574	0.00927449	0.00818844	0.0119748	0.00521302	0.0157947	0.0131501	0.0121448	0.0722835	0.0207393	0.00908531	0.011896	0.0339419	0.00692177	0.0128008	0.00985933	0.0221491	0.029488	0.0162003	0.0234438	0.0133521	0.0189035	0.015467	0.00730319	0.00976444	0.061097	0.0115828	0.0218812	0.0105913	0.0077344	0.0229215	0.0125414	0.0230649	0.00992146	0.0120887	0.0169406	0.0109751	0.00441376	0.00710038	0.00844665	0.00406634	0.0123931	0.00272005	0.0138364	0.0455161	0.0212403	0.0302925	0.0189858	0.0259127	0.019732	0.00590194	0.0167807	0.0294178	0.0086587	0.0189308	0.0185809	0.0182474	0.0140082	0.0493243	0.263345	0.276459	0.0311523	0.339263	0.0404564	0.34851	0.166045	0.142063	0.343381	7.182372
1420	-498781.6	-498758	-23.64757	0.0778585	0.0300978	0.0392402	0.0787175	0.0412941	0.047344	0.0361394	0.0652206	0.0833612	0.0516579	0.0913618	0.0676989	0.0462249	0.0587574	0.0475964	0.105557	0.0207127	0.0219105	0.0657869	0.0534242	0.0852463	0.0942044	0.106533	0.00848875	0.0185745	0.0129827	0.0378788	0.00764639	0.0068154	0.00181706	0.00907884	0.0196641	0.0485228	0.000900927	0.0605812	0.0492855	0.0466707	0.0553639	0.117298	0.054315	0.0373632	0.0437481	0.0320154	0.0489599	0.0401529	0.063413	0.0400135	0.0492265	0.0363107	0.0552548	0.0519788	0.0239225	0.0660823	0.0208294	0.0489796	0.0561336	0.0492832	0.0723946	0.0582846	0.0511069	0.0588111	0.0486392	0.0458933	0.00131815	0.0918324	0.0371739	0.0384933	0.0315169	0.0603431	0.0863787	0.105112	0.0307264	0.0521558	0.0921509	0.0703076	0.0526709	0.0529775	0.0642819	0.0545506	0.147204	0.108916	0.0498349	0.0728004	0.0634432	0.0556437	0.115905	0.0861433	0.0803377	0.0266757	0.0439639	0.0367761	0.00236311	0.0379751	0.0383916	0.0361622	0.0027664	0.0128541	0.00180412	0.0149574	0.00643055	0.0328252	0.013265	0.0106579	0.0135269	0.00661342	0.0105408	0.0136609	0.0141849	0.0102198	0.0135353	0.00768924	0.013849	0.00754967	0.0462918	0.0338779	0.0348287	0.734301	0.0122853	0.0124894	0.0119697	0.00687532	0.00860022	0.00988383	0.00260839	0.0114	0.00984258	0.00923775	0.0121298	0.010138	0.0165848	0.0124212	0.0108722	0.00836793	0.00874402	0.0147447	0.00559096	0.0159856	0.0131343	0.0123477	0.0737172	0.0243511	0.012052	0.011896	0.0339419	0.00553774	0.0133764	0.0130518	0.0248445	0.0291582	0.0162003	0.0243474	0.0132029	0.0173002	0.0164507	0.00773582	0.00869609	0.0572	0.0114155	0.0214073	0.011365	0.00920675	0.0171019	0.00959761	0.0235269	0.0114589	0.00918847	0.0188267	0.00969576	0.00397812	0.00850319	0.00951098	0.00424933	0.0131011	0.0024694	0.0119194	0.0471082	0.0222253	0.0322447	0.01998	0.0305739	0.0193578	0.00584197	0.017278	0.0307133	0.0108924	0.0206906	0.0210472	0.019205	0.0131062	0.049398	0.263738	0.276873	0.0297036	0.339771	0.0405169	0.34851	0.166045	0.142063	0.343381	7.207484
1430	-498806.7	-498783.1	-23.58848	0.0833836	0.0319235	0.0362164	0.0787175	0.0427125	0.047344	0.0380214	0.0688207	0.0810604	0.0516579	0.0871848	0.0635011	0.0462249	0.0587574	0.0469485	0.105557	0.023241	0.0203154	0.0711262	0.0521556	0.0852463	0.0942044	0.101629	0.00869929	0.0203361	0.0156732	0.0378788	0.0104509	0.00600426	0.00211327	0.00831456	0.0192449	0.0516769	0.00118491	0.0594634	0.0464251	0.0455517	0.0570085	0.110057	0.0530056	0.0386782	0.0413421	0.0327739	0.0532596	0.0467502	0.0648773	0.0370076	0.046071	0.0405877	0.0540271	0.0519788	0.0239225	0.0643056	0.019926	0.0483414	0.0586059	0.0554953	0.0723946	0.0601144	0.0414145	0.0559921	0.0482465	0.0461888	0.0011379	0.0913126	0.0368438	0.0355782	0.0296444	0.0584158	0.0883607	0.105112	0.0311794	0.0481593	0.0921509	0.0703076	0.0526709	0.0518539	0.061877	0.0545506	0.147204	0.108916	0.0518012	0.0737175	0.0618302	0.0556437	0.118438	0.0820764	0.0846846	0.0279486	0.0438798	0.0345583	0.00372549	0.0384313	0.0349657	0.0383291	0.00155671	0.0128863	0.00153838	0.0180056	0.00879712	0.0328252	0.0156985	0.0106579	0.0157881	0.00666909	0.00897963	0.0141636	0.0131965	0.00958078	0.0129104	0.00838126	0.0168266	0.006771	0.0462918	0.0326442	0.0320987	0.734301	0.0116635	0.0128766	0.01008	0.00687532	0.0089776	0.00948935	0.00217551	0.0119139	0.0164222	0.00947905	0.0140186	0.0100326	0.0181211	0.0123295	0.0122851	0.0106255	0.00650717	0.0165376	0.00520061	0.0183741	0.0150538	0.0114012	0.071544	0.0229706	0.0101746	0.0137026	0.0350442	0.00545899	0.011889	0.0128927	0.0238829	0.0291582	0.0147112	0.0253181	0.0128466	0.0171804	0.0155356	0.00555801	0.0080721	0.0568948	0.00968001	0.0210997	0.00807928	0.00653066	0.0198975	0.0128852	0.0237748	0.0102009	0.0090609	0.0188267	0.0113355	0.00545641	0.00902747	0.0087777	0.00558153	0.0121352	0.0024694	0.0133313	0.0496587	0.0224769	0.0293753	0.0190066	0.0235104	0.0193578	0.00738572	0.0167449	0.0307133	0.00859003	0.0212662	0.0208094	0.0186902	0.0153526	0.0492542	0.26297	0.276066	0.0317905	0.338781	0.0411376	0.34851	0.166045	0.142063	0.343381	7.201575
1440	-498802.5	-498779.2	-23.35566	0.0762345	0.0342679	0.0362164	0.0814089	0.0454799	0.047344	0.0375762	0.0688207	0.0839942	0.0516579	0.0871848	0.0625409	0.0464688	0.0613646	0.0469485	0.105557	0.0199702	0.0203154	0.0711262	0.052174	0.0817709	0.0894204	0.106418	0.00871537	0.0221612	0.0156732	0.036314	0.0091426	0.00570386	0.00191417	0.00735619	0.0195626	0.0516769	0.000827146	0.0585768	0.0440295	0.0463089	0.0570085	0.110057	0.0530056	0.0386782	0.0457098	0.032978	0.051398	0.045652	0.0644022	0.0372837	0.045623	0.0405877	0.0506815	0.0570901	0.0229756	0.0615024	0.0203026	0.0498555	0.057105	0.0540896	0.0722097	0.0578118	0.0474679	0.0621544	0.0482465	0.0461888	0.00120493	0.0927445	0.0359993	0.0375711	0.0296444	0.0634112	0.0894625	0.0940549	0.0302052	0.0499718	0.0921509	0.0703076	0.0534402	0.0505612	0.0603654	0.0545506	0.144025	0.108916	0.0518012	0.0677878	0.0665274	0.0556437	0.110104	0.0820764	0.0829862	0.0286402	0.0440604	0.0352144	0.00319741	0.035837	0.0349657	0.0384678	0.00144563	0.00993575	0.00133611	0.0146973	0.00848381	0.0328252	0.0143955	0.0114614	0.0151335	0.00745122	0.00820647	0.0157907	0.0110404	0.0110172	0.0120928	0.00646851	0.0166129	0.00696787	0.0490501	0.0358863	0.0363714	0.734301	0.0117868	0.0131727	0.0103669	0.00733442	0.00682129	0.0126071	0.00322897	0.0126247	0.0137236	0.00787311	0.0147726	0.0125221	0.0166621	0.0107622	0.010043	0.00789486	0.00971989	0.0133559	0.00417671	0.0183741	0.0151813	0.0113626	0.0719354	0.0229706	0.0111732	0.0109103	0.0337436	0.00552567	0.0118922	0.00918438	0.0246994	0.0290542	0.0164319	0.0249073	0.0127346	0.0171804	0.0177133	0.00689319	0.0100309	0.0568948	0.0107148	0.0211984	0.0102304	0.00756364	0.0164623	0.0120816	0.024874	0.00966609	0.0119522	0.0194642	0.010052	0.00838921	0.00861826	0.00785214	0.00549961	0.0116325	0.00269562	0.0121001	0.0497588	0.0224769	0.0301962	0.0190066	0.0217884	0.0193578	0.00780097	0.0178588	0.0313883	0.00755801	0.0221476	0.0221854	0.0155293	0.0127966	0.0491453	0.262389	0.275456	0.0339303	0.338032	0.0410467	0.34851	0.166045	0.142063	0.343381	7.178293
1450	-498809.6	-498786.6	-23.03041	0.0760863	0.0310907	0.0391324	0.0761948	0.039389	0.0483545	0.0324886	0.0706751	0.080514	0.0516579	0.0932898	0.062623	0.0510092	0.0613646	0.0464866	0.105557	0.0237067	0.0203946	0.0711262	0.052174	0.0817709	0.0930934	0.108206	0.00857925	0.017948	0.0139115	0.0347591	0.00847244	0.00584436	0.00152194	0.0075278	0.0195626	0.052105	0.000853351	0.0601966	0.0440295	0.0463089	0.0565785	0.110057	0.0561596	0.0378449	0.0457098	0.0329454	0.0489364	0.0401484	0.0644022	0.0372837	0.0477021	0.0348614	0.0506815	0.0541252	0.0225781	0.0662407	0.0221343	0.0486004	0.0566455	0.0507592	0.0686135	0.055962	0.0458815	0.0598545	0.0482465	0.04458	0.000866698	0.0905713	0.0384963	0.033047	0.0324312	0.0634112	0.0894625	0.0940549	0.0302918	0.0509497	0.0921509	0.0754446	0.0530414	0.0505612	0.0603654	0.0543163	0.137835	0.108667	0.0491976	0.0677878	0.0623347	0.0545758	0.110104	0.0820764	0.0780114	0.0298364	0.043386	0.0384461	0.00450501	0.0346535	0.0349657	0.0384678	0.0012852	0.0100208	0.00138759	0.0113163	0.00832884	0.0364452	0.0151109	0.0125029	0.0161695	0.00837516	0.00898621	0.0156932	0.0110404	0.00976302	0.014893	0.00812191	0.0174494	0.00732154	0.0484959	0.034289	0.0369077	0.734301	0.0117868	0.0167379	0.0105812	0.00946544	0.00845799	0.0120351	0.00210683	0.011925	0.0139085	0.00791078	0.0144937	0.00989719	0.0160773	0.0100321	0.0101418	0.00613321	0.00767772	0.0158909	0.00450241	0.0189923	0.0145507	0.0113321	0.0750281	0.0203633	0.00947168	0.0115009	0.0349455	0.00608077	0.0114153	0.0102879	0.025216	0.0266875	0.0187338	0.0213241	0.0133927	0.0142939	0.018387	0.00627674	0.0103536	0.0576095	0.0126513	0.0226385	0.0102648	0.00958873	0.0148322	0.0132927	0.024874	0.0108402	0.0104901	0.0198222	0.0105387	0.00595803	0.010252	0.0070586	0.00555325	0.0124465	0.00298681	0.0130683	0.0462801	0.0224769	0.0277892	0.0208855	0.0265243	0.0190072	0.00649987	0.0162536	0.0299936	0.00845538	0.0204735	0.0189221	0.0176293	0.0133606	0.0492495	0.262945	0.27604	0.031883	0.338749	0.0411336	0.34851	0.166045	0.142063	0.343381	7.145767
1460	-498798.9	-498775.2	-23.62927	0.0800662	0.033336	0.0372877	0.0776443	0.0438533	0.0504413	0.0342363	0.0627943	0.0844583	0.0508466	0.0932898	0.0643564	0.0510092	0.0613646	0.049744	0.105557	0.0226326	0.0195722	0.0717641	0.0518207	0.0817709	0.0930934	0.103751	0.00995111	0.0171091	0.0140992	0.0372209	0.00802601	0.00532933	0.00229925	0.00786067	0.0195626	0.0503554	0.000631348	0.0601966	0.0455703	0.0463089	0.0543621	0.114355	0.0561596	0.0390501	0.0478773	0.0333767	0.0505029	0.043168	0.0644022	0.0372837	0.0462866	0.0377724	0.0554364	0.0565206	0.0221026	0.0676149	0.0221343	0.0487292	0.0600149	0.0498429	0.0728703	0.0552609	0.0487217	0.0598545	0.0491223	0.0494227	0.00143794	0.0905713	0.0369787	0.0346785	0.0324312	0.0629518	0.0888133	0.0977108	0.0302918	0.0474005	0.0921509	0.0688986	0.0530414	0.0538148	0.0599225	0.0544368	0.136027	0.104544	0.0491976	0.0669321	0.0623347	0.0525458	0.110104	0.0820764	0.0846102	0.0298904	0.043386	0.0384461	0.00296582	0.0353489	0.0359332	0.0384678	0.00185511	0.013058	0.00145265	0.0129474	0.00828486	0.0328817	0.0137153	0.0114606	0.0130345	0.00857634	0.00799955	0.0161828	0.0127121	0.00945497	0.0134055	0.0079816	0.013412	0.00735767	0.0445217	0.034289	0.0369077	0.758931	0.0118765	0.0183061	0.0108058	0.00611578	0.00993621	0.0120351	0.00268084	0.0121025	0.0129558	0.00887244	0.0131955	0.0129979	0.0163939	0.0108067	0.0113141	0.00796168	0.00858741	0.018029	0.00460574	0.0173923	0.0109567	0.0129283	0.0750281	0.0271117	0.010077	0.0129611	0.033746	0.00637656	0.0124794	0.00982954	0.0231574	0.0271415	0.0156101	0.0213241	0.0121506	0.0142241	0.0196174	0.00576886	0.00780414	0.0568999	0.0125296	0.025518	0.0110665	0.0119261	0.0134706	0.0107395	0.022308	0.0108402	0.0117578	0.0198222	0.0111122	0.00595803	0.00833325	0.00771036	0.00507346	0.0137093	0.00240546	0.0116473	0.0462801	0.0231943	0.0326645	0.0215668	0.0224563	0.0216683	0.00594106	0.0176794	0.0315959	0.00800805	0.0188276	0.0201469	0.0152981	0.0120165	0.0492495	0.262945	0.27604	0.031883	0.338749	0.0411336	0.34851	0.166045	0.142063	0.343381	7.205653
1470	-498792.7	-498769.4	-23.24417	0.0792683	0.0307434	0.0365961	0.0776443	0.0429097	0.0478736	0.0366778	0.0609617	0.0844583	0.0500343	0.0932898	0.0656413	0.0510092	0.0579775	0.0451954	0.101146	0.0226326	0.0215	0.0717641	0.0518207	0.0817709	0.0905475	0.103751	0.00794489	0.0172206	0.014513	0.0372811	0.00872286	0.00751861	0.00223097	0.00704392	0.018884	0.0514473	0.000992935	0.0601966	0.0416598	0.0441986	0.0565775	0.114355	0.0564949	0.0370478	0.0421383	0.0351342	0.0505029	0.043168	0.0626204	0.0372837	0.0458231	0.0384453	0.0553935	0.0558875	0.0229027	0.0676149	0.0211778	0.0525653	0.0525568	0.05544	0.0687868	0.0607433	0.0487217	0.0594957	0.0491223	0.0434127	0.00195967	0.0954886	0.0381061	0.0344198	0.0311892	0.0639461	0.0888133	0.10026	0.028694	0.0474005	0.0856554	0.0688986	0.0523101	0.0517994	0.0650866	0.0484083	0.136545	0.104544	0.0491976	0.0668657	0.0623347	0.0525458	0.110104	0.0808829	0.0852978	0.0298904	0.0447959	0.0366632	0.00385032	0.0359543	0.0359332	0.0384678	0.00267272	0.0133872	0.00149023	0.0104615	0.00810929	0.0349866	0.0137427	0.0102971	0.0145441	0.00833989	0.00845077	0.0161828	0.0127121	0.0110413	0.0141913	0.00742401	0.0140099	0.0081629	0.0456453	0.0341989	0.0369077	0.748583	0.00954954	0.0170913	0.0130406	0.00711951	0.0094462	0.0120351	0.00228642	0.0105306	0.0118785	0.00712257	0.0134706	0.0092949	0.0163939	0.0111231	0.0115339	0.00737866	0.00872465	0.0180123	0.0048455	0.0173923	0.0141025	0.009646	0.0750281	0.0219925	0.0103307	0.0115342	0.0328751	0.00447348	0.0100658	0.0109378	0.024543	0.0271415	0.0156101	0.0248956	0.0137433	0.0182275	0.0171207	0.00642679	0.00857575	0.0596102	0.00929603	0.0254193	0.0113306	0.00678867	0.0168861	0.0118954	0.022308	0.00860368	0.0123265	0.0205799	0.0106759	0.00546112	0.00828002	0.00877309	0.00459197	0.0157474	0.00283473	0.0134132	0.0462801	0.021368	0.0326645	0.0200615	0.025699	0.0194037	0.00754017	0.0188284	0.0315959	0.00813589	0.0224594	0.0197456	0.017369	0.0153001	0.0492495	0.262945	0.27604	0.031883	0.338749	0.0411336	0.34851	0.166045	0.142063	0.343381	7.167144
1480	-498788.4	-498765.1	-23.36266	0.0792683	0.0332893	0.0392454	0.0781756	0.0429097	0.0491072	0.0364443	0.0676008	0.0830341	0.0498893	0.0932898	0.0677687	0.0483028	0.063567	0.0456168	0.101146	0.0199734	0.0223462	0.0703475	0.0514648	0.0831512	0.086059	0.103751	0.00927336	0.0202225	0.012644	0.0372811	0.00867678	0.00698536	0.00203242	0.00904733	0.018884	0.0470535	0.000982118	0.0601966	0.0482802	0.0480503	0.0565775	0.117009	0.0564949	0.0388828	0.0421383	0.032363	0.0505029	0.0411313	0.0643806	0.0344989	0.0458231	0.0368685	0.0554245	0.0552478	0.0216563	0.0619126	0.0217422	0.0494797	0.0566077	0.0508736	0.0660115	0.0581376	0.0490773	0.0554942	0.0491223	0.0434127	0.00140857	0.0875853	0.0381061	0.0344198	0.0331132	0.0621237	0.0890286	0.101533	0.028694	0.0474005	0.0875459	0.068393	0.0523101	0.0545826	0.0642317	0.0508403	0.14829	0.103552	0.0467849	0.0668657	0.065376	0.0491246	0.118099	0.081477	0.0817539	0.0328641	0.0443611	0.034043	0.00229893	0.0367506	0.039236	0.035813	0.00129949	0.0126205	0.00165015	0.013077	0.00757358	0.032063	0.0146118	0.0109788	0.0148874	0.00770673	0.00951298	0.0157916	0.0133207	0.00945994	0.0141913	0.00746949	0.0130152	0.0081629	0.0456453	0.0354312	0.0330055	0.748583	0.0121439	0.0161356	0.0103267	0.00826861	0.00857736	0.0120351	0.0022118	0.0105978	0.0132285	0.00701201	0.0158275	0.00909083	0.018355	0.0105009	0.00874349	0.00803968	0.00807999	0.0139315	0.00640867	0.0167543	0.0154739	0.0122977	0.0750281	0.0245217	0.0111601	0.0112427	0.0335728	0.0044856	0.0134515	0.0106982	0.0246707	0.0291159	0.0158651	0.0248956	0.0132467	0.018469	0.0161046	0.00659154	0.00971808	0.0598353	0.0135096	0.0221232	0.0120993	0.0103956	0.0168861	0.0116276	0.0217016	0.00993151	0.0123265	0.0205799	0.011192	0.00472427	0.00859633	0.00894674	0.00473462	0.0158294	0.00198317	0.013329	0.0498047	0.0215833	0.0312724	0.0203589	0.025699	0.0183145	0.00547039	0.014815	0.0304111	0.0085163	0.0224594	0.0184894	0.0181521	0.012123	0.0493648	0.263561	0.276686	0.0319577	0.339542	0.0388881	0.34851	0.166045	0.142063	0.343381	7.178993
