Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	bl[150]	bl[151]	bl[152]	bl[153]	bl[154]	bl[155]	bl[156]	bl[157]	bl[158]	bl[159]	bl[160]	bl[161]	bl[162]	bl[163]	bl[164]	bl[165]	bl[166]	bl[167]	bl[168]	bl[169]	bl[170]	bl[171]	bl[172]	bl[173]	bl[174]	bl[175]	bl[176]	bl[177]	bl[178]	bl[179]	bl[180]	bl[181]	bl[182]	bl[183]	bl[184]	bl[185]	bl[186]	bl[187]	bl[188]	bl[189]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
7510	-498795.3	-498772	-23.29417	0.0794487	0.0283134	0.0381029	0.0806292	0.0433642	0.050126	0.0380462	0.064788	0.0828893	0.0573451	0.0915315	0.0633097	0.0431029	0.0595855	0.0474566	0.100994	0.0200961	0.0214306	0.0671423	0.0570517	0.085179	0.0880282	0.102232	0.0103555	0.0189441	0.0150237	0.0367336	0.00977627	0.00744007	0.00165086	0.00772598	0.0167661	0.0513005	0.000716954	0.0605106	0.0482483	0.0479705	0.0523736	0.11807	0.0570447	0.0382427	0.0430616	0.0324012	0.0494738	0.0421282	0.0601782	0.0367096	0.0482219	0.0378999	0.054132	0.0551444	0.0204673	0.0655679	0.0228616	0.0490085	0.0584639	0.0499405	0.0738059	0.0561005	0.0476944	0.0609809	0.048269	0.0469392	0.00125632	0.0905055	0.0367113	0.0341691	0.0287586	0.0567359	0.08201	0.0993906	0.029138	0.0454765	0.0878942	0.0690333	0.0538713	0.0568046	0.0656905	0.054501	0.146061	0.107612	0.0471581	0.0686199	0.064681	0.0575916	0.11111	0.0809312	0.0820411	0.0302867	0.0450676	0.0349378	0.00311034	0.0377633	0.0374716	0.0338484	0.00199671	0.0118923	0.00138919	0.0222754	0.00689975	0.0333066	0.0170542	0.0106131	0.0151723	0.00769377	0.0107514	0.0149453	0.0159886	0.00913975	0.0149616	0.00693113	0.0188992	0.00689114	0.0427635	0.0336811	0.0368019	0.734381	0.0117062	0.011	0.00989896	0.00635466	0.00925682	0.0098714	0.00278438	0.0124451	0.0100966	0.00785389	0.0129384	0.0123421	0.0167528	0.0110213	0.0122149	0.00867047	0.00858101	0.0142752	0.00509228	0.01632	0.0128115	0.0122969	0.0722248	0.0215482	0.0115818	0.0106735	0.0331484	0.00474934	0.0121302	0.0118888	0.0235688	0.027803	0.0156038	0.0255431	0.0137825	0.015371	0.0156298	0.00561798	0.010445	0.0565735	0.0112922	0.0229603	0.00860895	0.0110884	0.0232226	0.0113673	0.023961	0.0110642	0.0123606	0.0194619	0.0114599	0.00717961	0.00938837	0.00831791	0.00399025	0.0137906	0.00223084	0.0141099	0.0487622	0.0208827	0.0310452	0.0185845	0.0273404	0.0183812	0.00686469	0.0153842	0.0310376	0.00819133	0.0231216	0.0184996	0.0187544	0.0137659	0.0479786	0.265495	0.273047	0.0364512	0.336945	0.0400835	0.348829	0.168353	0.141195	0.341622	7.172143
7520	-498801.3	-498778	-23.31204	0.0780698	0.0283134	0.0381029	0.0806292	0.0428665	0.0466214	0.0356586	0.064788	0.0828893	0.0573451	0.0915315	0.0644918	0.0454587	0.0595855	0.0486275	0.100994	0.0225942	0.0255692	0.0736923	0.0540793	0.0881224	0.0880282	0.103438	0.0103555	0.0190449	0.0154609	0.0368426	0.0080239	0.0060312	0.00241427	0.00748746	0.0172474	0.0500475	0.00139392	0.0622684	0.0470705	0.0479705	0.0577189	0.114097	0.0570447	0.0368609	0.0430616	0.0328294	0.0509557	0.0413896	0.0650295	0.0396192	0.0485853	0.0346938	0.054132	0.0538546	0.0234844	0.0686958	0.0205595	0.0490085	0.0576612	0.0523961	0.0694408	0.0561005	0.0476944	0.0609809	0.0462624	0.0484091	0.00111251	0.0932793	0.0383898	0.0325359	0.0302725	0.0607458	0.08201	0.103148	0.0290805	0.0447626	0.0971522	0.0665996	0.0525125	0.0582956	0.0656905	0.0521298	0.146061	0.107612	0.0471581	0.0686199	0.064681	0.0542984	0.11111	0.0791981	0.0820411	0.0300381	0.0441052	0.0360183	0.00272186	0.0351957	0.0390857	0.0375478	0.00277804	0.0100732	0.00125868	0.0163838	0.00767191	0.028956	0.0137411	0.0100888	0.0148311	0.00722743	0.0116495	0.0185732	0.0147908	0.00936252	0.0133169	0.0068505	0.0159857	0.00689114	0.0452047	0.0313851	0.035123	0.721411	0.0117062	0.0104359	0.00990947	0.00794446	0.00893198	0.0126419	0.00310318	0.0100314	0.0128395	0.0075045	0.0152141	0.0122193	0.0178591	0.0123457	0.0122149	0.00806401	0.010625	0.0171458	0.00578999	0.0191304	0.0129939	0.0100842	0.0722248	0.0220023	0.0104349	0.0150973	0.0331484	0.00552155	0.0134399	0.0107145	0.0242581	0.027803	0.0146139	0.0244429	0.0131836	0.0160995	0.016764	0.00731589	0.00965409	0.058883	0.0116336	0.0229603	0.00830044	0.00781208	0.0155594	0.0120905	0.023961	0.00944511	0.0138717	0.0186553	0.0111922	0.0043704	0.00938837	0.00913154	0.00527398	0.0123088	0.00170403	0.0135274	0.0504677	0.0208827	0.0310452	0.0193291	0.0251049	0.0226849	0.00576988	0.0157036	0.0310376	0.00884447	0.01878	0.0184996	0.0158853	0.0138885	0.050193	0.262565	0.276551	0.0288253	0.341268	0.0405978	0.348829	0.168353	0.141195	0.341622	7.173931
7530	-498818.2	-498795	-23.23332	0.0743724	0.0291231	0.0349632	0.0806292	0.0443919	0.0466214	0.0322269	0.064788	0.0877709	0.0524561	0.0932891	0.0637524	0.0460755	0.0595855	0.0485349	0.103867	0.0237084	0.0236427	0.0736923	0.0519182	0.0842548	0.0870952	0.103438	0.0103555	0.0189411	0.0134584	0.0368426	0.00932607	0.00660985	0.00171696	0.00813189	0.0193272	0.0500475	0.000843605	0.065912	0.0470705	0.0506034	0.052626	0.115971	0.0570447	0.0368609	0.0430892	0.0319683	0.0511674	0.0406809	0.0650295	0.0396192	0.0466544	0.0346938	0.0502993	0.0566586	0.0234844	0.0686958	0.0207444	0.0490085	0.0576612	0.0523961	0.0732046	0.0522184	0.0476944	0.0580071	0.0462624	0.0457629	0.00127813	0.092151	0.0349464	0.0336745	0.030856	0.0644415	0.0836618	0.0997323	0.0249352	0.0468886	0.0971522	0.0692249	0.0561802	0.0595777	0.0676229	0.0521298	0.148481	0.107612	0.0469166	0.0686199	0.0672854	0.0526675	0.108175	0.0841475	0.0820411	0.0337404	0.0421844	0.0360183	0.00322687	0.0370394	0.0390857	0.0357776	0.00161258	0.0116811	0.00136951	0.0154846	0.00570569	0.028951	0.0134456	0.0103714	0.0150145	0.00771527	0.0112613	0.0137013	0.0130983	0.00883121	0.0143199	0.0064978	0.015715	0.00683832	0.0421077	0.0329168	0.0325985	0.721411	0.0110057	0.0147365	0.00968309	0.00813623	0.00981629	0.0105905	0.00242355	0.00979514	0.013763	0.00807029	0.012556	0.0109375	0.0168609	0.0133593	0.0116388	0.00601574	0.0105542	0.0147063	0.00487361	0.0176422	0.0139054	0.010804	0.0755788	0.0240697	0.0120451	0.0142892	0.0331484	0.00563385	0.0127985	0.0109466	0.0238115	0.027803	0.0147189	0.023633	0.0166974	0.0179249	0.0150505	0.00665263	0.00967023	0.0554036	0.0108802	0.0205859	0.0109761	0.00834807	0.0229529	0.0115506	0.023961	0.00952731	0.0112967	0.0189384	0.0116377	0.00532189	0.00801863	0.00714509	0.00495899	0.0130204	0.00264946	0.0124283	0.0502478	0.0243444	0.0309986	0.0201893	0.0239788	0.0226849	0.0065843	0.016464	0.0310186	0.00776712	0.01878	0.0222282	0.0159235	0.0138954	0.0500772	0.261959	0.275913	0.0310671	0.34048	0.0405041	0.348365	0.168129	0.142339	0.341167	7.166059
7540	-498803	-498779.6	-23.39483	0.0743724	0.032271	0.0349632	0.0811633	0.0443919	0.0477468	0.0357481	0.0656754	0.0870862	0.0524561	0.0978308	0.0637524	0.048751	0.0619622	0.0485349	0.103452	0.0201722	0.0216738	0.0744582	0.0488421	0.0824694	0.0926675	0.103438	0.0087713	0.0194917	0.0162942	0.0368426	0.00932607	0.00689475	0.00215917	0.00673588	0.0191224	0.0500475	0.000935685	0.0599257	0.0466223	0.0490093	0.052626	0.120763	0.0546094	0.041045	0.0426386	0.0319683	0.053344	0.0409364	0.0601645	0.0372892	0.0472842	0.0375904	0.0582335	0.0566586	0.0238313	0.0651239	0.0207282	0.0500046	0.0576612	0.0514229	0.0732046	0.0546718	0.0473464	0.0580071	0.0474402	0.0457629	0.00112693	0.0885971	0.0349556	0.0347317	0.030856	0.0685608	0.0916029	0.102318	0.029859	0.0483164	0.0869985	0.0683244	0.0549094	0.0569884	0.0666301	0.0536611	0.148481	0.107612	0.0469166	0.0699673	0.0672854	0.0535104	0.108175	0.0790211	0.0810723	0.0319418	0.0461846	0.0360183	0.00296936	0.0370394	0.0330368	0.0379261	0.00163294	0.0116642	0.00228067	0.0140363	0.00727101	0.0339907	0.0158878	0.0103714	0.0144958	0.00556265	0.0120681	0.0145923	0.0119998	0.0103856	0.0136566	0.00796758	0.0178345	0.007917	0.0460036	0.0329168	0.03609	0.721411	0.0110057	0.0115363	0.0109911	0.00729055	0.00977417	0.010955	0.00219672	0.0120571	0.0119379	0.00901269	0.0118164	0.0130403	0.0168609	0.0120627	0.00865598	0.00781429	0.00900022	0.0101531	0.00517043	0.0146846	0.0149421	0.00819819	0.0730598	0.0225212	0.0106013	0.0105589	0.0315371	0.00695155	0.0128184	0.0114669	0.0225118	0.0300147	0.013865	0.0228116	0.0142449	0.0179249	0.0150505	0.0063452	0.0112461	0.0609301	0.0114211	0.0223187	0.0108531	0.00688569	0.021656	0.0138917	0.0236032	0.00928618	0.0119283	0.0191527	0.0104085	0.00686316	0.00845432	0.0082527	0.00495651	0.0142701	0.00195225	0.0137117	0.0478615	0.0222388	0.0285934	0.0174713	0.024742	0.0226849	0.00634098	0.016464	0.0299815	0.00661452	0.0218501	0.0213772	0.0158512	0.0146117	0.0461467	0.263043	0.277054	0.0311956	0.341889	0.0406717	0.348365	0.168129	0.142339	0.341167	7.18221
7550	-498795.2	-498771.7	-23.50283	0.0814022	0.0298493	0.0381642	0.0843368	0.0443919	0.0496166	0.0336915	0.0656754	0.0859758	0.0524561	0.0978308	0.0636611	0.047724	0.0619622	0.0450408	0.103452	0.0201722	0.0194657	0.0740327	0.0526905	0.0824694	0.0941898	0.10826	0.00860583	0.0188061	0.0123893	0.0378709	0.00844036	0.00644553	0.00194336	0.00866292	0.0191224	0.0500475	0.000946271	0.0599257	0.0466223	0.0490093	0.0534816	0.121908	0.0571951	0.0378824	0.0426386	0.034008	0.0496263	0.0431033	0.059038	0.0400529	0.047933	0.0383024	0.0568236	0.058939	0.0215228	0.0651239	0.0222752	0.05004	0.0576612	0.0514611	0.0754036	0.0546718	0.0466862	0.0580348	0.0468534	0.0457629	0.00166248	0.0867863	0.0393353	0.0355571	0.0349188	0.0626001	0.0916029	0.102318	0.0310475	0.0483164	0.0869985	0.0683244	0.0500905	0.0502742	0.0666301	0.0537141	0.148481	0.107612	0.0538712	0.0699673	0.060798	0.0535104	0.108175	0.0795727	0.0810723	0.0311983	0.0469671	0.0370973	0.00341662	0.0369106	0.0352787	0.0379261	0.00248715	0.00958066	0.00193066	0.0179284	0.00862462	0.0312692	0.0145448	0.0120377	0.0144167	0.00644606	0.0106097	0.0144809	0.0122077	0.00869651	0.0147813	0.0061791	0.0136218	0.00746788	0.0414786	0.0324205	0.03609	0.721411	0.0138857	0.00983792	0.0118797	0.00739155	0.00832616	0.0112719	0.00225158	0.00919191	0.0122679	0.00762771	0.0119877	0.00932499	0.0161958	0.0098307	0.0110584	0.0100392	0.0101472	0.0139513	0.00599454	0.0193396	0.0156146	0.012236	0.0757701	0.0225212	0.0101467	0.0111139	0.033709	0.00608747	0.0137089	0.0114669	0.0250625	0.0252721	0.0152477	0.0260795	0.0131891	0.0182209	0.0159572	0.00549615	0.00968971	0.0598997	0.0129626	0.0224104	0.0095371	0.00958314	0.0211828	0.0114483	0.0221792	0.00955147	0.0116746	0.0194741	0.0105644	0.0051957	0.00756677	0.00769199	0.00450466	0.012134	0.00319816	0.0125481	0.0478603	0.0215439	0.0314725	0.0175756	0.0255429	0.0195527	0.00613873	0.0171375	0.0344243	0.00886791	0.0213492	0.0185687	0.0158512	0.0129062	0.0461467	0.263043	0.277054	0.0311956	0.341889	0.0406717	0.348064	0.167984	0.143081	0.340872	7.19301
7560	-498803.8	-498780	-23.74385	0.0814022	0.0298493	0.0394494	0.0846345	0.0449776	0.048976	0.036822	0.0655577	0.0863839	0.0565416	0.0899087	0.0671407	0.047264	0.0627217	0.0487186	0.0955081	0.0216391	0.0194657	0.0678546	0.0530747	0.0834298	0.0855851	0.10826	0.00732031	0.0180329	0.0126614	0.0376091	0.00971578	0.00600645	0.00138757	0.00757744	0.0200797	0.0507271	0.000644591	0.0599257	0.0484785	0.0444171	0.0550703	0.118681	0.0525514	0.0378824	0.0432897	0.034008	0.0533182	0.0444918	0.059038	0.0366288	0.0464599	0.0383024	0.0561892	0.0556356	0.0231353	0.0651239	0.0222752	0.05004	0.0542517	0.0501789	0.0745007	0.0535643	0.0466862	0.0615285	0.0482503	0.0457629	0.00130978	0.0867863	0.0379465	0.0349987	0.0321005	0.0622023	0.0916029	0.102399	0.0283578	0.0483164	0.0924942	0.068187	0.0544871	0.0503609	0.0633783	0.0529643	0.143586	0.107612	0.0497892	0.0699673	0.0595691	0.0540583	0.115466	0.0795727	0.0812218	0.026709	0.0469108	0.0370973	0.0031823	0.036946	0.0380907	0.0334373	0.00236501	0.0104549	0.00195935	0.0190523	0.00872773	0.0327388	0.0145448	0.011973	0.0162055	0.00701599	0.0101805	0.0147643	0.012793	0.00964786	0.0131984	0.0064993	0.0136218	0.00746788	0.0426303	0.0385939	0.03609	0.775263	0.0119875	0.00985228	0.010443	0.00684629	0.00832616	0.0119363	0.00337014	0.0114706	0.0144559	0.00997825	0.0120481	0.0104797	0.0180326	0.0117502	0.0145707	0.00784681	0.00983599	0.0139513	0.00482643	0.0139416	0.0139962	0.0131498	0.0706841	0.0205342	0.0126039	0.0170106	0.033709	0.00538555	0.0135656	0.0095729	0.0227143	0.0254771	0.0158613	0.0230787	0.0128392	0.0179535	0.0163695	0.00528352	0.00957084	0.0598997	0.0129626	0.0231542	0.0100449	0.00820517	0.0206528	0.0103911	0.0218037	0.0110595	0.0112699	0.0214908	0.0105644	0.0046954	0.00934996	0.0068213	0.00501666	0.0140371	0.00215386	0.0136854	0.0478603	0.0219069	0.030687	0.0195436	0.0222465	0.0195527	0.00704476	0.0177559	0.0255393	0.0105311	0.0188959	0.0185687	0.0175335	0.0133885	0.0462372	0.263559	0.275636	0.0312568	0.34256	0.0407515	0.348064	0.167984	0.143081	0.340872	7.217111
7570	-498808.4	-498784.8	-23.60575	0.0814022	0.0339754	0.03631	0.0817221	0.0449776	0.0469086	0.0342884	0.0655577	0.0813702	0.0501866	0.0899087	0.0652253	0.0476411	0.0627217	0.0456417	0.102088	0.0225713	0.0179776	0.070304	0.0502872	0.0834298	0.0855851	0.10826	0.00864037	0.0205635	0.0136684	0.0344789	0.0108447	0.00562056	0.00180329	0.00769468	0.0164994	0.0476678	0.000704958	0.0597785	0.0476406	0.0460754	0.0530939	0.118681	0.0555995	0.037399	0.041763	0.034008	0.0499279	0.0444918	0.0598788	0.0400638	0.0491345	0.0383024	0.0512259	0.0518823	0.0249592	0.0651239	0.0214427	0.05004	0.0542517	0.0514423	0.0745007	0.0540711	0.0487579	0.0613782	0.0482503	0.0428508	0.000904193	0.0876448	0.0379465	0.0369256	0.030356	0.0641218	0.0916029	0.105488	0.0283578	0.0509059	0.0924942	0.0658415	0.0547425	0.0488393	0.0664924	0.053672	0.143586	0.107174	0.0482949	0.0699673	0.0615237	0.0562842	0.115466	0.0838712	0.0818541	0.0299377	0.0429197	0.0370973	0.00241384	0.0374966	0.0344614	0.0362846	0.00159554	0.0128109	0.00140436	0.016081	0.00807126	0.029504	0.0117383	0.0104317	0.0112089	0.00776574	0.0119695	0.0165413	0.0141994	0.00938416	0.0143126	0.00719941	0.0170444	0.00716595	0.0479299	0.0363032	0.0362604	0.778573	0.0121833	0.0107441	0.010443	0.00860042	0.00788303	0.0111655	0.00303914	0.0120158	0.017082	0.00809064	0.0144717	0.0120643	0.0182321	0.0106703	0.0129262	0.00863793	0.0078639	0.0165715	0.00520885	0.0160465	0.0133852	0.011336	0.0758589	0.026567	0.0104434	0.0130931	0.0320728	0.00565076	0.0125809	0.0140958	0.0256495	0.0262848	0.0156744	0.0220635	0.0122345	0.014778	0.0163695	0.00528637	0.00704287	0.0644449	0.0112154	0.0203395	0.0104512	0.0101574	0.0143072	0.0106286	0.0226002	0.0103033	0.0089122	0.0184686	0.00825064	0.00647865	0.00961229	0.00802147	0.00446182	0.0138729	0.00260461	0.0128082	0.045164	0.0242085	0.0297654	0.0200051	0.018858	0.0201005	0.00740736	0.0151616	0.0268852	0.00728725	0.0221075	0.0188264	0.0175335	0.01264	0.0485708	0.263044	0.275098	0.0311957	0.34189	0.0402014	0.348474	0.167002	0.14325	0.341274	7.203301
7580	-498796.4	-498773.5	-22.94933	0.0840681	0.0292529	0.0387915	0.0805689	0.0414288	0.0457673	0.034823	0.0655577	0.0801836	0.0509688	0.0899087	0.0659444	0.0486412	0.0597286	0.0497491	0.102088	0.0189452	0.0218312	0.0711009	0.0526038	0.0834298	0.0916238	0.108647	0.00874473	0.0205635	0.0153249	0.036856	0.0103216	0.0054841	0.00209452	0.00632998	0.0171778	0.0476678	0.000879984	0.0597785	0.0464956	0.0463237	0.0546415	0.118681	0.0586403	0.0378999	0.0430339	0.0345788	0.0499279	0.0466258	0.0612773	0.0369186	0.0491345	0.0388921	0.0500257	0.0545306	0.0213685	0.0632919	0.0210432	0.05004	0.0579082	0.0519206	0.0707833	0.0573128	0.0465837	0.0581268	0.0489134	0.0428508	0.00118908	0.0890686	0.0384417	0.0369256	0.0310552	0.0648741	0.0869686	0.105488	0.0304547	0.0476016	0.088186	0.0666528	0.0547425	0.0488393	0.0626655	0.0565902	0.143586	0.107174	0.0466062	0.0729332	0.0615237	0.0600272	0.115466	0.0828267	0.0831263	0.0296887	0.0458392	0.0370973	0.00356012	0.0357793	0.0346075	0.037042	0.00268822	0.0113547	0.00180341	0.016081	0.00834486	0.0333113	0.0131977	0.0114669	0.0124784	0.008012	0.0110508	0.0133914	0.014223	0.00955829	0.0145108	0.00671971	0.0119845	0.00596381	0.0430032	0.0367072	0.0353476	0.695753	0.0104454	0.0103396	0.0109525	0.00780195	0.00928354	0.0113986	0.00295126	0.0114895	0.0142968	0.00772264	0.015561	0.013021	0.0170586	0.0114783	0.0128856	0.00701486	0.00989741	0.0170418	0.00520885	0.0160829	0.0156709	0.0120134	0.0732341	0.0202907	0.0098239	0.0117185	0.0377614	0.00455515	0.0113023	0.0111543	0.0220675	0.0294749	0.0172485	0.0208656	0.012355	0.0147255	0.0163695	0.00459198	0.00909327	0.0614098	0.011788	0.024237	0.0113288	0.00726479	0.0167928	0.0110889	0.0217759	0.012093	0.0132508	0.0163727	0.0110941	0.0063819	0.0092877	0.00572505	0.00542246	0.0137194	0.00231814	0.0150419	0.047978	0.0222316	0.0297654	0.0200051	0.0213775	0.0187276	0.00655318	0.0170421	0.0290688	0.00783074	0.022869	0.0199055	0.0175335	0.0159055	0.0487271	0.26389	0.275983	0.0312961	0.339193	0.0409103	0.34886	0.167484	0.142004	0.341652	7.13766
7590	-498804.9	-498781.1	-23.72389	0.0840681	0.0304775	0.0387915	0.0857974	0.0414288	0.0458254	0.0357892	0.0655577	0.0869033	0.0546651	0.0899087	0.0680075	0.0490013	0.0597286	0.0484618	0.102088	0.0228344	0.0209553	0.0711009	0.0526038	0.0845245	0.0886561	0.108647	0.00810069	0.0198623	0.012093	0.0379738	0.0110058	0.00524904	0.00240394	0.00830907	0.0157464	0.0476678	0.00144981	0.0645417	0.0464956	0.0463237	0.0546415	0.117027	0.0586403	0.0378999	0.0430339	0.0355318	0.0499279	0.0426902	0.0657314	0.0407153	0.0478239	0.0376226	0.0594929	0.0543156	0.0240845	0.0632919	0.0191736	0.0481538	0.0572051	0.0495342	0.0705639	0.0573128	0.0452786	0.0590554	0.048441	0.0434061	0.000725848	0.0890931	0.0367056	0.0369845	0.0310552	0.0606002	0.0863643	0.105488	0.0286533	0.0476016	0.0908095	0.0670794	0.0547425	0.0482583	0.0635397	0.0533947	0.137041	0.107174	0.0459326	0.065882	0.064866	0.0600272	0.115466	0.083218	0.0831263	0.0305698	0.0458392	0.0370973	0.00268361	0.0374354	0.0389086	0.0375409	0.00197032	0.00961564	0.00138466	0.0145808	0.00721308	0.0322893	0.0127748	0.0111731	0.0133846	0.00786976	0.00978529	0.0155635	0.0142598	0.00866434	0.0135662	0.00730526	0.0153927	0.00693881	0.047918	0.031428	0.0353476	0.754577	0.0103967	0.0129524	0.0105592	0.00740956	0.00809603	0.0122274	0.00302809	0.0105415	0.0190616	0.00821562	0.0132724	0.0118706	0.0156418	0.0118208	0.0141284	0.00669748	0.00734324	0.0170418	0.00431601	0.0184515	0.0156709	0.0106124	0.0775961	0.0202907	0.0118173	0.0117185	0.0335875	0.0063212	0.0126768	0.0132422	0.0220675	0.0287189	0.0152652	0.0254915	0.0137379	0.0150128	0.0192499	0.00542847	0.012684	0.0587281	0.00990405	0.02183	0.010368	0.00673945	0.0174089	0.00998054	0.0237185	0.0104843	0.0109006	0.0184311	0.00970266	0.00392979	0.00805084	0.00681371	0.00595232	0.0121982	0.00293228	0.0150419	0.0470491	0.0218857	0.0300438	0.0220726	0.0166952	0.0243655	0.00709568	0.0170421	0.027782	0.0106183	0.0224263	0.0199055	0.015309	0.0149011	0.0470397	0.264358	0.276473	0.0313517	0.339795	0.0409828	0.34886	0.167484	0.142004	0.341652	7.215116
7600	-498798.8	-498775.2	-23.5244	0.0840681	0.030794	0.0375205	0.0823473	0.0402479	0.045717	0.0357892	0.0655577	0.0835641	0.0531959	0.0961752	0.0678002	0.0490013	0.0597286	0.0503327	0.106671	0.0220279	0.0210803	0.0711009	0.0568341	0.0823697	0.0886561	0.107124	0.0105392	0.0204336	0.013685	0.0379738	0.00995047	0.00642857	0.00211164	0.00808599	0.019262	0.0514773	0.000775515	0.0645417	0.0464956	0.0463237	0.0546415	0.117027	0.0556288	0.0377127	0.041834	0.0307435	0.0556695	0.0450799	0.0657314	0.042321	0.046856	0.0372912	0.0544648	0.0555622	0.0218869	0.0634265	0.0215925	0.0481538	0.0588253	0.055684	0.0705639	0.0573128	0.0464643	0.0590554	0.0459763	0.0459523	0.00107605	0.0907647	0.0378828	0.0369845	0.0312918	0.0606002	0.0831191	0.105488	0.029744	0.0451606	0.0908095	0.07075	0.0550275	0.0482583	0.0601384	0.0533947	0.137041	0.108797	0.0474291	0.0681809	0.064866	0.0551859	0.117817	0.0787583	0.0824155	0.0301313	0.0451742	0.0370973	0.00201146	0.0374354	0.036837	0.0392977	0.00160557	0.0128342	0.00143796	0.0171582	0.00780798	0.0300112	0.0151066	0.0105283	0.0123544	0.00651725	0.00943417	0.016792	0.0123525	0.0093808	0.014748	0.00770534	0.0155045	0.00845991	0.0449322	0.0313124	0.0324098	0.744496	0.0103967	0.00865696	0.012086	0.00852281	0.0096419	0.00990094	0.0024681	0.0123679	0.0190959	0.00778243	0.0132724	0.00806089	0.0180628	0.0105395	0.00930782	0.00803864	0.0071697	0.0185412	0.00496404	0.0184515	0.0139868	0.00876194	0.0680057	0.0190158	0.0127859	0.0130549	0.0320764	0.00567975	0.0104406	0.0125457	0.0235672	0.0263519	0.0142827	0.0243757	0.0134315	0.0192126	0.0165314	0.00510744	0.0084517	0.0595666	0.0122141	0.0246536	0.0123528	0.00751747	0.0135408	0.0122054	0.0212055	0.0104385	0.0109006	0.0210485	0.00939583	0.00582439	0.00769808	0.00779057	0.00515352	0.0135503	0.00273484	0.0121465	0.0470491	0.0218857	0.0282968	0.0220726	0.0179784	0.0201391	0.00608439	0.0163865	0.0340387	0.00879269	0.0224263	0.0199055	0.0171792	0.0149011	0.0473785	0.264264	0.276374	0.0313405	0.339674	0.0409683	0.34886	0.167484	0.142004	0.341652	7.195167
