Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
5820	-420854.5	-420847.1	-7.470331	0.0303546	0.0403998	0.0679652	0.0339094	0.0643553	0.0766827	0.0537447	0.0879962	0.0671479	0.0490578	0.0458136	0.10123	0.0313247	0.0690294	0.0550922	0.0829221	0.0979993	0.00905766	0.0201292	0.0147851	0.0402358	0.00979551	0.00582308	0.00747711	0.0502932	0.00139107	0.0466756	0.0498263	0.0557605	0.048608	0.0372007	0.0666571	0.0371212	0.0480698	0.0368522	0.0588014	0.0516586	0.0684622	0.0399734	0.0492242	0.080046	0.0720771	0.0827887	0.0450386	0.0601491	0.0511202	0.045163	0.00130721	0.0400557	0.0368752	0.0301442	0.101749	0.0333789	0.0477129	0.0680157	0.0542203	0.0517581	0.0619781	0.0587136	0.145013	0.0515665	0.0714671	0.0525919	0.127487	0.0821209	0.0393671	0.0450829	0.002094	0.0371933	0.0367046	0.00195527	0.0697827	0.071815	0.092018	0.0930658	0.127962	0.0195586	0.00579306	0.0328765	0.0165752	0.010774	0.00676173	0.00732695	0.0360862	0.0116831	0.0218324	0.0620408	0.0186319	0.0203937	0.00419467	0.0106619	0.0124316	0.0137169	0.0124461	0.0171963	0.0101256	0.0139268	0.0219709	0.0192074	0.0290417	0.00813588	0.0120585	0.0395842	0.00737629	0.00796924	0.0306591	0.0154406	0.0134887	0.0212293	0.00677732	0.00799729	0.0100907	0.0179471	0.00676044	0.0106008	0.0228759	0.00630899	0.00949409	0.0107684	0.0130104	0.0193404	0.0208567	0.0262589	0.0326861	0.00190442	0.647731	0.00859016	0.0182951	0.0161615	0.0117376	0.0193958	0.011205	0.0453657	0.00781536	0.00890922	0.0122818	0.0112065	0.0141447	0.0460675	0.0732884	0.0149095	0.0160247	0.0156325	0.0119874	0.0121037	0.655682	0.0226925	0.00389327	7.04869e-05	0.0511682	0.258618	0.2619	0.0438993	0.341941	0.0424735	0.36386	0.153054	0.128515	0.354571	6.598547
5830	-420873.2	-420865.4	-7.829262	0.0303546	0.0392066	0.0694688	0.0337835	0.0643553	0.0766827	0.0537447	0.0879962	0.0697177	0.0476549	0.0456763	0.10123	0.0324506	0.0652673	0.0504593	0.0928166	0.0881873	0.00910091	0.0189362	0.01503	0.0383256	0.00936381	0.00666042	0.00729669	0.0502932	0.000989193	0.0466756	0.0498263	0.0528798	0.050975	0.0384119	0.066775	0.0426532	0.0454652	0.0368522	0.0588014	0.0493798	0.0684622	0.0396309	0.0492242	0.080046	0.0738487	0.0810547	0.0515462	0.0610301	0.0509242	0.0503665	0.000841665	0.0407974	0.0338254	0.0301442	0.0991749	0.0296918	0.04849	0.0680157	0.0536468	0.0517581	0.0619781	0.0563098	0.145013	0.0487281	0.0729936	0.0557364	0.127487	0.0821209	0.0393671	0.0450829	0.00343534	0.037336	0.0367046	0.00184903	0.0697827	0.0721365	0.0831125	0.0917183	0.127962	0.0205104	0.00855843	0.0320885	0.0157728	0.0109272	0.00749191	0.00957373	0.0330844	0.0120033	0.0249127	0.0677927	0.0148213	0.0177292	0.00337831	0.0126625	0.011827	0.0155387	0.0144028	0.0171262	0.00807243	0.0139268	0.0245024	0.0195953	0.0279555	0.0117415	0.0101205	0.037673	0.00738137	0.00686814	0.0316642	0.0141473	0.0111154	0.0290985	0.0074567	0.0101693	0.00895525	0.0179231	0.00909559	0.0122402	0.0228759	0.00798373	0.0104168	0.00748931	0.00974667	0.0213816	0.0204926	0.0297199	0.030718	0.00185637	0.672026	0.00718269	0.0171031	0.0157108	0.0112405	0.0215663	0.012398	0.0453657	0.00650431	0.0100441	0.0120131	0.0113186	0.0141401	0.0460675	0.0649695	0.0174655	0.0191252	0.00831076	0.0101445	0.0124624	0.673571	0.0227842	0.00516115	6.26384e-05	0.0511682	0.258618	0.2619	0.0438993	0.341941	0.0424735	0.36386	0.153054	0.128515	0.354571	6.634441
5840	-420881.1	-420873.3	-7.833477	0.0319244	0.0400492	0.0661317	0.0330797	0.0625364	0.0766827	0.0534189	0.0876896	0.0655685	0.0491594	0.0447045	0.105219	0.0342473	0.0708475	0.0564679	0.0795235	0.0881873	0.00815621	0.0228825	0.0160324	0.0383256	0.00933028	0.0079187	0.00850044	0.0551762	0.000838201	0.0481071	0.050602	0.0531873	0.0496828	0.0339133	0.066775	0.0380525	0.0471706	0.0391179	0.0588014	0.0557831	0.0704577	0.0396309	0.051293	0.080046	0.0697806	0.0798705	0.0498711	0.0570249	0.0476879	0.0491748	0.000554633	0.0414384	0.0329897	0.0344231	0.0956395	0.0302607	0.0468839	0.0680157	0.0564745	0.056271	0.0619781	0.0563098	0.145013	0.0487281	0.0749987	0.0557239	0.120895	0.0821209	0.0393671	0.0450829	0.00371262	0.0372567	0.0367046	0.00236633	0.0688096	0.0714522	0.0876459	0.093682	0.127962	0.0212646	0.00669589	0.0341164	0.0157728	0.0107274	0.00496281	0.0086506	0.0299902	0.0105606	0.0241273	0.0675961	0.0179239	0.0232187	0.00275798	0.0125285	0.0111431	0.0132096	0.0146023	0.0168944	0.00774666	0.0139268	0.022652	0.0162185	0.0279555	0.00667567	0.00956311	0.0388142	0.00766904	0.00697855	0.0314117	0.0156989	0.0143487	0.0220116	0.00542251	0.00829288	0.00966303	0.0182966	0.00884422	0.0107873	0.0217768	0.00516694	0.00971695	0.00748931	0.0124762	0.0181369	0.0223375	0.0297199	0.0337107	0.00240867	0.672026	0.00770511	0.0129871	0.0156934	0.0124849	0.0183606	0.012398	0.0474566	0.00783368	0.0114044	0.011054	0.0113186	0.0122456	0.0466648	0.0731406	0.0163045	0.0169256	0.0173391	0.0104091	0.0137007	0.673571	0.0237925	0.00559181	0.000403764	0.0511682	0.258618	0.2619	0.0438993	0.341941	0.0424735	0.36386	0.153054	0.128515	0.354571	6.634862
5850	-420866.5	-420858.8	-7.705963	0.0319244	0.0408194	0.0711158	0.0345283	0.0623896	0.0742934	0.0519737	0.0925949	0.0655685	0.0473985	0.0449591	0.105219	0.0331544	0.0703371	0.0567999	0.0834281	0.0878853	0.0100398	0.0223272	0.0140655	0.0384072	0.0079457	0.00704361	0.0093624	0.0494346	0.000740871	0.0484437	0.0443367	0.0545244	0.0508053	0.0373748	0.066775	0.0374324	0.0469552	0.0344731	0.0528335	0.0521689	0.0632428	0.0396309	0.0525471	0.0774618	0.0697806	0.0757561	0.0498711	0.0570249	0.0521363	0.0464848	0.000725652	0.0346592	0.0376063	0.0344231	0.100851	0.029623	0.0468839	0.0680157	0.0531218	0.0532072	0.0619781	0.0563098	0.148963	0.0493935	0.0749987	0.0557239	0.120895	0.0825871	0.0393671	0.0450829	0.00221201	0.0372389	0.0371286	0.00236296	0.0688096	0.0749514	0.0913974	0.0900736	0.127737	0.0206893	0.00571682	0.0299073	0.0174133	0.0130388	0.0045527	0.00836765	0.0306349	0.0117255	0.0241273	0.0677915	0.0142373	0.0214685	0.00366844	0.011802	0.0135081	0.0132096	0.0113654	0.0146133	0.00967234	0.0147835	0.022652	0.0210594	0.0300788	0.00750846	0.0108567	0.0393433	0.00843814	0.00592108	0.0314117	0.0159397	0.0122289	0.0179	0.00541562	0.00867532	0.00909016	0.0188935	0.00973977	0.0123014	0.0217768	0.00768976	0.00961342	0.0108339	0.0135612	0.0195862	0.0223375	0.028986	0.0324946	0.00286023	0.672026	0.00694507	0.018079	0.0151288	0.0124849	0.0192972	0.0115752	0.0476803	0.00928529	0.00905549	0.0130828	0.00884216	0.0137077	0.0466648	0.0743324	0.0165841	0.0178302	0.0177927	0.00968689	0.0114696	0.673571	0.0229435	0.004144	0.000269535	0.0511777	0.258666	0.261949	0.0439075	0.341819	0.0424813	0.36386	0.153054	0.128515	0.354571	6.622111
5860	-420866.3	-420858.7	-7.575603	0.0325674	0.0378761	0.0713898	0.0382875	0.065839	0.0742934	0.0560059	0.0902265	0.0631528	0.0493311	0.0461749	0.104636	0.0314111	0.068532	0.0520422	0.087724	0.0966532	0.00912685	0.0223272	0.0140655	0.039834	0.00799984	0.00704361	0.00775166	0.0494346	0.00121598	0.0484437	0.0479166	0.0545244	0.0499198	0.035621	0.0671098	0.0406812	0.050152	0.0355215	0.0580158	0.0521689	0.0632428	0.038478	0.0525471	0.0774618	0.0705048	0.0757561	0.0498714	0.0588179	0.0521363	0.0464848	0.00100716	0.034983	0.0356882	0.0351587	0.103269	0.029623	0.0468839	0.0680157	0.052915	0.0535074	0.0657174	0.0568944	0.147251	0.0511093	0.0749987	0.0555473	0.133527	0.0857835	0.0376187	0.0450829	0.00305935	0.0373706	0.0341488	0.00232873	0.0710556	0.0687421	0.0913974	0.0900736	0.127737	0.02276	0.00656244	0.0331861	0.0176062	0.0101216	0.00626037	0.0064648	0.0306913	0.01133	0.0261139	0.0634606	0.0171207	0.0213946	0.00381896	0.011802	0.0123727	0.0134006	0.0126155	0.0155154	0.00784173	0.0147918	0.0258293	0.0161304	0.0282163	0.00861809	0.0103432	0.0372603	0.00877262	0.00955196	0.0308605	0.0140157	0.0123071	0.0266339	0.00742311	0.00788371	0.00857889	0.0195917	0.00937001	0.0139252	0.0217768	0.00688872	0.010077	0.00854313	0.0124613	0.0195862	0.0223375	0.0263885	0.0324946	0.00222884	0.623311	0.00566243	0.0157611	0.0159202	0.0123539	0.0201331	0.0117325	0.0487875	0.00844459	0.00968425	0.0159948	0.0114978	0.0109376	0.0448019	0.0743324	0.0151966	0.017098	0.0101069	0.0107486	0.0102496	0.673571	0.0229435	0.00509386	0.000573079	0.0510383	0.260685	0.261235	0.0437879	0.340888	0.0423656	0.36386	0.153054	0.128515	0.354571	6.609075
5870	-420866	-420858.9	-7.072443	0.0325674	0.0378761	0.0713898	0.0347461	0.0631638	0.0742934	0.0515552	0.0900704	0.0631528	0.0493311	0.0461749	0.103575	0.0341024	0.0673603	0.0520422	0.0826809	0.0966532	0.0115439	0.0195024	0.0145717	0.0384474	0.00943974	0.00681094	0.00721203	0.0494346	0.00131236	0.0484437	0.0479166	0.0616596	0.0523029	0.035659	0.0682784	0.03703	0.0444189	0.0355215	0.0529764	0.0503802	0.0661413	0.038478	0.0511223	0.0801534	0.0732375	0.0798211	0.0498714	0.0609786	0.0521363	0.0439236	0.00133189	0.0414032	0.0366154	0.0351587	0.098263	0.028362	0.0468839	0.0680157	0.0557231	0.0535074	0.0628019	0.0602135	0.13789	0.0471418	0.0707015	0.0555473	0.126907	0.0769625	0.0376187	0.0467316	0.00346003	0.0371009	0.035235	0.00301104	0.0710556	0.0761113	0.0846386	0.0926281	0.125675	0.0198498	0.00622099	0.0331861	0.0156247	0.0105992	0.00627558	0.00778113	0.0329731	0.0115484	0.0228559	0.0599724	0.0150071	0.0193109	0.00369279	0.0129026	0.0122391	0.0150359	0.0122813	0.0140343	0.00738279	0.0147918	0.0247531	0.017989	0.0282163	0.0083951	0.0123385	0.0390762	0.00792596	0.0081006	0.0279988	0.0148779	0.0122653	0.0274861	0.00753457	0.0101996	0.00954899	0.0190894	0.00757909	0.010228	0.0242841	0.00984577	0.00887558	0.0084123	0.0114023	0.0188823	0.0223375	0.0259092	0.0340597	0.00205428	0.623311	0.00708612	0.0154986	0.0163634	0.0125573	0.021823	0.0105229	0.045685	0.00991282	0.01002	0.0141017	0.0119375	0.0123481	0.0460579	0.0668472	0.0170117	0.0165127	0.00957166	0.0100432	0.0118209	0.673571	0.0236674	0.00236053	0.000739362	0.0507341	0.260768	0.261319	0.0438019	0.340997	0.0423792	0.364116	0.153162	0.127901	0.354821	6.558759
5880	-420862.9	-420855.5	-7.447861	0.0328355	0.0381872	0.0686236	0.0330126	0.0577407	0.0742934	0.0543839	0.0900704	0.0657241	0.0493311	0.0461749	0.0991324	0.0338778	0.0703652	0.0524723	0.0836503	0.0946771	0.00840343	0.0189429	0.0149919	0.0384474	0.00943974	0.00677826	0.00762279	0.0489024	0.000640122	0.0469982	0.0468179	0.0515767	0.0523029	0.0364536	0.0653911	0.0409903	0.0444189	0.0348387	0.0529764	0.0527925	0.0642553	0.035727	0.0511223	0.0801534	0.0695488	0.0798211	0.0511318	0.0621459	0.0526096	0.0432002	0.00108123	0.0414032	0.0366154	0.0305207	0.0977107	0.0306873	0.0496153	0.0680157	0.0578076	0.0505018	0.0628019	0.0584234	0.147232	0.0471418	0.0769823	0.0555473	0.126907	0.0845538	0.0363687	0.0467316	0.00247448	0.0380708	0.0363391	0.0017681	0.0722378	0.0714754	0.0846386	0.0882967	0.123963	0.0201559	0.00575383	0.0324889	0.0146788	0.0126035	0.00401864	0.008263	0.0354237	0.0110298	0.024313	0.0675297	0.0148263	0.0187642	0.00357732	0.0139572	0.0121768	0.0146945	0.0129732	0.0139413	0.00853127	0.0140031	0.0247531	0.017989	0.0288962	0.00895579	0.0104401	0.0390762	0.00756118	0.00631981	0.0329792	0.0144657	0.0122614	0.0227885	0.00666073	0.00772837	0.00918866	0.019736	0.00771458	0.0133346	0.0215678	0.00608683	0.00940729	0.0106803	0.0130515	0.0199027	0.0245374	0.0255926	0.0305261	0.00225721	0.657364	0.0101013	0.0175051	0.0163634	0.0125611	0.0190538	0.0114807	0.045685	0.00716836	0.00940933	0.0104244	0.00933468	0.0112627	0.0457879	0.0723899	0.0179138	0.0165127	0.012186	0.0111292	0.0127537	0.681072	0.0223288	0.00816476	0.000278075	0.0507349	0.260772	0.261323	0.0438026	0.341002	0.0423657	0.364116	0.153162	0.127901	0.354821	6.5963
5890	-420881.6	-420874	-7.6122	0.0328355	0.0381872	0.0725561	0.0382841	0.0594389	0.081454	0.0545932	0.0941704	0.0657241	0.0493311	0.0461749	0.10492	0.0338778	0.0678521	0.0524723	0.0836503	0.0946771	0.00999086	0.0177618	0.0149919	0.0370772	0.00958086	0.00728321	0.00691245	0.0467108	0.000861951	0.0473497	0.0468179	0.0515767	0.0470023	0.0350153	0.0653911	0.0367679	0.0493346	0.041812	0.0529764	0.0527925	0.0637566	0.035727	0.0496984	0.0793679	0.0697942	0.0802091	0.0489065	0.0630935	0.0518622	0.0451793	0.00112082	0.0357825	0.0350773	0.0317889	0.0977107	0.0285209	0.0509795	0.0683813	0.0578076	0.0505018	0.0576982	0.0615129	0.147232	0.0478098	0.0769823	0.0556869	0.126907	0.0789901	0.0409539	0.0467316	0.00334375	0.0391505	0.036645	0.00250404	0.0722378	0.0671973	0.0870921	0.0946334	0.123963	0.0201559	0.00587121	0.032282	0.0152571	0.0122386	0.00669375	0.0075361	0.0345843	0.0109857	0.0252217	0.0676089	0.0160831	0.021977	0.00310224	0.0140807	0.0140357	0.0129991	0.0112712	0.0139413	0.00853127	0.0121115	0.0253596	0.017156	0.028863	0.00804858	0.0101573	0.0390762	0.00660944	0.00831502	0.0347716	0.015386	0.0110205	0.0224467	0.00748001	0.0080136	0.0111777	0.0172965	0.0086238	0.0130027	0.0215678	0.00970943	0.00780611	0.0115118	0.0122586	0.0224643	0.0222107	0.0262461	0.0338428	0.00249938	0.657364	0.00805363	0.0159616	0.0125304	0.0105242	0.0190538	0.0138707	0.0431448	0.00961643	0.0084643	0.0125239	0.0133108	0.0114922	0.0452362	0.0697279	0.0155819	0.0179219	0.00942586	0.0128069	0.0111022	0.681072	0.0190978	0.004408	0.000208621	0.0511971	0.254036	0.263704	0.0442017	0.344109	0.0427517	0.363288	0.155089	0.12761	0.354014	6.612734
5900	-420879.9	-420872.3	-7.632494	0.0328355	0.0381872	0.069599	0.0382841	0.0594389	0.074739	0.0562278	0.0903066	0.0681819	0.0474398	0.0453643	0.10492	0.0333612	0.071323	0.0564946	0.0892934	0.0946771	0.00864925	0.0187641	0.0142193	0.0382736	0.00962615	0.00589089	0.00550136	0.0552613	0.000849015	0.046337	0.0467645	0.0515767	0.0529738	0.0387926	0.064897	0.037607	0.0454607	0.0383957	0.0553078	0.0519254	0.0637566	0.0381101	0.0496984	0.079477	0.0697942	0.0792307	0.0524269	0.0565883	0.0490285	0.0426504	0.00140456	0.0357825	0.0351671	0.0337469	0.0977107	0.0285209	0.0493948	0.0661492	0.0606407	0.0478378	0.0604081	0.0571683	0.147232	0.0478098	0.0741078	0.0536965	0.125312	0.0872741	0.0390136	0.0422909	0.00289106	0.0409497	0.0358248	0.00139718	0.0706712	0.0693753	0.0870921	0.0946334	0.127151	0.0209219	0.00714111	0.0280869	0.0158721	0.00993069	0.00543908	0.00726391	0.0345843	0.0113273	0.0209986	0.0694699	0.014312	0.0221677	0.00415043	0.0133135	0.0109753	0.0146186	0.00982479	0.0175687	0.0088341	0.0150411	0.0245851	0.0166229	0.030113	0.00962799	0.0117002	0.0395267	0.00743332	0.0081145	0.0347716	0.0156889	0.0118948	0.0235179	0.00874022	0.0105543	0.00951889	0.0172965	0.00996491	0.0104826	0.021731	0.00634351	0.0105413	0.00869219	0.0120924	0.0195262	0.0224027	0.028828	0.0338107	0.00274766	0.657364	0.00817993	0.0145584	0.0157046	0.0112779	0.0206804	0.0145752	0.0429819	0.00732862	0.00839321	0.0115669	0.011091	0.0120131	0.048165	0.0697279	0.0167758	0.0151833	0.0116812	0.0100579	0.0127003	0.681072	0.0184914	0.00725368	6.68675e-05	0.0511971	0.254036	0.263704	0.0442017	0.344109	0.0427517	0.363288	0.155089	0.12761	0.354014	6.614764
5910	-420864.3	-420856.7	-7.596724	0.0336793	0.0381872	0.0698993	0.0366849	0.0596484	0.074739	0.0556181	0.0903066	0.0654447	0.0474398	0.0453643	0.101133	0.0321851	0.0704349	0.0507052	0.0882366	0.0921775	0.00904606	0.0187641	0.0147857	0.0382789	0.00862069	0.0059637	0.00764153	0.0463587	0.000787683	0.046337	0.0450411	0.0564477	0.0457162	0.0387926	0.0670362	0.0355447	0.0454607	0.033175	0.0559168	0.0528053	0.0673784	0.0372405	0.0508408	0.080553	0.0728074	0.0857093	0.0464407	0.0647736	0.051917	0.0436441	0.000674975	0.0406146	0.0369841	0.0325603	0.103776	0.0285209	0.0493948	0.0692942	0.0558889	0.052459	0.0619615	0.0575326	0.140889	0.0464051	0.0726796	0.0505337	0.125312	0.0787896	0.0402538	0.0431958	0.00310324	0.0376621	0.0378909	0.00211423	0.0709155	0.0713393	0.0870921	0.0946334	0.127151	0.0209219	0.00714111	0.0331349	0.0162485	0.0109116	0.00535049	0.00738653	0.0341557	0.0109094	0.0250686	0.0681124	0.0155407	0.0208539	0.00367005	0.0119013	0.0126727	0.0154146	0.0123922	0.016127	0.00842823	0.0139177	0.0233955	0.0191238	0.0304149	0.0104879	0.0131072	0.0400705	0.00763331	0.00737673	0.0270245	0.0156889	0.0118384	0.0226507	0.00605103	0.00909377	0.0113509	0.0153969	0.0095403	0.0144528	0.0235546	0.00754494	0.0100229	0.00945799	0.011331	0.0215021	0.0225074	0.0272862	0.0331042	0.00198709	0.657364	0.0101936	0.0144905	0.0181406	0.00844505	0.0206804	0.0139736	0.042107	0.00933224	0.00933873	0.0139656	0.00943199	0.0117368	0.0431062	0.0702172	0.0159216	0.0176806	0.0126775	0.0128676	0.0127003	0.681072	0.0217998	0.00526679	9.1094e-05	0.0511971	0.254036	0.263704	0.0442017	0.344109	0.0427517	0.364688	0.151833	0.128101	0.355378	6.611187
5920	-420872.8	-420865.2	-7.677969	0.0336793	0.0365518	0.0676907	0.0372251	0.0650989	0.074739	0.0556181	0.0890049	0.0657012	0.0474398	0.046799	0.101133	0.0328309	0.0747381	0.0507052	0.0882366	0.0979993	0.00976254	0.018795	0.0147173	0.0384482	0.00797489	0.00664397	0.0091635	0.0503081	0.000480597	0.046337	0.0457831	0.0560442	0.0502869	0.0387926	0.0644354	0.0355447	0.050198	0.0362406	0.0572715	0.0528053	0.0673784	0.0410747	0.0508408	0.080553	0.0728074	0.0752507	0.0451597	0.0587822	0.0498475	0.0472798	0.00103344	0.0406146	0.0367112	0.0325603	0.103776	0.0285209	0.0444607	0.0692942	0.050552	0.052459	0.0651532	0.0573285	0.144467	0.0479589	0.0747666	0.0496467	0.126826	0.0793179	0.0399273	0.0431958	0.00320661	0.0352682	0.0368458	0.00205051	0.0708372	0.0713393	0.0870921	0.0946334	0.127151	0.0200072	0.00786025	0.0300974	0.0175146	0.011945	0.00399841	0.00655806	0.0344114	0.012821	0.0237425	0.0709491	0.0155407	0.0205377	0.00495189	0.0104784	0.0117953	0.0162281	0.00981921	0.0165871	0.00946777	0.013194	0.021777	0.0199806	0.0304149	0.00867413	0.0127232	0.0385754	0.00655631	0.00668309	0.0306966	0.0167188	0.0120743	0.0267039	0.00653441	0.00807256	0.00835767	0.0167544	0.00956364	0.0130242	0.0218875	0.00760758	0.00986078	0.0111694	0.0106156	0.0192823	0.0213433	0.0267133	0.0315582	0.00213075	0.657364	0.00967029	0.0134776	0.0181406	0.0114339	0.0212116	0.0109625	0.0510043	0.00798956	0.0113411	0.0125827	0.0090261	0.0108879	0.0431062	0.0703994	0.0161009	0.0140227	0.0111104	0.0129358	0.0141742	0.681072	0.0213048	0.00417649	6.56172e-05	0.0511413	0.253759	0.263416	0.0441534	0.343734	0.0437961	0.364688	0.151833	0.128101	0.355378	6.619311
5930	-420874	-420866.8	-7.226826	0.0326418	0.0365518	0.0676907	0.0372251	0.0591547	0.0765027	0.0556181	0.0844595	0.0665555	0.0489508	0.0480309	0.0990937	0.0319091	0.071743	0.0527888	0.0792472	0.0979993	0.00896873	0.0172124	0.0147173	0.0370488	0.00983806	0.00636163	0.00782362	0.0535612	0.00075806	0.0467699	0.0458784	0.055298	0.0466409	0.0357622	0.0644354	0.0355447	0.0486738	0.0362406	0.0572715	0.0528053	0.0685176	0.0410747	0.0508408	0.080553	0.0670197	0.0782893	0.0444033	0.0587822	0.0520905	0.0430006	0.00119033	0.0366888	0.037301	0.0320179	0.102204	0.030955	0.0534863	0.0671244	0.0589196	0.0541677	0.0644671	0.0573285	0.14167	0.0479589	0.0747666	0.0524552	0.126826	0.08449	0.0394193	0.0431958	0.00265855	0.0411635	0.0342853	0.00217301	0.0722264	0.070829	0.0893293	0.0929211	0.120476	0.0215278	0.00691314	0.0327598	0.0164414	0.00946188	0.00691531	0.00669951	0.0331186	0.0126978	0.0237425	0.0664717	0.0163235	0.0255953	0.00284395	0.0104784	0.012809	0.0152763	0.0107852	0.0168449	0.00957379	0.012905	0.021635	0.0190783	0.0265937	0.00794523	0.0120992	0.0373952	0.00841297	0.00715491	0.0297684	0.0119349	0.0120743	0.0260552	0.00550339	0.00693121	0.00861852	0.018212	0.00931329	0.00956265	0.0230771	0.00870994	0.00928912	0.00779735	0.0130126	0.0220365	0.0213433	0.0266167	0.0320068	0.00205261	0.657364	0.00858491	0.0174617	0.0132924	0.0123164	0.0198578	0.0128075	0.0510043	0.010586	0.010192	0.0133482	0.0110672	0.00938003	0.0423074	0.0678618	0.0173462	0.0144008	0.0111104	0.0103785	0.0107321	0.668059	0.0201872	0.00468551	0.000412749	0.0521072	0.253501	0.263148	0.0441085	0.343384	0.0437515	0.364068	0.151575	0.127883	0.356474	6.574197
5940	-420860.2	-420852.7	-7.460656	0.0326418	0.0386783	0.0720452	0.0372251	0.0591547	0.0756962	0.0497986	0.0884609	0.0684961	0.0488984	0.0480309	0.0997424	0.0310097	0.0735857	0.0520163	0.0804015	0.0893896	0.0101627	0.0186484	0.0130557	0.0387828	0.00878393	0.00608396	0.0081013	0.050265	0.00113506	0.0475614	0.0473597	0.0571087	0.0501925	0.0370201	0.0644354	0.0373673	0.0486738	0.0362406	0.0536068	0.0520151	0.0685176	0.0408412	0.0500149	0.080553	0.0676014	0.079022	0.0484578	0.0571882	0.0501936	0.046572	0.00076624	0.0366888	0.0345145	0.0332555	0.103536	0.0300289	0.0523764	0.0684785	0.0573077	0.0563831	0.0646361	0.0573285	0.14167	0.0484353	0.0745146	0.0547724	0.125362	0.0835748	0.0399028	0.0489283	0.00333778	0.0350735	0.0385306	0.00233158	0.0768962	0.0696739	0.0893293	0.0929211	0.120476	0.0210299	0.009582	0.0327598	0.0161537	0.00976222	0.00457663	0.00585082	0.0331186	0.0137352	0.0198811	0.0664717	0.0167836	0.0213727	0.00386624	0.0122891	0.0126866	0.0152794	0.0126093	0.0173911	0.00834818	0.0116812	0.0240582	0.0160733	0.0328152	0.00698019	0.00911451	0.0380412	0.00791235	0.0067692	0.0290821	0.0169715	0.0146164	0.0270251	0.00608778	0.00809545	0.00999743	0.0140034	0.00854141	0.0124262	0.0210059	0.00777321	0.00944709	0.0103005	0.0114874	0.0209211	0.0206092	0.0266167	0.0336015	0.00253292	0.657364	0.00818841	0.01482	0.0143271	0.0106455	0.020577	0.0138564	0.0508109	0.0090097	0.0105784	0.0127141	0.0121854	0.0123006	0.0472013	0.0658255	0.0145978	0.0134193	0.00993955	0.0122801	0.012055	0.668059	0.0238182	0.00274348	0.000265002	0.0521072	0.253501	0.263148	0.0441085	0.343384	0.0437515	0.364068	0.151575	0.127883	0.356474	6.59758
