Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1350	-420881.1	-420873.3	-7.82216	0.0305753	0.0363961	0.0716972	0.0351827	0.0663092	0.0768503	0.0536543	0.0927557	0.0691246	0.0472955	0.0461667	0.10645	0.0322377	0.0680559	0.0524481	0.0878389	0.096195	0.0103914	0.0206171	0.0156695	0.0376331	0.0107272	0.00694868	0.0081718	0.0478259	0.000794283	0.050435	0.0481303	0.0526109	0.0465449	0.0369182	0.0638631	0.0383356	0.0490084	0.0396817	0.0569885	0.0553771	0.0693666	0.0404814	0.0510229	0.0854572	0.0689307	0.0792975	0.0439065	0.0595941	0.050972	0.0421294	0.00139922	0.0366728	0.0362632	0.0343231	0.100475	0.0306299	0.0480581	0.0694861	0.057303	0.0523526	0.0636605	0.0589517	0.148744	0.0499044	0.0759176	0.0525793	0.129511	0.0857059	0.0357264	0.0448587	0.00390223	0.0391521	0.0377226	0.00179544	0.070731	0.0748021	0.078684	0.0893717	0.127179	0.0226507	0.00314034	0.033344	0.0156816	0.0112666	0.00548338	0.00745129	0.0351252	0.0113463	0.0234456	0.0703296	0.0133687	0.0235589	0.00720277	0.0146226	0.0126234	0.0124808	0.0124811	0.0151876	0.00687945	0.0135964	0.023466	0.0185331	0.0265401	0.0077334	0.0116881	0.0369066	0.00933926	0.00699866	0.0276294	0.0139594	0.0122481	0.0270558	0.0057839	0.00987147	0.00969836	0.0186575	0.00837888	0.011966	0.0247783	0.00815894	0.00946523	0.0115629	0.0114078	0.0205964	0.0211389	0.0305414	0.0334826	0.00190068	0.646693	0.00650522	0.0155685	0.0140773	0.0116575	0.0218231	0.0121002	0.05042	0.00817776	0.00921847	0.0138415	0.0108036	0.0115769	0.0471754	0.0693061	0.0146883	0.0142793	0.0107138	0.0107154	0.011725	0.671393	0.0231731	0.00418659	0.000231365	0.0506304	0.251067	0.262865	0.043612	0.348642	0.0431835	0.362509	0.149969	0.132781	0.354741	6.63373
1360	-420888.8	-420881.2	-7.660859	0.0347155	0.0363961	0.0764018	0.0344996	0.0622398	0.075176	0.0536543	0.0927557	0.0723485	0.0462324	0.0516884	0.0989611	0.0323018	0.0718414	0.0527016	0.0839924	0.0920418	0.00961832	0.020082	0.0140623	0.0388806	0.00902945	0.00647417	0.00977527	0.0473527	0.000844587	0.050435	0.0478335	0.0544208	0.0465449	0.0408537	0.0657887	0.0405432	0.0474416	0.0390544	0.0569885	0.0553771	0.0684239	0.0404814	0.0491871	0.0830344	0.0768597	0.0759189	0.0473872	0.0595941	0.052512	0.0431011	0.00133445	0.037822	0.0362632	0.030667	0.100475	0.0295639	0.0511894	0.0698122	0.0548107	0.0523526	0.0636605	0.059713	0.148744	0.045874	0.0759176	0.0496816	0.125949	0.077186	0.0385387	0.0434691	0.00264439	0.0403867	0.0363359	0.0022364	0.067237	0.0812497	0.0782311	0.0911096	0.127179	0.0214639	0.00302508	0.0323271	0.0156816	0.0111067	0.00538142	0.00731494	0.0311125	0.0102281	0.0209487	0.0625286	0.0147706	0.0248014	0.0075513	0.01345	0.010387	0.0134732	0.0119698	0.0136743	0.00886755	0.0148953	0.025246	0.0166254	0.0265401	0.007424	0.0117046	0.0388137	0.00840577	0.0078968	0.029163	0.0168061	0.0117158	0.0275035	0.00766814	0.0103518	0.0110927	0.0186575	0.0101712	0.012299	0.0218787	0.00564374	0.0108587	0.00907482	0.0103804	0.0193732	0.0211389	0.0295	0.0344177	0.00318722	0.650553	0.00674811	0.0163266	0.0132163	0.0126372	0.0176616	0.0130915	0.0513962	0.00776729	0.0118078	0.0117936	0.0107062	0.0115769	0.0471754	0.0691615	0.0157001	0.014727	0.0120799	0.011508	0.00945975	0.671393	0.0227697	0.00416001	0.000204177	0.0508548	0.25218	0.26403	0.0438054	0.350188	0.0389419	0.362008	0.151142	0.132598	0.354251	6.6176
1370	-420890.5	-420882.9	-7.61535	0.0347155	0.0402248	0.0745411	0.0344996	0.0622398	0.0773417	0.0536543	0.0927557	0.0719655	0.049057	0.0500845	0.0989611	0.0315926	0.0674352	0.0533804	0.0839924	0.0919853	0.0111654	0.020082	0.0131558	0.0386918	0.00946521	0.00647417	0.00906506	0.0528138	0.000947418	0.0431868	0.0479594	0.0544208	0.0481251	0.0383257	0.0664413	0.0404883	0.0474416	0.037412	0.0561681	0.0517753	0.0671554	0.0391186	0.0507059	0.078802	0.0768597	0.078714	0.0464659	0.0576684	0.0496129	0.0431011	0.00145291	0.037822	0.0362632	0.0304978	0.0991352	0.0295639	0.0465984	0.0698122	0.0564399	0.0535738	0.0636605	0.059713	0.142013	0.0493025	0.0759176	0.0496816	0.129701	0.0830382	0.042333	0.046981	0.00310574	0.0403867	0.0339799	0.00178066	0.0656091	0.0753287	0.0822182	0.0906787	0.128506	0.0217717	0.00353376	0.0323271	0.0156816	0.010581	0.00832802	0.00971976	0.0349351	0.0107436	0.0232859	0.0660656	0.0147657	0.0220783	0.00903486	0.0131174	0.0147448	0.0124404	0.0128697	0.0131126	0.00929542	0.0153516	0.025246	0.015641	0.0303826	0.00847272	0.0081931	0.0349197	0.0104375	0.0078968	0.0300032	0.013802	0.0110513	0.0253971	0.0063534	0.00988763	0.00956049	0.0186416	0.011054	0.0102554	0.0225615	0.0107088	0.0091935	0.00937441	0.00906823	0.0198983	0.0211389	0.0294415	0.0350305	0.00181178	0.650553	0.0060302	0.0182412	0.0134399	0.01255	0.0176458	0.00993934	0.0537898	0.00824644	0.00900917	0.0147332	0.0110138	0.0101996	0.0459942	0.0659271	0.0142953	0.0135427	0.0109654	0.011508	0.00723391	0.677815	0.0227817	0.00295729	0.000101599	0.0508548	0.25218	0.26403	0.0438054	0.350188	0.0389419	0.362008	0.151142	0.132598	0.354251	6.613049
1380	-420893	-420885.3	-7.708663	0.0341536	0.0326959	0.0747761	0.0358572	0.0618686	0.0773417	0.0536543	0.0927557	0.0667407	0.049057	0.0506669	0.105815	0.0315926	0.0674352	0.0533804	0.0882572	0.0890265	0.00983088	0.0179768	0.0135946	0.0385978	0.00869931	0.00588304	0.00823463	0.0452542	0.00109937	0.0488972	0.0511738	0.0546557	0.0474902	0.0370953	0.0631193	0.0375922	0.048422	0.0381315	0.0561681	0.0540122	0.0622091	0.0424923	0.0492707	0.0816312	0.068286	0.0827911	0.0483156	0.059991	0.0518943	0.0431011	0.00127199	0.0347421	0.0359897	0.0337786	0.0971968	0.0297437	0.0490969	0.0698122	0.0564399	0.0532355	0.0636605	0.0576799	0.142013	0.0493025	0.0714224	0.0484128	0.121249	0.0830382	0.0342207	0.041508	0.00381452	0.0379988	0.0383085	0.00189664	0.0658928	0.0775437	0.0914666	0.0906787	0.128506	0.0182589	0.0044605	0.0339425	0.0143538	0.0101886	0.0039867	0.00722037	0.0330213	0.0128171	0.0248801	0.0707743	0.0147657	0.0236755	0.00723453	0.0105371	0.0145512	0.012602	0.0111243	0.0162973	0.00985861	0.012906	0.025246	0.0158421	0.0303826	0.00784143	0.00920913	0.0372261	0.00907881	0.00999583	0.0316446	0.0150092	0.0134579	0.0281754	0.00625581	0.00923901	0.00856024	0.0210642	0.00808458	0.0111364	0.0245996	0.00836246	0.0091935	0.00937441	0.0119732	0.0193237	0.0211389	0.0250468	0.0364066	0.00262881	0.650553	0.00622015	0.0157061	0.0139178	0.011595	0.0203322	0.011604	0.0532675	0.00866537	0.0101738	0.0116103	0.0101693	0.0120188	0.0491279	0.072539	0.0165547	0.0140019	0.0103085	0.0119278	0.00931638	0.692835	0.0227817	0.00326775	2.89012e-05	0.0508548	0.25218	0.26403	0.0438054	0.350188	0.0389419	0.362008	0.151142	0.132598	0.354251	6.622381
1390	-420875.5	-420867.7	-7.86653	0.0341536	0.034366	0.0747761	0.0383962	0.0608781	0.0800531	0.0512978	0.088568	0.0690304	0.0484072	0.0482079	0.107352	0.0322797	0.0710093	0.0499747	0.0882572	0.0955454	0.0109899	0.0179768	0.0139893	0.0385978	0.00938185	0.0074057	0.00806275	0.0503051	0.00125871	0.045797	0.0474922	0.0586666	0.0498398	0.0370953	0.0631193	0.0371854	0.0497054	0.0360114	0.0593847	0.0512684	0.0622091	0.0424923	0.0458971	0.0783643	0.068286	0.0786683	0.0483156	0.0585602	0.0503881	0.0427674	0.00131595	0.039251	0.03391	0.0337786	0.0971968	0.0287617	0.0490969	0.0698122	0.0564399	0.0532355	0.0640571	0.0576799	0.146166	0.0483317	0.0740742	0.0487112	0.121249	0.0830382	0.0426585	0.0453481	0.00389676	0.0379988	0.0374177	0.00172945	0.0658928	0.0775437	0.0841075	0.0906787	0.128506	0.0209499	0.00450873	0.0330076	0.0178208	0.01025	0.00519569	0.00831262	0.031475	0.012381	0.023168	0.0669468	0.0114546	0.0225565	0.00728145	0.0125388	0.0135866	0.0134476	0.0111243	0.0162973	0.00968925	0.0150832	0.0219144	0.0158421	0.0279996	0.00860081	0.0118242	0.0383613	0.0112317	0.00817941	0.0309762	0.0156099	0.0111506	0.0281754	0.00728398	0.00966605	0.00930442	0.0173705	0.0107754	0.0120859	0.0205005	0.00743018	0.0115652	0.00937441	0.0120702	0.0208705	0.0193758	0.0271503	0.030224	0.00178836	0.668516	0.00703778	0.0171917	0.0145514	0.0114551	0.0198145	0.0108325	0.0532675	0.00872736	0.00598637	0.0107665	0.0113039	0.0131206	0.0487877	0.072539	0.0147365	0.0120223	0.0116549	0.0106657	0.00794994	0.691996	0.0231914	0.00434873	8.78765e-06	0.0511589	0.252099	0.263945	0.0437913	0.350076	0.0389294	0.362008	0.151142	0.132598	0.354251	6.638167
1400	-420879.1	-420871.6	-7.585465	0.0347143	0.0377112	0.0729301	0.0355028	0.065387	0.0749575	0.0512978	0.0892181	0.0690304	0.0478449	0.0482079	0.107352	0.0320322	0.0747953	0.0499747	0.0882572	0.0955454	0.0105882	0.0214485	0.0150511	0.039331	0.0091712	0.0065215	0.00723208	0.0509144	0.000881773	0.0477166	0.0474922	0.0571307	0.0484364	0.0370953	0.0631193	0.0409014	0.0497054	0.0350011	0.0558308	0.0512684	0.0689224	0.0373519	0.047323	0.0783643	0.0675026	0.0786683	0.0483156	0.0611714	0.0523995	0.0480297	0.00118036	0.0366448	0.0374351	0.0310374	0.0971968	0.0301795	0.0470326	0.0642343	0.0556005	0.0532355	0.0637695	0.0593116	0.148049	0.0477634	0.0740742	0.0522231	0.128709	0.0832892	0.0365167	0.044948	0.00367644	0.0365515	0.0394311	0.00287365	0.0625818	0.0753524	0.0823332	0.0878198	0.122051	0.0206224	0.00272212	0.0338689	0.013605	0.00827908	0.00606325	0.0102814	0.0338458	0.0126613	0.0226468	0.067945	0.0147824	0.0229	0.00842052	0.0106817	0.0117925	0.0159237	0.0111243	0.0165239	0.00864273	0.0140873	0.0232916	0.0168021	0.0274039	0.00823924	0.0138192	0.0369445	0.00949683	0.00870882	0.0309762	0.0156099	0.0127676	0.0274508	0.00622066	0.0102069	0.0105467	0.0157469	0.00860129	0.0111541	0.0229144	0.00844175	0.0115625	0.00983167	0.008984	0.0214734	0.0203837	0.0271503	0.0295486	0.00218419	0.668516	0.00551364	0.019096	0.0146328	0.0135618	0.018878	0.0122896	0.051594	0.00993163	0.00754437	0.0117437	0.0109656	0.0128236	0.0464356	0.0656631	0.01467	0.0125463	0.0104119	0.0106657	0.00936924	0.671227	0.0189922	0.00634646	1.48885e-05	0.0521289	0.252054	0.264246	0.0424379	0.350012	0.0391213	0.362008	0.151142	0.132598	0.354251	6.610061
1410	-420885.9	-420878.5	-7.427992	0.0336639	0.0377112	0.0775735	0.0343238	0.0637239	0.0749575	0.051679	0.0913801	0.0683105	0.0478449	0.0486394	0.107352	0.0344715	0.0747953	0.0547014	0.0887879	0.0928863	0.00999053	0.0214972	0.0155296	0.039331	0.00924739	0.00612819	0.00744206	0.0465153	0.00158215	0.0461199	0.0487262	0.0567158	0.049664	0.0370953	0.0615533	0.0391337	0.0497054	0.0350011	0.0510337	0.0522186	0.0689224	0.0373519	0.0476863	0.0840571	0.0692452	0.0770147	0.0502195	0.0611714	0.0485434	0.041889	0.000974901	0.037144	0.0384796	0.031354	0.1001	0.0305844	0.0496941	0.0714889	0.05592	0.0532355	0.0693058	0.0575301	0.144535	0.0483278	0.0687561	0.0522231	0.123258	0.0778056	0.03642	0.0440426	0.00299195	0.0341933	0.0341852	0.00118161	0.0667493	0.0821457	0.0857965	0.0878198	0.122051	0.0208675	0.00355107	0.0303659	0.0146931	0.0105045	0.00545403	0.00922222	0.0315228	0.0135213	0.023583	0.067945	0.0117911	0.0207052	0.00788996	0.0116916	0.0122346	0.0150975	0.0131287	0.0186909	0.00871053	0.0140873	0.0232916	0.0183834	0.029121	0.00665323	0.00909665	0.0384757	0.0081446	0.00870882	0.0319002	0.0166425	0.0148533	0.0269651	0.00737907	0.0104282	0.00879098	0.0162536	0.00830456	0.0126902	0.0218931	0.00876652	0.0098416	0.00931159	0.0100282	0.0191436	0.02276	0.0285242	0.0295486	0.00213972	0.661059	0.00440548	0.0146808	0.0156986	0.0115968	0.018878	0.0136512	0.0522308	0.00885715	0.00851235	0.0123893	0.0104971	0.0130237	0.0434223	0.06836	0.01699	0.0126589	0.0122796	0.0085271	0.00733928	0.666946	0.0221851	0.00538976	1.06241e-05	0.0521289	0.252054	0.264246	0.0424379	0.350012	0.0391213	0.362008	0.151142	0.132598	0.354251	6.594314
1420	-420900.8	-420893.4	-7.433329	0.0314433	0.0398367	0.078581	0.0347111	0.0637239	0.0740408	0.0483381	0.0843206	0.0725035	0.0503471	0.0486394	0.107352	0.0349509	0.0727387	0.0493963	0.0887879	0.0846698	0.00970381	0.0180246	0.0152271	0.0383975	0.0100837	0.00760199	0.00875277	0.0466862	0.00110949	0.0467885	0.0482716	0.0579105	0.0501966	0.0346098	0.0655356	0.0398431	0.0496806	0.0400218	0.0532826	0.0522186	0.0689224	0.0387363	0.0476863	0.0840571	0.0703943	0.0770147	0.0454172	0.0558978	0.0465272	0.0448139	0.00141593	0.0357027	0.0347888	0.031354	0.1001	0.0305844	0.049011	0.0661307	0.05592	0.0532844	0.0637799	0.0573482	0.144535	0.0483278	0.0687561	0.0517726	0.123258	0.0778056	0.03642	0.0431118	0.003387	0.0346761	0.0347752	0.00194216	0.0667493	0.0821457	0.0928168	0.0878198	0.122051	0.021149	0.00438394	0.0303659	0.0161883	0.01126	0.00544839	0.00913474	0.029732	0.0113289	0.0213984	0.0674336	0.0101928	0.0211514	0.00802423	0.0100447	0.0143032	0.0161905	0.0126168	0.0190138	0.00958429	0.0158447	0.0241839	0.0177177	0.0314581	0.0060439	0.0124297	0.0384919	0.0106951	0.00773756	0.0319002	0.0142596	0.0139639	0.024996	0.00567362	0.0100993	0.00798747	0.0187059	0.00792723	0.012441	0.0218931	0.0076682	0.00873996	0.00898247	0.00953428	0.0212006	0.0210127	0.0263176	0.0314832	0.0028194	0.667071	0.0061387	0.0185692	0.0121711	0.0100648	0.01826	0.011737	0.0523678	0.00941389	0.00589724	0.0123708	0.0116414	0.0124862	0.0449228	0.0676897	0.0168876	0.0126589	0.0112597	0.00862117	0.00998883	0.688371	0.0214742	0.00606025	6.75706e-06	0.0521289	0.252054	0.264246	0.0424379	0.350012	0.0391213	0.362008	0.151142	0.132598	0.354251	6.594847
1430	-420877.1	-420869.4	-7.667094	0.0323303	0.0398367	0.0759331	0.0347111	0.0646982	0.0748564	0.0487664	0.0843206	0.0644251	0.0503471	0.0489441	0.104409	0.0303602	0.0711044	0.0498103	0.0874316	0.0936877	0.00970381	0.0180246	0.0152271	0.0383975	0.00964595	0.00709999	0.00622401	0.0463011	0.000920051	0.0501695	0.0482716	0.057824	0.0494736	0.0366708	0.0643924	0.0383943	0.0496806	0.0346813	0.0566558	0.0522186	0.0689224	0.0390554	0.0497443	0.0808856	0.0705779	0.0793063	0.0481964	0.0546146	0.0510509	0.0440502	0.00125543	0.0403693	0.0354306	0.0345649	0.0987759	0.0277424	0.0472038	0.0657804	0.0549131	0.0535879	0.061456	0.0528467	0.144535	0.0483278	0.0756947	0.0517726	0.126356	0.0862688	0.0377571	0.0431118	0.00312934	0.040856	0.0369023	0.00117397	0.0650352	0.0782973	0.0895182	0.0878198	0.122051	0.021149	0.00379287	0.0321008	0.0143479	0.0105354	0.00507947	0.00727309	0.0325736	0.0127608	0.0244728	0.0674336	0.0133427	0.0225456	0.00707598	0.0112811	0.0129805	0.0123377	0.0106768	0.0147349	0.00936595	0.0130644	0.0226771	0.0177177	0.0280873	0.00789649	0.011106	0.0388484	0.00895832	0.00838366	0.0267602	0.0142596	0.0126808	0.0261196	0.00827515	0.00936612	0.0104069	0.0169674	0.010331	0.0120862	0.0208822	0.00946175	0.00948591	0.0101386	0.00958915	0.0218157	0.0214385	0.0275216	0.035309	0.00240012	0.667071	0.0059811	0.0148893	0.0164064	0.0120917	0.018633	0.0122132	0.0523678	0.00885235	0.00488127	0.0122199	0.0119268	0.0112393	0.0449228	0.0677196	0.0172642	0.0135886	0.0132681	0.0133916	0.00917027	0.695648	0.0269225	0.0047282	4.58511e-05	0.0518405	0.250659	0.262784	0.0420554	0.348076	0.0445849	0.362848	0.151493	0.132906	0.352754	6.618224
1440	-420878.4	-420870.7	-7.69569	0.033743	0.0398367	0.070913	0.0339587	0.0640959	0.0736027	0.0514829	0.0896084	0.0634276	0.0475551	0.0489441	0.104409	0.034338	0.0752679	0.048956	0.0861081	0.0946765	0.0101572	0.0209505	0.0138794	0.0364812	0.00938198	0.00717819	0.00758988	0.0470506	0.00100474	0.0443124	0.0449555	0.0552455	0.0480929	0.0366708	0.0649213	0.0383943	0.0496806	0.0346813	0.0566558	0.0522186	0.067205	0.0385851	0.0549876	0.0808856	0.0705779	0.0793063	0.0481587	0.0557374	0.0458803	0.0450636	0.00154164	0.0403693	0.0339773	0.0312419	0.102591	0.0277424	0.0448372	0.0657804	0.0549131	0.054675	0.058907	0.0579962	0.144535	0.0492645	0.0756947	0.0517726	0.13265	0.0833719	0.037668	0.0462835	0.0033554	0.0374716	0.0368151	0.00224864	0.0677737	0.0782973	0.0895182	0.0878198	0.122051	0.0206258	0.00367484	0.0309945	0.0125399	0.00917776	0.00524708	0.00827591	0.0325736	0.0130668	0.0240972	0.066396	0.0106718	0.0202547	0.0063704	0.0112811	0.0113543	0.0149257	0.0137152	0.0169038	0.00970216	0.0153944	0.021934	0.0177553	0.0279582	0.0083225	0.0116845	0.0386703	0.0104627	0.00855088	0.0276197	0.0152598	0.0117511	0.0253849	0.00671329	0.011388	0.0106214	0.0181413	0.00836469	0.0107779	0.0208822	0.0110498	0.0111057	0.0101386	0.0113042	0.0186405	0.0189222	0.0271328	0.0337724	0.00199738	0.667071	0.0071013	0.0159964	0.016925	0.0134958	0.0206867	0.012367	0.0523678	0.0100615	0.00811387	0.0115422	0.0118476	0.010706	0.0476646	0.0714888	0.0172642	0.0110236	0.0141074	0.0094959	0.0095326	0.693652	0.0235247	0.00349464	2.7018e-05	0.0516794	0.24988	0.261968	0.0473214	0.346994	0.0421567	0.362848	0.151493	0.132906	0.352754	6.621083
1450	-420892.4	-420884.6	-7.815495	0.0323734	0.0352603	0.070913	0.0376962	0.0656185	0.0739339	0.0561954	0.0841291	0.0684869	0.0458929	0.0488044	0.109044	0.0321749	0.0669564	0.0509639	0.0886906	0.0900604	0.00878732	0.0204683	0.0156235	0.0367999	0.00966789	0.00728295	0.00921295	0.0540189	0.00125363	0.045798	0.0449555	0.0587226	0.0478609	0.0372661	0.0675127	0.0398453	0.0486881	0.0385585	0.0552806	0.0522186	0.067205	0.0385851	0.0485356	0.0808856	0.0705779	0.0800943	0.0500424	0.0565045	0.0458803	0.0470775	0.00160037	0.0381622	0.0339773	0.0320765	0.0982755	0.0286751	0.0496919	0.0657804	0.0516018	0.0549087	0.0640173	0.0610081	0.144535	0.0492645	0.0788578	0.0517726	0.13265	0.0857229	0.0390779	0.0462835	0.00310088	0.0364939	0.0331534	0.00148062	0.0675356	0.0731572	0.0842499	0.0922303	0.130045	0.0206258	0.00433119	0.0309858	0.0159495	0.00983961	0.00486612	0.00703661	0.0323295	0.0121123	0.0254005	0.0664585	0.0124231	0.0189591	0.00556518	0.0130914	0.0121067	0.0159587	0.0155637	0.0122679	0.00970216	0.0163223	0.021355	0.0192578	0.0269517	0.00585599	0.0108362	0.035801	0.0111442	0.00590164	0.0288497	0.0143929	0.0137371	0.0231335	0.00798598	0.00612022	0.00908812	0.0181413	0.00836469	0.0103193	0.0235721	0.0103923	0.00943235	0.0101386	0.0116991	0.0201702	0.0213879	0.0271328	0.0325852	0.00239036	0.667071	0.00735627	0.0160848	0.012767	0.0104348	0.0206867	0.0122678	0.0553683	0.00742066	0.00987714	0.0137719	0.0122561	0.0130334	0.0442724	0.0717018	0.012253	0.0115073	0.0152636	0.0117469	0.00956706	0.693652	0.0207788	0.0040561	4.49738e-05	0.0516794	0.24988	0.261968	0.0473214	0.346994	0.0421567	0.362848	0.151493	0.132906	0.352754	6.633064
1460	-420895	-420887.2	-7.821122	0.0312247	0.0338722	0.0720915	0.0376962	0.061037	0.0811943	0.0521021	0.0841291	0.0660851	0.049581	0.0488044	0.10201	0.0300456	0.0709443	0.0491918	0.0810674	0.0900604	0.0113492	0.019823	0.0133602	0.0418306	0.00822079	0.0067384	0.00671472	0.052873	0.00163602	0.0479825	0.0437899	0.0578148	0.0464077	0.0363353	0.0675127	0.0393417	0.0473726	0.0401214	0.0545887	0.0522186	0.067205	0.0395648	0.0540423	0.0879855	0.0715971	0.0800943	0.0452481	0.0603615	0.0541777	0.0449411	0.000682094	0.0381622	0.0339773	0.0320765	0.0982755	0.0304179	0.0496919	0.0703199	0.0516018	0.0530438	0.0640173	0.0610081	0.147178	0.0492645	0.0769793	0.0451926	0.131074	0.0857229	0.0407413	0.0434424	0.00351933	0.0364568	0.0350015	0.00182775	0.0721309	0.0731572	0.0842499	0.0934373	0.130045	0.0206258	0.00251195	0.0314685	0.0167556	0.0100301	0.00502798	0.00923807	0.0323295	0.0123542	0.0254005	0.0677156	0.0115205	0.0236035	0.00672501	0.010946	0.0113462	0.0135073	0.0117186	0.0153148	0.00761101	0.0138395	0.0198433	0.0192578	0.0285785	0.00726956	0.0120004	0.0383292	0.0101379	0.00640172	0.0288497	0.0144023	0.012427	0.0235146	0.00787867	0.00648246	0.0111442	0.0188221	0.00825676	0.011308	0.0268717	0.00931275	0.00966812	0.00965123	0.00997002	0.0224006	0.0215362	0.026255	0.0334999	0.00236455	0.654474	0.00968231	0.0160848	0.015935	0.0113159	0.0234068	0.0121335	0.0517242	0.00856804	0.00733029	0.0104903	0.0109969	0.0142821	0.0442724	0.0688086	0.0171002	0.0134058	0.0153139	0.0107862	0.00810087	0.693652	0.0199827	0.00461578	5.80858e-05	0.0516794	0.24988	0.261968	0.0473214	0.346994	0.0421567	0.3645	0.151532	0.13294	0.351028	6.633627
1470	-420881.4	-420873.9	-7.566158	0.030658	0.0388072	0.0720915	0.037866	0.0641817	0.0804309	0.0500666	0.0921883	0.0660851	0.049581	0.0514614	0.10201	0.0348168	0.0709443	0.0549941	0.0828661	0.0954447	0.00856832	0.0190699	0.0151893	0.0358857	0.00970466	0.00643015	0.00710881	0.0506353	0.000734499	0.0484516	0.0464968	0.0579332	0.0510145	0.0363353	0.0675127	0.0374769	0.0473726	0.0354615	0.0545887	0.0513022	0.0649916	0.038695	0.0490293	0.0785223	0.0715971	0.0790395	0.0437444	0.0603615	0.0482112	0.0414522	0.000871191	0.0375856	0.0339773	0.0320765	0.0982755	0.0286887	0.0483289	0.065813	0.0552668	0.0522138	0.06123	0.059	0.147178	0.0486586	0.0772974	0.0561843	0.131074	0.0793932	0.0407413	0.0488352	0.00284854	0.0382419	0.0393613	0.0025219	0.0679777	0.0734993	0.0858869	0.0967302	0.130045	0.0192727	0.00268415	0.0310824	0.0161707	0.00979097	0.0046969	0.010031	0.0323295	0.0123889	0.0254005	0.0683087	0.0148767	0.0224643	0.0080777	0.0120739	0.0128014	0.0150837	0.0126586	0.01382	0.0108047	0.0122567	0.0260566	0.0192578	0.0289675	0.00664308	0.0123672	0.0353964	0.00732472	0.00860621	0.0287086	0.0155341	0.0117319	0.0237321	0.00753923	0.00861554	0.0096184	0.0199293	0.0109549	0.0125776	0.0197363	0.010703	0.0102442	0.00852616	0.0115374	0.0232141	0.0215362	0.0276835	0.0341018	0.00246821	0.654474	0.00815799	0.0161131	0.015935	0.0135245	0.0210164	0.0113299	0.0517242	0.00855385	0.00686776	0.0104839	0.0125166	0.00998613	0.0442724	0.0644513	0.0172016	0.0129101	0.0144828	0.0106513	0.010023	0.661341	0.0199827	0.00439431	0.00013667	0.0516794	0.24988	0.261968	0.0473214	0.346994	0.0421567	0.365063	0.151766	0.131601	0.35157	6.60813
