Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
290	-420207.4	-420200.4	-6.964386	0.0333579	0.0402701	0.071554	0.0342885	0.0624248	0.0795148	0.0559617	0.0862599	0.0675811	0.0454873	0.0473536	0.110529	0.0296351	0.0753431	0.0534386	0.0797405	0.0954678	0.00907633	0.0220186	0.014869	0.0364027	0.00974297	0.00707468	0.0080806	0.0497048	0.000856108	0.0463791	0.0437964	0.0529886	0.0502313	0.0349723	0.0640728	0.0378153	0.0484795	0.0388546	0.0551115	0.0520478	0.0662288	0.0428074	0.0486976	0.0825268	0.0715602	0.0734805	0.0548237	0.0590491	0.0494911	0.0470996	0.0010648	0.0362866	0.0363714	0.031697	0.100783	0.0280303	0.0470645	0.0724691	0.0545684	0.0534524	0.0595724	0.0559215	0.142877	0.0472334	0.0705893	0.0521162	0.115775	0.0804317	0.0371837	0.0461463	0.00369957	0.0378163	0.0363483	0.00141234	0.0786502	0.0650406	0.0900475	0.0887792	0.128586	0.012932	0.0279496	0.0114769	0.0113004	0.00878979	0.0308068	0.0161394	0.0139933	0.0125839	0.00761454	0.0213247	0.00780731	0.0109275	0.00762188	0.0133683	0.0177442	0.0149182	0.0663665	0.0678023	0.00973508	0.619742	0.0144107	0.0286251	0.0214225	0.0488922	0.0126377	0.0161904	0.00907958	0.0158336	0.0203168	0.00968127	0.0477324	0.0104181	0.00333253	0.0334559	0.0236736	0.00715038	0.0121382	0.0109194	0.0200018	0.00199495	0.00956413	0.0271562	0.00790696	0.0148348	0.026826	0.00689781	0.0165408	0.0179318	0.0118037	0.0353678	0.0115026	0.0233801	0.00811211	0.00919107	0.0177638	0.0357345	0.0225148	0.0102055	0.0160023	0.0150806	0.00547739	0.00923454	0.014863	0.00464725	0.00905315	0.019851	0.00652301	0.00838205	0.00838953	0.0199193	0.671856	2.48874e-05	0.0529124	0.247793	0.260273	0.0431277	0.357399	0.0384943	0.369877	0.145261	0.135829	0.349033	6.547953
300	-420226.6	-420219.6	-7.005301	0.0268908	0.0403078	0.071554	0.0342885	0.0605961	0.0724486	0.0529225	0.087503	0.069164	0.0489311	0.0496442	0.116501	0.0296351	0.0753431	0.0534386	0.0794183	0.0954678	0.00999595	0.0173708	0.0138949	0.0394252	0.010051	0.0066742	0.006272	0.0497048	0.000989355	0.0463791	0.0466609	0.0535353	0.0480123	0.0367783	0.0655223	0.0360832	0.0484795	0.036012	0.0560789	0.0498662	0.0641849	0.0428074	0.0486976	0.084725	0.0715602	0.0713187	0.0517928	0.0583566	0.0494911	0.0486434	0.000886681	0.0355094	0.0363714	0.0340064	0.100014	0.0328235	0.0470645	0.0695204	0.0538813	0.0534524	0.0636381	0.0627895	0.142133	0.0476267	0.0656177	0.0505998	0.115775	0.0844609	0.0390948	0.0424747	0.0029313	0.0378163	0.0360023	0.0017506	0.0702559	0.0710921	0.0856035	0.0965179	0.121917	0.0131955	0.0279496	0.0119279	0.0111516	0.00807622	0.0308068	0.0141085	0.0126728	0.0144218	0.00804362	0.0202502	0.00607221	0.0122049	0.00779508	0.0130061	0.0195265	0.0163574	0.0663665	0.0678023	0.00860365	0.623492	0.0158121	0.0297854	0.0180703	0.0494504	0.0136115	0.0166157	0.0108511	0.0149556	0.0241179	0.00699645	0.0467244	0.0149407	0.00500997	0.0334559	0.0268623	0.0102978	0.00867305	0.0102644	0.0184455	0.00244903	0.0120686	0.030432	0.00822609	0.0148548	0.028831	0.00596223	0.018277	0.0163246	0.0113793	0.0372626	0.0123383	0.0284501	0.00678876	0.00735064	0.0158294	0.0357635	0.0199359	0.00773871	0.014148	0.0151723	0.00454751	0.0100578	0.0149851	0.00509273	0.0105838	0.0183851	0.0066374	0.0074602	0.00575683	0.0232446	0.671856	3.79412e-05	0.0529124	0.247793	0.260273	0.0431277	0.357399	0.0384943	0.369877	0.145261	0.135829	0.349033	6.552045
310	-420216.8	-420209.8	-7.00339	0.0353161	0.0403078	0.071554	0.0357867	0.060713	0.0724486	0.0540336	0.087503	0.0658423	0.0489311	0.0496442	0.116296	0.0311576	0.0743523	0.0534386	0.0794183	0.0896195	0.00999595	0.0180767	0.0138949	0.0365992	0.0108631	0.00645073	0.00834626	0.0497048	0.000545893	0.0463791	0.0466609	0.0535353	0.0480123	0.0367783	0.0643275	0.0376566	0.0469549	0.036012	0.055657	0.050583	0.0641849	0.0422675	0.0518992	0.0805996	0.0738012	0.0706719	0.0517928	0.0583566	0.0494911	0.0486434	0.00171235	0.0397138	0.0375426	0.0331659	0.0995283	0.0326073	0.0470645	0.0648342	0.0531451	0.057527	0.062309	0.0607407	0.142133	0.0511311	0.0656177	0.0476309	0.113667	0.0844609	0.0368043	0.0440706	0.00292965	0.0363362	0.0394837	0.0017906	0.0831973	0.0617986	0.0896129	0.0965179	0.1332	0.0117397	0.027976	0.0122612	0.0123326	0.00778489	0.0316197	0.0114814	0.0122469	0.0133515	0.00830557	0.020723	0.00720056	0.0109976	0.00921807	0.0151905	0.0176274	0.0177357	0.066669	0.0683872	0.00712772	0.623492	0.0138251	0.0287287	0.0215846	0.0494504	0.0115537	0.0187973	0.00931949	0.0134996	0.0207033	0.0091463	0.0459836	0.0134947	0.00357723	0.0334559	0.026783	0.00825062	0.0090338	0.00688336	0.0195162	0.00204227	0.0116098	0.0283907	0.00460058	0.0164055	0.0255507	0.00782468	0.018277	0.0146589	0.00978765	0.0372626	0.0138829	0.0257322	0.00951599	0.00709531	0.0166237	0.0357635	0.0227113	0.00997512	0.015859	0.0116859	0.00555319	0.0109189	0.0161008	0.00574385	0.00918712	0.0177986	0.00791323	0.0076609	0.00642905	0.0208321	0.665822	0.000204707	0.0529124	0.247793	0.260273	0.0431277	0.357399	0.0384943	0.369877	0.145261	0.135829	0.349033	6.551853
320	-420219.6	-420212.6	-7.068237	0.0329023	0.0359144	0.0677916	0.0354039	0.0602933	0.0724486	0.0513165	0.0849052	0.0719335	0.0451407	0.0496442	0.119475	0.0314772	0.0743523	0.0534386	0.0889987	0.0896195	0.010034	0.0210649	0.0147972	0.0365992	0.008979	0.00623169	0.0062727	0.0465157	0.000636142	0.0463791	0.04713	0.0535353	0.0480123	0.0367783	0.0656583	0.0396826	0.0463931	0.036012	0.0561722	0.0521362	0.0641849	0.0422675	0.0509214	0.0822165	0.0677313	0.0708742	0.0529448	0.0583566	0.0515982	0.0440101	0.00149164	0.0382354	0.0381258	0.0298383	0.0952543	0.0326073	0.0489883	0.0648342	0.0531451	0.0551121	0.062309	0.0574123	0.143567	0.0511407	0.0656177	0.0518667	0.113667	0.0806813	0.0368043	0.0456241	0.00306015	0.0382833	0.0407407	0.0029809	0.0831973	0.0625019	0.08568	0.0965179	0.12687	0.01204	0.027976	0.0134047	0.0123326	0.00804285	0.0290695	0.0126899	0.0157864	0.0115784	0.00879705	0.020723	0.00765715	0.00984955	0.00714255	0.0151787	0.0172117	0.015348	0.066669	0.0683872	0.00827465	0.623492	0.0164131	0.0294966	0.0214773	0.0499848	0.0118914	0.0165781	0.0109666	0.0147904	0.0199862	0.00843647	0.0482237	0.0146958	0.00350983	0.0339705	0.0250474	0.00915933	0.0102567	0.0106119	0.0188589	0.00242683	0.00929697	0.0282443	0.00515447	0.0168987	0.0299239	0.00645054	0.0162982	0.0149887	0.0119858	0.0377535	0.0117152	0.0211066	0.00799849	0.00665058	0.0155937	0.0357635	0.0208188	0.00997512	0.0138875	0.0137368	0.0048769	0.00805863	0.0195518	0.00614112	0.0108726	0.0188474	0.00677473	0.00948805	0.0085273	0.0199495	0.686927	0.000313336	0.052592	0.246293	0.258697	0.0440367	0.355235	0.0431468	0.369877	0.145261	0.135829	0.349033	6.558338
330	-420230.8	-420223.6	-7.241911	0.0303426	0.0397753	0.0732889	0.0354039	0.0590086	0.0746772	0.0512234	0.0933523	0.0650659	0.0491955	0.0486497	0.119475	0.0302745	0.0708454	0.0534386	0.0779951	0.0949859	0.00964855	0.0196348	0.0141085	0.035979	0.00865667	0.00751089	0.00649813	0.0505494	0.000393365	0.0470501	0.0440928	0.053274	0.0511771	0.0367783	0.065696	0.0411394	0.048787	0.0380221	0.0561722	0.0509859	0.0603601	0.0423912	0.0488655	0.0812654	0.068223	0.07333	0.0529448	0.0583566	0.0515982	0.0456537	0.00107483	0.0386762	0.0333614	0.0298383	0.0952543	0.0327191	0.0489883	0.0648342	0.0531451	0.0577084	0.061214	0.0572189	0.146787	0.0519156	0.0718356	0.0553105	0.116625	0.0806813	0.036717	0.0456241	0.00356973	0.0382833	0.0407407	0.00165956	0.0827165	0.0617687	0.0911744	0.0965179	0.121781	0.0124896	0.0284305	0.0117363	0.0122618	0.00658116	0.0281111	0.013814	0.0135399	0.0130645	0.00786809	0.02331	0.00686739	0.0110464	0.00850635	0.0122967	0.0210953	0.0168835	0.0632536	0.0683872	0.00879712	0.652777	0.0178489	0.0328152	0.020453	0.0471193	0.0111308	0.0165781	0.0104362	0.0149211	0.0195791	0.00818921	0.0499906	0.01142	0.0028906	0.0339705	0.022668	0.00918192	0.0103004	0.0108366	0.0206321	0.00280829	0.00808549	0.0282443	0.00779645	0.0123024	0.0251758	0.00577718	0.0158857	0.0149655	0.0131729	0.0377535	0.0125578	0.0225462	0.0108502	0.0074791	0.0178185	0.039321	0.0208188	0.00609744	0.00994143	0.0141954	0.00875008	0.010484	0.0164035	0.00573498	0.00921668	0.0223507	0.00533755	0.00766741	0.00469286	0.0213218	0.664077	0.000115121	0.0527195	0.24689	0.259324	0.0417201	0.356095	0.0432514	0.369845	0.145248	0.135905	0.349003	6.575705
340	-420208.4	-420201.3	-7.102752	0.0303164	0.0405423	0.0712678	0.0354039	0.0590086	0.0730291	0.0506671	0.0892539	0.066876	0.0514903	0.0451853	0.118038	0.0302745	0.0708454	0.0534386	0.079053	0.0944661	0.0101882	0.0198271	0.0143944	0.0385079	0.00910849	0.00753609	0.00881286	0.0505494	0.0013288	0.0470501	0.0477981	0.0575584	0.0511771	0.0367783	0.0669166	0.035922	0.0460454	0.0364661	0.0561722	0.0508465	0.0625685	0.0423912	0.0477085	0.0812654	0.0700953	0.0733756	0.0498699	0.0595132	0.0510583	0.0456537	0.0014881	0.0383277	0.0333614	0.0306833	0.0942475	0.0294092	0.0493707	0.0687322	0.0536286	0.050972	0.0603312	0.0572189	0.149176	0.0504702	0.0718356	0.0521985	0.116625	0.0854239	0.0379858	0.0470979	0.00324745	0.0386259	0.0362228	0.00255767	0.0827165	0.0617687	0.0856026	0.0965179	0.121781	0.0124896	0.0261477	0.0120055	0.0122008	0.0100571	0.0304098	0.0139946	0.0141948	0.0109341	0.00876266	0.0233575	0.00776099	0.0109584	0.00824783	0.0117168	0.0197501	0.0171733	0.0633622	0.0660772	0.0073885	0.652777	0.0147765	0.0286905	0.020453	0.0471193	0.0142571	0.0169413	0.0101286	0.0134825	0.0189371	0.0089994	0.0445724	0.012502	0.00414277	0.0312573	0.0259941	0.0059928	0.00899748	0.00822443	0.0214037	0.00226173	0.0109576	0.0282443	0.00891572	0.0148426	0.0286695	0.0065118	0.0165976	0.015927	0.0131729	0.0347267	0.0140167	0.0236023	0.00888071	0.00635977	0.0159588	0.039321	0.0223698	0.0109137	0.013654	0.013553	0.00679867	0.00939947	0.0164814	0.00731784	0.0100266	0.0179501	0.00753654	0.0081475	0.00460839	0.0200407	0.664077	4.56524e-05	0.0546361	0.24639	0.258799	0.0416356	0.355375	0.0431639	0.364783	0.146606	0.136344	0.352267	6.56179
350	-420205.5	-420198.4	-7.108668	0.0316566	0.0405423	0.0715625	0.0365341	0.0590086	0.0776215	0.0510704	0.0892539	0.066876	0.0481246	0.0455087	0.113125	0.0307075	0.0692267	0.0478314	0.079053	0.0944661	0.00987458	0.019604	0.0151933	0.0369937	0.00980865	0.00672229	0.00888213	0.0509053	0.0010157	0.0435754	0.0456835	0.0575584	0.0480562	0.0367783	0.0612499	0.0408229	0.0498523	0.0360429	0.0561722	0.0538074	0.0663369	0.0423912	0.0477785	0.0834167	0.0700953	0.0768513	0.0521542	0.0595132	0.0479571	0.0456537	0.0015161	0.0383277	0.0377086	0.0306833	0.0923276	0.0309702	0.050456	0.0712718	0.0509885	0.0536779	0.0603312	0.0584914	0.149176	0.0530304	0.0713889	0.0521985	0.114938	0.0854239	0.0376151	0.0470979	0.00328987	0.0378537	0.0362228	0.00202809	0.0796086	0.0617687	0.0897245	0.0930684	0.123672	0.0126333	0.0281026	0.0120055	0.0102022	0.0100766	0.027375	0.0123555	0.0139372	0.0133777	0.00886021	0.0215499	0.00720738	0.0115185	0.00743652	0.013093	0.0191918	0.0158149	0.0633914	0.0663359	0.00775479	0.644302	0.0160568	0.0291082	0.020453	0.053328	0.0140153	0.0175526	0.009227	0.0127968	0.020678	0.0105418	0.0445724	0.0122294	0.00438693	0.0308528	0.0259941	0.00832401	0.00967352	0.0102318	0.0174014	0.00221024	0.0104211	0.0282443	0.00761556	0.0140334	0.0254265	0.00689231	0.0203573	0.0153289	0.0120003	0.0358512	0.0102654	0.0254161	0.00934618	0.00855031	0.0176257	0.0392077	0.0210852	0.0108867	0.013152	0.0136239	0.00861393	0.0100052	0.0151766	0.00430367	0.00973911	0.0186837	0.00753654	0.0102861	0.00585626	0.0197995	0.663085	3.77001e-05	0.0545433	0.245972	0.260058	0.041565	0.354772	0.0430906	0.364783	0.146606	0.136344	0.352267	6.562381
360	-420214.8	-420207.5	-7.304247	0.0316566	0.0374501	0.0761149	0.0365341	0.0695331	0.0819249	0.0510704	0.0892539	0.066876	0.0496318	0.0440647	0.114836	0.0307318	0.0692267	0.0550051	0.0854144	0.0944661	0.0102341	0.0190011	0.0147853	0.0369937	0.00798476	0.00936985	0.00876786	0.0509053	0.000669495	0.0464236	0.0457451	0.0576758	0.0511766	0.0383987	0.0665637	0.0406835	0.0463817	0.0360429	0.0561722	0.0530509	0.0620772	0.0420198	0.0484024	0.0821921	0.0700953	0.0692622	0.051632	0.0564791	0.0539455	0.0466623	0.00168846	0.0383277	0.0379562	0.0316517	0.0923276	0.0324245	0.0462753	0.0623647	0.0591712	0.0548099	0.0646938	0.0584914	0.151553	0.0493118	0.0713889	0.0505042	0.115564	0.089095	0.040492	0.0405164	0.00260929	0.0408401	0.0382237	0.00197799	0.0796086	0.0622774	0.0897245	0.0914126	0.129214	0.009406	0.0291942	0.0111185	0.0111231	0.00857104	0.0290478	0.0122878	0.0130643	0.0144496	0.00739455	0.0251666	0.0056297	0.00954464	0.00886488	0.0161067	0.0191918	0.017523	0.0633914	0.0663359	0.00883815	0.636619	0.0160568	0.0312406	0.0203458	0.0477091	0.0108892	0.0183011	0.0113102	0.0145819	0.0207639	0.00799197	0.0467231	0.0139734	0.00303515	0.0298703	0.0259941	0.00798167	0.0108083	0.0102207	0.018758	0.00268649	0.00969055	0.0328605	0.00982112	0.0144749	0.0254265	0.00680157	0.0183025	0.0142168	0.0107977	0.0358512	0.0111133	0.0219404	0.00785767	0.0070785	0.0155416	0.0344327	0.0210852	0.0110275	0.0104991	0.0112462	0.00517499	0.00716011	0.0187685	0.00539396	0.00936561	0.0176459	0.00705352	0.00837652	0.00669389	0.0229364	0.663085	2.78971e-05	0.0544689	0.245636	0.259702	0.0425176	0.354643	0.0430317	0.366421	0.147265	0.132466	0.353848	6.581939
370	-420211.4	-420203.6	-7.750903	0.0310239	0.0374501	0.0730212	0.0365341	0.0695331	0.0819249	0.054349	0.0892539	0.066876	0.0469001	0.0440174	0.116308	0.0307318	0.0747074	0.0543132	0.0818306	0.0944661	0.0107732	0.019706	0.0148899	0.0369937	0.00878663	0.00588415	0.00762653	0.0509053	0.000483833	0.044455	0.0457451	0.0576758	0.0511766	0.0387669	0.0665637	0.037766	0.0463817	0.033855	0.0568813	0.0530509	0.0621295	0.0427649	0.0513471	0.0792041	0.0703856	0.0737913	0.0537662	0.0601416	0.0456146	0.043987	0.00110547	0.0383277	0.0366486	0.0348811	0.0986187	0.0284505	0.0454399	0.0623647	0.0533158	0.0549111	0.0648458	0.0603252	0.14398	0.0457244	0.0668723	0.0523535	0.117329	0.0771283	0.0409084	0.0425222	0.00295525	0.0359879	0.0366167	0.00185657	0.0810714	0.063784	0.0897245	0.0914126	0.129214	0.0127911	0.0291942	0.0104019	0.011704	0.00821494	0.0275758	0.0134184	0.0156347	0.0125531	0.0104764	0.0197693	0.00539681	0.0119717	0.00904357	0.0132188	0.0181124	0.0147223	0.0680368	0.0613725	0.00855313	0.666152	0.0169293	0.0312406	0.0210713	0.0499417	0.0119865	0.0153038	0.0109258	0.0149016	0.0187927	0.00952445	0.0471766	0.0151667	0.00303515	0.0345977	0.0276461	0.00877527	0.00906497	0.011674	0.0192041	0.00331577	0.00898832	0.0276075	0.00721652	0.0171025	0.0280332	0.00484836	0.0196193	0.0151872	0.0100657	0.0377139	0.0133969	0.0225985	0.00997349	0.00936127	0.0166233	0.0355834	0.0209716	0.00925811	0.0146201	0.014001	0.00528398	0.0106102	0.0173202	0.00617604	0.0107101	0.0195123	0.00721489	0.0087852	0.00618513	0.0219369	0.688056	4.12126e-05	0.0544786	0.24568	0.259749	0.0423461	0.354707	0.0430395	0.366421	0.147265	0.132466	0.353848	6.626605
380	-420213.1	-420205.1	-8.000511	0.030911	0.0389477	0.0730212	0.0365341	0.0626283	0.0789173	0.054349	0.0901412	0.0655792	0.0470508	0.0498577	0.112486	0.0319251	0.0706669	0.053871	0.0818306	0.0944661	0.0111263	0.019706	0.0148899	0.0348025	0.0104358	0.00728894	0.00698818	0.0527791	0.000266011	0.044455	0.0463901	0.0524754	0.0511032	0.034043	0.0696611	0.0391462	0.0445322	0.033855	0.059335	0.0530509	0.0675867	0.0434078	0.0526604	0.0812774	0.0703856	0.0723522	0.0525274	0.0570168	0.0462631	0.0435665	0.00146013	0.0423829	0.0360249	0.0323635	0.0986187	0.0297281	0.0454399	0.0652615	0.0540209	0.0549111	0.060505	0.0603252	0.14398	0.0468087	0.0714178	0.0551082	0.117329	0.0873387	0.0409084	0.0426462	0.00265189	0.0396341	0.0369625	0.00219342	0.076843	0.063784	0.0897245	0.0914126	0.122992	0.0119355	0.0301179	0.0122502	0.0119098	0.0086715	0.0301513	0.0134453	0.0135095	0.0118498	0.00715857	0.024111	0.00699914	0.0121944	0.00743659	0.0143348	0.0171942	0.0147223	0.0680368	0.0630167	0.0086882	0.666152	0.0171405	0.0312406	0.0180559	0.0558351	0.0152597	0.0191486	0.010429	0.0149016	0.0186137	0.00853779	0.0465061	0.0147022	0.00428624	0.0329977	0.0236027	0.00733608	0.0124087	0.0113077	0.0207613	0.00249627	0.00955006	0.0276075	0.00985208	0.0169993	0.0249429	0.00658794	0.017248	0.017225	0.0121484	0.0428216	0.0129246	0.024092	0.00905031	0.00805255	0.0154517	0.0386244	0.0228258	0.00912828	0.0102987	0.0156625	0.00508125	0.00904686	0.0151651	0.00465968	0.00889762	0.0211335	0.00700858	0.00832177	0.00427507	0.0260143	0.692053	2.86312e-05	0.0545654	0.246071	0.260163	0.0408206	0.355272	0.043108	0.366421	0.147265	0.132466	0.353848	6.651566
390	-420218.9	-420211.6	-7.24963	0.0347347	0.0362813	0.0760251	0.0365341	0.0626283	0.0773768	0.0526703	0.0901412	0.0655792	0.0452726	0.0477839	0.118253	0.0322962	0.0774301	0.0579494	0.0813842	0.0944661	0.0102716	0.0182425	0.0149776	0.0342468	0.0104956	0.00729738	0.00698818	0.0526794	0.000739419	0.0451658	0.0463901	0.0505536	0.0491697	0.0333146	0.0667246	0.0380394	0.0435498	0.0371552	0.059335	0.0530509	0.0633376	0.0419836	0.0483821	0.0812774	0.0700291	0.0709115	0.0525274	0.0551231	0.0507024	0.0430166	0.00141623	0.0394019	0.0360249	0.0319368	0.0941161	0.0315406	0.0449322	0.069801	0.0537315	0.0562631	0.0629696	0.0603252	0.148458	0.0553799	0.0714178	0.051489	0.110609	0.0774977	0.0410138	0.0426462	0.00280881	0.038145	0.0340595	0.00182445	0.0693049	0.067796	0.0897245	0.0882909	0.123318	0.0133832	0.0297231	0.0119053	0.012667	0.00758112	0.0277262	0.0136668	0.014299	0.0117588	0.00715857	0.0208965	0.00543916	0.0121944	0.00935254	0.0142745	0.0165983	0.0150838	0.0674299	0.0652858	0.00910004	0.651877	0.0132134	0.0314786	0.0198484	0.0563592	0.012299	0.0172538	0.00763146	0.0136528	0.0195304	0.00896127	0.0426187	0.0134242	0.00316337	0.0329977	0.0236027	0.00938952	0.0102155	0.0111835	0.0174337	0.00170988	0.00955006	0.0267732	0.0113097	0.0157672	0.0267108	0.00907566	0.0158761	0.0171175	0.00950537	0.037379	0.0115558	0.0243693	0.00676167	0.00798444	0.0178187	0.0340387	0.021882	0.010458	0.00868993	0.0130762	0.00672494	0.00953907	0.016427	0.00641883	0.00863977	0.0169896	0.00581533	0.00890172	0.00617908	0.0209047	0.692053	9.03448e-05	0.0546334	0.245131	0.260487	0.0408715	0.355715	0.0431618	0.366421	0.147265	0.132466	0.353848	6.576477
400	-420215.5	-420208.1	-7.346661	0.0345365	0.0378724	0.0686472	0.0365341	0.0623133	0.0841596	0.0494771	0.0950974	0.0655792	0.0452726	0.0462068	0.118253	0.0322962	0.0749804	0.050677	0.0825601	0.0944661	0.0104805	0.0190985	0.0139023	0.0398657	0.00892721	0.00754515	0.00856093	0.056044	0.000613512	0.0451658	0.0463901	0.0523906	0.0465883	0.0347543	0.0651969	0.0403775	0.0475333	0.0364142	0.059335	0.0530509	0.0633376	0.044221	0.0500426	0.0812774	0.0762449	0.0732118	0.0525274	0.0588893	0.0478612	0.0496689	0.00116829	0.0394019	0.0360249	0.0302047	0.0974864	0.0294687	0.0469996	0.0629078	0.0537315	0.0500694	0.0646814	0.0553748	0.148458	0.0465641	0.0694235	0.051489	0.110609	0.0774977	0.0393565	0.0416492	0.00318928	0.038145	0.0384183	0.00208651	0.0710641	0.0678406	0.0845037	0.0909402	0.135767	0.011631	0.0297231	0.0120957	0.0116131	0.00758112	0.0277262	0.0120266	0.0137946	0.0147696	0.00965634	0.0195075	0.0062724	0.0118651	0.00635546	0.0140752	0.0166171	0.0155083	0.0674299	0.0618149	0.0073373	0.651877	0.0149913	0.0331276	0.0191078	0.043286	0.0133758	0.0172538	0.00993524	0.0129031	0.0191305	0.00765906	0.0497852	0.0127881	0.00273035	0.0318212	0.0236027	0.00734239	0.012093	0.00913868	0.0193137	0.00261679	0.0100834	0.027318	0.0134715	0.0146253	0.0267108	0.00495927	0.017143	0.0171175	0.0109437	0.0396602	0.013507	0.0243693	0.00918638	0.00809783	0.0146997	0.0378467	0.0220863	0.0104435	0.00817969	0.0119706	0.00628474	0.00900437	0.0143562	0.00705604	0.00864776	0.0205973	0.00719867	0.00773716	0.00607086	0.0203771	0.692053	0.000130956	0.0546334	0.245131	0.260487	0.0408715	0.355715	0.0431618	0.366421	0.147265	0.132466	0.353848	6.58618
410	-420223.2	-420215.2	-7.957457	0.0304503	0.0341446	0.0685951	0.0365341	0.0615242	0.0820207	0.0540331	0.0950974	0.0646039	0.0512506	0.0462068	0.118253	0.0309984	0.0749804	0.0509894	0.0825601	0.0944661	0.0113363	0.0186417	0.0163674	0.0399914	0.00894886	0.00743735	0.00644156	0.0523201	0.000610005	0.0466126	0.050164	0.0538901	0.0497014	0.0374837	0.0651969	0.0351508	0.0475333	0.0364428	0.0582734	0.0501396	0.0633376	0.04513	0.0531232	0.0803364	0.0694201	0.0703089	0.0525274	0.0588893	0.0525381	0.0464086	0.00149993	0.0377735	0.0387686	0.0332424	0.0974864	0.0294687	0.0469996	0.0715505	0.0557673	0.0553105	0.0646814	0.0609913	0.148458	0.0496292	0.0694007	0.051489	0.110609	0.0792524	0.0422585	0.0451029	0.00226888	0.038145	0.0386973	0.00154478	0.079519	0.068594	0.0893475	0.0909402	0.126507	0.010668	0.0309409	0.011651	0.011125	0.0088165	0.0320271	0.0136593	0.0133766	0.014205	0.00706249	0.0242595	0.00760513	0.0107755	0.00859818	0.0128861	0.014845	0.0161827	0.0665547	0.0658547	0.00788234	0.651877	0.0163939	0.0307639	0.0185628	0.0572436	0.0120317	0.0200177	0.0108591	0.0164143	0.0188498	0.0075409	0.0476875	0.0127881	0.00340778	0.0288377	0.0236027	0.00849456	0.00857592	0.00819088	0.0172189	0.00314314	0.010397	0.0299767	0.0104776	0.0123445	0.0267108	0.00485139	0.017945	0.0173735	0.00929056	0.0396602	0.0093376	0.0273405	0.00888283	0.0084077	0.0153283	0.0400411	0.0220863	0.00885403	0.00980798	0.0137458	0.00706641	0.0110043	0.0172352	0.00764493	0.00827152	0.021573	0.00665105	0.00834966	0.00358059	0.0225968	0.692053	0.000183072	0.0546949	0.245407	0.26078	0.0397926	0.356115	0.0432103	0.366339	0.147232	0.132659	0.35377	6.64726
