Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	bl[150]	bl[151]	bl[152]	bl[153]	bl[154]	bl[155]	bl[156]	bl[157]	bl[158]	bl[159]	bl[160]	bl[161]	bl[162]	bl[163]	bl[164]	bl[165]	bl[166]	bl[167]	bl[168]	bl[169]	bl[170]	bl[171]	bl[172]	bl[173]	bl[174]	bl[175]	bl[176]	bl[177]	bl[178]	bl[179]	bl[180]	bl[181]	bl[182]	bl[183]	bl[184]	bl[185]	bl[186]	bl[187]	bl[188]	bl[189]	bl[190]	bl[191]	bl[192]	bl[193]	bl[194]	bl[195]	bl[196]	bl[197]	bl[198]	bl[199]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
2740	-553394.1	-553348.3	-45.78873	0.0735741	0.0330379	0.0382125	0.0816868	0.0428761	0.0544128	0.0406778	0.0673575	0.0755689	0.0459708	0.0905487	0.0646191	0.0484999	0.0591186	0.0508083	0.105209	0.021339	0.0209666	0.0695472	0.0538628	0.082581	0.0957286	0.107483	0.00911709	0.0181185	0.0143304	0.03861	0.00979015	0.00624636	0.00194155	0.00768404	0.0191275	0.0526416	0.000836085	0.0618115	0.0468412	0.0476231	0.0610808	0.109779	0.0580274	0.0395016	0.042776	0.0309075	0.0519473	0.042099	0.0675453	0.0372998	0.0423907	0.0353246	0.0571953	0.0523421	0.0231306	0.0613036	0.0229961	0.0497361	0.0587123	0.0507695	0.0700501	0.0591001	0.0501297	0.0619209	0.0474981	0.0453229	0.00155467	0.092984	0.0367678	0.0374834	0.0280148	0.0623021	0.0895674	0.106676	0.0297805	0.0486009	0.0892948	0.0697603	0.0549496	0.0530718	0.0623574	0.0567636	0.137911	0.117098	0.0551172	0.0781867	0.0659055	0.0558443	0.113756	0.0821739	0.0830218	0.0313683	0.0463024	0.0365588	0.00344662	0.0380783	0.0372606	0.0362195	0.0020131	0.0699805	0.0678355	0.0844903	0.0952886	0.124219	0.00992478	0.0103219	0.0613516	0.0409664	0.0139182	0.0104239	0.00869457	0.0149816	0.0102169	0.0395208	0.0110819	0.00665989	0.0387616	0.016022	0.0118719	0.0154763	0.0177977	0.00459221	0.0111753	0.0106941	0.0141541	0.0193638	0.00370333	0.0121068	0.00176884	0.018424	0.0217963	0.651426	0.0203101	0.016556	0.0129122	0.0476105	0.0155337	0.00283749	0.0153974	0.0361169	0.00922507	0.0124672	0.0256088	0.0129552	0.0190119	0.014682	0.00978476	0.0120479	0.00754292	0.0179301	0.0246363	0.0147201	0.0125036	0.0170273	0.0314882	0.0148419	0.0157477	0.00711265	0.0140706	0.0131088	0.0143184	0.00287597	0.0113321	0.0131561	0.0136252	0.0109454	0.0261236	0.0397689	0.0169767	0.0236355	0.0148182	0.0135163	0.00420179	0.0184435	0.0256225	0.00730481	0.010443	0.01331	0.00783682	0.0113354	0.0102262	0.00647954	0.00678099	0.0112612	0.0454898	0.00871262	0.0200922	0.0293286	0.017097	0.0186086	0.0787477	0.00637773	0.0223841	0.0315402	0.0120732	0.0281013	0.028862	0.0073988	0.00487628	0.661444	4.47134e-05	0.020451	2.093906	0.392274	0.116533	0.0836026	0.407591	8.426249
2750	-553400.4	-553354.6	-45.71738	0.074	0.0330379	0.0372824	0.0816868	0.0428761	0.0544128	0.0353394	0.0650793	0.0755689	0.0528512	0.0905487	0.0673111	0.0457102	0.0591542	0.0501606	0.106224	0.0196427	0.0233137	0.0687358	0.0600412	0.0851735	0.0957286	0.107483	0.0104534	0.0210312	0.0147211	0.0368182	0.00999893	0.00729926	0.00189842	0.0093647	0.0202848	0.0526416	0.00123371	0.0602944	0.0505773	0.0456871	0.0577429	0.105593	0.0580274	0.0381839	0.042776	0.0353358	0.052785	0.0425274	0.061941	0.0427348	0.0464959	0.0377901	0.0569308	0.0523421	0.0234009	0.0646686	0.0222581	0.0504639	0.0595921	0.0544526	0.0700501	0.0576589	0.0501297	0.0612229	0.0474981	0.044571	0.000868828	0.0822493	0.0367678	0.0332568	0.0315971	0.0623021	0.0843362	0.106676	0.0329884	0.0486009	0.0892948	0.0697603	0.0549496	0.0538018	0.0623574	0.0567636	0.131327	0.120844	0.05115	0.0781867	0.0659055	0.0583421	0.114474	0.0821739	0.084649	0.0313683	0.0463024	0.0350518	0.00391584	0.0404411	0.0372606	0.0397286	0.00187435	0.0636837	0.0769068	0.0901675	0.0952886	0.125514	0.0118062	0.0105756	0.0615721	0.0414197	0.0139182	0.0119593	0.0108735	0.0130489	0.00927491	0.0325296	0.0127478	0.0070531	0.0353222	0.0175813	0.0140429	0.0154763	0.0213393	0.00511862	0.0114753	0.00934628	0.0162599	0.0174399	0.00370121	0.0127208	0.000900017	0.0224372	0.017483	0.637745	0.0236469	0.0162683	0.0106571	0.0456508	0.0159075	0.00221754	0.0144569	0.0361169	0.00790689	0.0129486	0.0246292	0.0121837	0.0171842	0.0132859	0.00876811	0.0144456	0.00789535	0.0223536	0.0258153	0.0147955	0.0118646	0.0176973	0.0296319	0.0111858	0.0128851	0.00733108	0.01421	0.0116669	0.0172717	0.002552	0.00978707	0.0143954	0.0107241	0.0107144	0.0243248	0.0315547	0.0146973	0.0212267	0.0161475	0.00688841	0.00444237	0.0175033	0.0245453	0.00772566	0.01485	0.0128618	0.00739068	0.0123452	0.0118297	0.00755782	0.00835392	0.0137905	0.0498948	0.0118281	0.0193882	0.0293286	0.0182311	0.018651	0.0787477	0.00601883	0.0220836	0.0303431	0.00876365	0.0265441	0.0258354	0.00948282	0.00450307	0.661444	3.12605e-05	0.0237728	2.093906	0.392274	0.116533	0.0836026	0.407591	8.419113
2760	-553414.8	-553369.3	-45.55746	0.0735661	0.0330379	0.0372824	0.08089	0.0457123	0.0505594	0.0368406	0.0684856	0.0755689	0.0496563	0.0910644	0.0673111	0.0458472	0.0571631	0.0476764	0.111175	0.0241878	0.0196661	0.0706284	0.0604674	0.0886057	0.089204	0.103227	0.0103995	0.0184408	0.0151045	0.037098	0.0097911	0.00700452	0.00192534	0.0084594	0.0194836	0.0515467	0.000724989	0.0602944	0.0438955	0.0478231	0.0577429	0.105593	0.0580274	0.0419288	0.0421439	0.0353358	0.0533319	0.0425274	0.0627442	0.0405217	0.0464733	0.0359796	0.0550954	0.0495164	0.0237812	0.0646686	0.0201999	0.0533337	0.0582564	0.0536979	0.0681435	0.0568547	0.0534503	0.0612229	0.0472983	0.0474293	0.0013483	0.0822493	0.0403098	0.0370326	0.0293017	0.0633012	0.0925128	0.108997	0.0332881	0.0486009	0.0838428	0.0701143	0.053397	0.0538018	0.0636246	0.0507175	0.14275	0.120844	0.0546531	0.0776575	0.0659055	0.058272	0.115487	0.0821739	0.084649	0.0350158	0.0471968	0.0334062	0.00359752	0.0354803	0.0372606	0.0392124	0.00127835	0.0713614	0.0755124	0.0873512	0.0895764	0.129627	0.00936089	0.010346	0.0659377	0.0414197	0.0147236	0.0100302	0.0120253	0.0123992	0.0118123	0.0323421	0.0136617	0.00718746	0.039942	0.0153604	0.0141197	0.013924	0.017423	0.00490731	0.0115078	0.00971879	0.0140932	0.0167595	0.00365054	0.0117817	0.00096659	0.0212749	0.0180046	0.63069	0.0234757	0.0164583	0.013429	0.0433263	0.0152247	0.00229118	0.017971	0.0351637	0.0101801	0.0107887	0.0235351	0.013446	0.0177003	0.0114459	0.0104798	0.00955143	0.00656565	0.0219185	0.0244527	0.0115697	0.0132244	0.0176332	0.0315451	0.0136382	0.0141906	0.00465316	0.0143976	0.013621	0.0193139	0.00247506	0.0106824	0.0130158	0.0121916	0.0122858	0.0292975	0.0342462	0.0165872	0.0234509	0.0175067	0.0109077	0.00531223	0.0183463	0.0289652	0.00870471	0.011091	0.0124188	0.00672477	0.0124872	0.0117958	0.0071199	0.0102535	0.0143266	0.0474308	0.0095331	0.0212475	0.0274225	0.0173475	0.018651	0.0721034	0.00564621	0.0194986	0.0303431	0.00783526	0.0248904	0.0258354	0.00763107	0.00736424	0.643949	4.47986e-05	0.0237728	2.093906	0.392274	0.116533	0.0836026	0.407591	8.403122
2770	-553397.5	-553352.3	-45.27606	0.0735661	0.0333525	0.0399691	0.0780543	0.0400245	0.0532294	0.0386911	0.0684856	0.07326	0.0496563	0.0910644	0.0673111	0.0461713	0.0570223	0.0471295	0.0997554	0.0229628	0.0235587	0.0740227	0.0574569	0.0833579	0.089204	0.104247	0.00878828	0.0184408	0.0151045	0.037098	0.0097911	0.00706414	0.00177071	0.00789534	0.0207639	0.0515467	0.000512577	0.0602825	0.0483079	0.0487513	0.0577429	0.105593	0.0571759	0.0395661	0.0422958	0.0344456	0.0533319	0.0432241	0.0621742	0.0361524	0.0444105	0.0374847	0.0550954	0.0518122	0.0237812	0.0646686	0.0201999	0.0494861	0.0544157	0.0469204	0.0681435	0.0568547	0.0534283	0.0626128	0.0469905	0.0460429	0.0013476	0.0822493	0.0394082	0.0342333	0.0293017	0.0650963	0.0841692	0.112444	0.0285519	0.0447173	0.0882723	0.0701143	0.0559413	0.0523711	0.0636246	0.0544911	0.13494	0.118079	0.0545991	0.0776575	0.0670849	0.058272	0.114611	0.0821739	0.0790588	0.0298212	0.0442191	0.0346698	0.00258403	0.038617	0.0372606	0.0404872	0.00175048	0.0635852	0.0767636	0.0934689	0.0953957	0.124687	0.011137	0.010346	0.066049	0.0396197	0.0140237	0.0102347	0.0104234	0.0174644	0.0108011	0.0342013	0.0129005	0.00718746	0.039942	0.0203281	0.0141197	0.0133088	0.0174947	0.00665763	0.0114015	0.0104258	0.0166934	0.0159158	0.00425407	0.0119254	0.00196234	0.0237287	0.0214246	0.643225	0.0233161	0.0186661	0.013429	0.0456664	0.0141155	0.00169536	0.0168436	0.0351637	0.00889902	0.0114135	0.0252834	0.0153898	0.0170017	0.0119769	0.00822281	0.0111792	0.00616431	0.0172952	0.0247059	0.00950823	0.0128153	0.0155363	0.0307778	0.0134967	0.0152897	0.0085204	0.014611	0.012663	0.0173113	0.00335137	0.00904611	0.0141833	0.0121916	0.0122858	0.0226067	0.0345306	0.0157557	0.0255874	0.0144905	0.0114946	0.00469753	0.0183463	0.0313554	0.00832293	0.0128021	0.0140031	0.00685299	0.0129563	0.00883904	0.00710813	0.00738775	0.012765	0.0499705	0.0103197	0.0213133	0.0320722	0.016423	0.018651	0.0721034	0.00563223	0.0189869	0.0283625	0.0104595	0.0254743	0.0277774	0.00763107	0.00306083	0.652038	4.00302e-05	0.0217133	2.093906	0.390901	0.116796	0.0837914	0.408511	8.374981
2780	-553409.5	-553363.7	-45.74293	0.0735661	0.0338015	0.0388135	0.0849773	0.0420622	0.0532294	0.0360994	0.0609584	0.0767436	0.0536444	0.0910092	0.0673111	0.0483216	0.0609699	0.0471295	0.108238	0.0204661	0.0216574	0.069476	0.0563116	0.0833579	0.0919363	0.104247	0.00898891	0.0212462	0.0157006	0.0387767	0.0097911	0.00748291	0.00310094	0.00857526	0.0227815	0.0500232	0.000810566	0.062351	0.0483079	0.0487513	0.0567335	0.105593	0.0546865	0.0388983	0.0451171	0.0344456	0.0551366	0.0432241	0.0591111	0.0390141	0.0489067	0.0353795	0.061202	0.0518122	0.0237812	0.0609127	0.0212173	0.0494861	0.0575871	0.0567383	0.0746625	0.0568547	0.0547371	0.0551718	0.0469905	0.0460429	0.00137425	0.0917052	0.034051	0.0342333	0.0346203	0.0623684	0.0841692	0.109478	0.0285519	0.0462738	0.0882723	0.0752808	0.0537726	0.0520581	0.0690383	0.0544911	0.133523	0.118079	0.0487069	0.0820127	0.0670849	0.0549151	0.116454	0.0782299	0.0790588	0.0285716	0.0444335	0.0357456	0.00315605	0.0404616	0.0398135	0.0358924	0.00321126	0.0641611	0.0742995	0.0947393	0.0953957	0.122026	0.0135286	0.0110833	0.0595117	0.0396197	0.0150435	0.00830688	0.00896125	0.0164602	0.0107899	0.0374047	0.0114617	0.0078312	0.0395038	0.0180807	0.0157287	0.0134045	0.0183531	0.00586039	0.0106034	0.0100419	0.0157809	0.0150975	0.00486299	0.011521	0.001412	0.02082	0.0190402	0.643225	0.0214056	0.0170731	0.0109832	0.0456664	0.0151518	0.00330724	0.0171864	0.0385027	0.00896757	0.0133115	0.0246404	0.0124011	0.0184686	0.0119769	0.0074474	0.0141918	0.00609026	0.0183209	0.0255961	0.00708725	0.0118972	0.0155363	0.0333457	0.0138693	0.0136376	0.0062104	0.0148944	0.012663	0.0163379	0.00371427	0.0111446	0.0141833	0.0113144	0.0103734	0.0243543	0.0359919	0.0180123	0.0272323	0.0147537	0.00968485	0.00655408	0.0205571	0.0330453	0.00774276	0.0119568	0.0140031	0.00719858	0.0144615	0.012134	0.00578798	0.00790291	0.011706	0.0499705	0.00834204	0.020892	0.0299609	0.0161685	0.0200046	0.0721034	0.00615016	0.0228703	0.0285514	0.0104939	0.0279078	0.0250354	0.00681351	0.00379976	0.652038	4.78501e-05	0.0230334	2.093906	0.39244	0.117256	0.0841212	0.406183	8.421668
2790	-553399.9	-553354	-45.90166	0.0735661	0.0331362	0.0380399	0.0873018	0.0412146	0.0532294	0.0350082	0.0695756	0.0767436	0.0493535	0.0933467	0.06904	0.0483216	0.0609699	0.0470903	0.108238	0.0204661	0.0221898	0.069476	0.0563116	0.0833579	0.0919363	0.104247	0.00911772	0.0198168	0.0158662	0.0411083	0.0097911	0.00765213	0.00187567	0.00854862	0.0193347	0.0500232	0.00116952	0.0575928	0.0483079	0.0452199	0.0570257	0.103893	0.0546865	0.0374879	0.0426249	0.0329478	0.0482452	0.0410059	0.061095	0.0401943	0.0477428	0.0354782	0.0592863	0.0495541	0.0236315	0.0650434	0.0212173	0.0492337	0.0575871	0.0572843	0.068135	0.0568547	0.0547371	0.0587582	0.0469905	0.0441693	0.0015954	0.0917052	0.0385162	0.0342333	0.0314764	0.0623684	0.0841692	0.109478	0.0274889	0.0501489	0.0882723	0.0752808	0.0540213	0.0520581	0.0617479	0.0570415	0.139645	0.11788	0.0514984	0.080689	0.065163	0.0578267	0.116454	0.0878995	0.0790588	0.0329594	0.0444335	0.0357456	0.00384745	0.0366181	0.0393407	0.0363099	0.00162274	0.0641611	0.0740656	0.0947393	0.0953957	0.132088	0.0114296	0.0104272	0.0648914	0.037939	0.0137839	0.0102827	0.0105269	0.0138358	0.0108917	0.0358403	0.0111395	0.00797854	0.0395038	0.0184678	0.0173409	0.0134045	0.0196095	0.00515046	0.0116073	0.0111246	0.0147451	0.0157618	0.00372219	0.0135651	0.00266084	0.0220762	0.0221801	0.634225	0.0195385	0.015645	0.0104106	0.0454534	0.0171329	0.00230247	0.017215	0.0370616	0.00948561	0.0124049	0.0246404	0.0124153	0.0167901	0.0135401	0.00936365	0.0143376	0.00830645	0.0203574	0.0224896	0.0169685	0.0154418	0.0202885	0.0355819	0.0132335	0.0149445	0.00870598	0.0146482	0.012663	0.0148495	0.00289897	0.00998952	0.0152903	0.0129854	0.0117944	0.023596	0.0359919	0.0154443	0.0226882	0.0180616	0.00996446	0.00495217	0.0173974	0.0249316	0.00994307	0.0119568	0.0151066	0.00648834	0.0139801	0.00953361	0.0065971	0.0061828	0.0118904	0.0499705	0.0106368	0.0213502	0.0261311	0.0174351	0.0196629	0.0745219	0.0063555	0.0258043	0.0289881	0.00906944	0.0257794	0.0284072	0.00784591	0.0029317	0.652038	5.0419e-05	0.0230334	2.093906	0.39244	0.117256	0.0841212	0.406183	8.437541
2800	-553394.1	-553348.2	-45.90697	0.0735029	0.0301124	0.0414811	0.0811348	0.0430294	0.0482801	0.038717	0.0616431	0.0727234	0.0504521	0.0933467	0.0645863	0.0505395	0.0569895	0.0471814	0.108238	0.022033	0.0221898	0.0717473	0.0603113	0.0833579	0.0919363	0.107989	0.0105613	0.0220083	0.0150091	0.0378524	0.00976555	0.00685389	0.00191349	0.00782566	0.0188347	0.0500232	0.000732595	0.0651926	0.0483079	0.0441262	0.0570257	0.103893	0.0546865	0.0374879	0.0426249	0.031532	0.0535558	0.0410693	0.0611236	0.041329	0.0477428	0.0377211	0.055247	0.0495541	0.0236315	0.0650434	0.0212173	0.0507442	0.0592173	0.0572843	0.068135	0.0576378	0.0523834	0.0579584	0.0501107	0.0474364	0.000972497	0.0917052	0.037542	0.0353406	0.0303314	0.0636498	0.092325	0.109478	0.0287067	0.0490284	0.0882723	0.0774883	0.0522148	0.0540572	0.0617479	0.0570415	0.139645	0.118128	0.0491693	0.0715055	0.065163	0.0616152	0.117809	0.0810941	0.0790588	0.0311874	0.0476699	0.0357456	0.00240377	0.0372408	0.0378075	0.0371281	0.00204202	0.0698688	0.0740656	0.0947393	0.0953957	0.131698	0.0114296	0.0100399	0.0609566	0.0416894	0.0158712	0.0102827	0.0111062	0.0138921	0.00980243	0.0358403	0.0125412	0.00862976	0.0363503	0.0185286	0.015497	0.0146575	0.0169739	0.00637278	0.00870867	0.0107665	0.0147451	0.0161562	0.00426568	0.0137326	0.00255339	0.0226745	0.0238339	0.634225	0.0232979	0.0163246	0.0139697	0.0418945	0.0177405	0.00210732	0.0165509	0.0381194	0.00881241	0.0131695	0.0246404	0.0150431	0.0183548	0.0135401	0.00852738	0.012058	0.00822554	0.0182673	0.0223853	0.0157547	0.0120968	0.018526	0.0325618	0.0133767	0.0130571	0.00669127	0.0146482	0.0118574	0.0148655	0.00238191	0.00764958	0.0154657	0.0127313	0.0117051	0.0267925	0.0359919	0.0179662	0.0241594	0.0160658	0.0086787	0.00566465	0.0174118	0.0249316	0.00641027	0.0118692	0.0147544	0.00748386	0.0152012	0.0104427	0.00637137	0.00739541	0.0115444	0.0527221	0.0112186	0.0237262	0.0293046	0.0174446	0.0196629	0.072848	0.00562736	0.0200199	0.0309025	0.00882226	0.0295525	0.0233699	0.009392	0.00463793	0.652038	9.02238e-05	0.0230334	2.093906	0.39244	0.117256	0.0841212	0.406183	8.438073
2810	-553387.2	-553341.5	-45.77816	0.0745505	0.0330039	0.0379456	0.0828396	0.0440058	0.0482801	0.0392831	0.0706696	0.0730403	0.0501736	0.0932975	0.0657252	0.0463328	0.0609242	0.0477593	0.105888	0.0226776	0.0242336	0.0717473	0.0583252	0.0833579	0.0919363	0.106461	0.010029	0.0174341	0.0154688	0.0408903	0.00946426	0.00716076	0.00174037	0.00811405	0.0222042	0.0516066	0.00037273	0.0645124	0.0483079	0.0533092	0.0570257	0.103893	0.0556605	0.0374879	0.0426249	0.0329511	0.0506369	0.0419277	0.0620862	0.0398973	0.0455355	0.0351623	0.0560639	0.0495541	0.0236315	0.0638388	0.0212173	0.0540314	0.0592173	0.0535262	0.0729525	0.0564194	0.0552797	0.0594148	0.0501107	0.0474364	0.00111162	0.0891944	0.037542	0.0347542	0.0303314	0.0638391	0.0937689	0.109478	0.0274283	0.0493299	0.091466	0.0686787	0.0504682	0.0540572	0.0629872	0.0551372	0.138802	0.118128	0.0546219	0.0772303	0.0642637	0.0545259	0.116009	0.0810941	0.0790588	0.0292685	0.0452025	0.0357456	0.00340014	0.0372408	0.0367433	0.0373974	0.00168209	0.0698688	0.0727526	0.0947393	0.0925944	0.125917	0.0110743	0.0100399	0.0609566	0.0395631	0.0160349	0.0085941	0.0102073	0.0160527	0.0107721	0.0379152	0.0111353	0.00822033	0.0363503	0.0158337	0.015497	0.0146575	0.020742	0.00548709	0.00973836	0.00961766	0.0160925	0.0155202	0.00495943	0.0115805	0.00227272	0.02162	0.0232529	0.640712	0.0191272	0.0163246	0.00964362	0.0440347	0.0167538	0.00246941	0.0167012	0.0379358	0.0105096	0.0112132	0.0233818	0.0114492	0.0177954	0.0135401	0.00972772	0.0113102	0.0070066	0.0196859	0.0254002	0.0147237	0.0149148	0.0180355	0.0335262	0.0127323	0.0129517	0.00900409	0.0160637	0.0126205	0.0157558	0.00359975	0.00753802	0.0146238	0.0107902	0.0138694	0.0233785	0.0338147	0.0176142	0.0239854	0.0160658	0.00993643	0.00645734	0.0153643	0.0254038	0.00934847	0.0131843	0.0133199	0.00837276	0.0119807	0.00855185	0.00741471	0.0072483	0.0115444	0.0501108	0.0115119	0.0236406	0.0285577	0.0168826	0.0170018	0.072848	0.00750623	0.0214806	0.0309025	0.00986928	0.0299094	0.026143	0.008743	0.00284579	0.644845	7.02341e-05	0.0235635	2.093906	0.39244	0.117256	0.0841212	0.406183	8.425191
2820	-553397.2	-553351.3	-45.84454	0.0745505	0.0330039	0.0379456	0.0828396	0.0462522	0.0476104	0.0364639	0.0706696	0.0730403	0.0577791	0.0932975	0.067052	0.0466328	0.0609242	0.0477593	0.107486	0.0223019	0.0219073	0.0705715	0.0557229	0.0833579	0.0887463	0.106461	0.011597	0.0215183	0.014074	0.0408903	0.00946426	0.00624074	0.00193957	0.00881052	0.0187694	0.0522941	0.000528402	0.062825	0.0483079	0.04489	0.056444	0.104244	0.0572809	0.0413081	0.0436221	0.0297973	0.0506369	0.0419277	0.0620862	0.0398973	0.0479444	0.0354058	0.0560639	0.0554115	0.021716	0.0638388	0.0235233	0.0525528	0.0589641	0.0523313	0.0687211	0.0598749	0.0488752	0.0594148	0.0493223	0.0474364	0.00158753	0.0891944	0.0362438	0.038012	0.03397	0.0638391	0.091119	0.110747	0.0285046	0.0500276	0.0907847	0.0687098	0.0556057	0.0587794	0.0629872	0.0549323	0.137905	0.118128	0.0490663	0.0787051	0.0662225	0.0596906	0.113941	0.080823	0.0790588	0.0337409	0.0461552	0.0350847	0.00302736	0.0344791	0.0367433	0.0383053	0.001747	0.0692598	0.0700779	0.0947393	0.0906429	0.128584	0.0122431	0.0111631	0.0620991	0.0415346	0.0149454	0.0102035	0.0102363	0.0112143	0.0116138	0.0379152	0.0111353	0.00839249	0.0358466	0.0180333	0.0133179	0.0152457	0.0202771	0.00635978	0.0105575	0.00969322	0.0128773	0.015745	0.00373499	0.0120099	0.00170147	0.021324	0.0205296	0.640712	0.0243279	0.0144833	0.0111826	0.0440347	0.0160533	0.00230311	0.0131737	0.0350383	0.00919435	0.0143305	0.0233818	0.01186	0.0177954	0.0135799	0.00939716	0.0141217	0.00853013	0.0193672	0.0241856	0.0159022	0.0129973	0.0168258	0.0332427	0.0137182	0.0158056	0.00868167	0.015648	0.0126205	0.0124899	0.00277846	0.0082186	0.0147196	0.0128122	0.0112938	0.0264481	0.0338147	0.0169121	0.0220268	0.0139388	0.0131452	0.00604645	0.019894	0.024844	0.00830432	0.0117253	0.012631	0.00701067	0.0139455	0.0135224	0.00706346	0.00754436	0.013213	0.0521158	0.00873298	0.0218574	0.0285577	0.0163131	0.02001	0.0740282	0.00769068	0.0214806	0.0306768	0.0094684	0.0303389	0.0226764	0.00694127	0.00235115	0.644845	0.000303694	0.022317	2.093906	0.39244	0.117256	0.0841212	0.406183	8.431829
2830	-553395.7	-553350.1	-45.53778	0.0767292	0.0330039	0.0368391	0.0828396	0.0425918	0.0476104	0.0364639	0.0621629	0.0730403	0.0557859	0.0932975	0.067052	0.0434695	0.0560082	0.0510991	0.100883	0.0219799	0.0202458	0.0658293	0.0557229	0.0816209	0.0887463	0.105828	0.00922154	0.0215532	0.0141083	0.0389281	0.0100927	0.00630023	0.00253351	0.00881052	0.0190629	0.0522941	0.000864979	0.0599238	0.0467475	0.0437321	0.056444	0.11129	0.0555891	0.0397678	0.0429597	0.0327477	0.0506369	0.0444445	0.0620862	0.0398973	0.0456836	0.0361099	0.0560639	0.0545195	0.0214289	0.0639408	0.0235233	0.0495518	0.0580044	0.0523313	0.0675537	0.0598749	0.0536194	0.0606354	0.0454639	0.0470973	0.00135548	0.0898766	0.037816	0.0343527	0.03397	0.0638391	0.091119	0.110947	0.0285046	0.0495122	0.0893799	0.0760148	0.0561328	0.0513423	0.0629872	0.0554986	0.138987	0.123418	0.0490663	0.0787051	0.0662225	0.0550804	0.119691	0.0817473	0.0893335	0.0316957	0.0461552	0.0358901	0.00306278	0.0361702	0.0367433	0.0369461	0.00180996	0.0741694	0.0700779	0.0896741	0.0906429	0.128584	0.0117507	0.0109515	0.0598618	0.0400977	0.0121701	0.0101656	0.0102483	0.0155527	0.00936357	0.0355298	0.0135212	0.00863136	0.038506	0.0160714	0.0163507	0.0158125	0.0182135	0.00555903	0.0111376	0.0095302	0.0160313	0.017772	0.00427303	0.0136872	0.00130331	0.0240801	0.0203408	0.640712	0.0231027	0.0123695	0.0111826	0.0440347	0.0136686	0.00245672	0.0138181	0.0397586	0.00947959	0.0148363	0.0233818	0.0133087	0.0177954	0.0134403	0.00883611	0.0125108	0.00706649	0.0189766	0.0267637	0.010943	0.0161721	0.0168879	0.0328	0.0137182	0.014508	0.00827581	0.0135374	0.0124643	0.0140282	0.00262737	0.00812416	0.0145476	0.0115771	0.0128312	0.0251972	0.0342145	0.0160581	0.0272961	0.0165038	0.00971279	0.00592962	0.014863	0.0306718	0.00673165	0.0121094	0.0125135	0.00669464	0.0154875	0.00985402	0.00830217	0.00768442	0.0101331	0.0506573	0.0126212	0.0199975	0.0258985	0.0159341	0.0173349	0.0740616	0.00681268	0.0224599	0.0285421	0.0103802	0.0296099	0.0226764	0.00764087	0.00355093	0.644845	0.000192699	0.0201148	2.093906	0.392107	0.11732	0.0841673	0.406406	8.401154
